task,method,n_train,seed,headline_f1,accuracy,n_train_actual,note
muller_fujimura_campaign_policy_area,e5,100,3.0,0.47924746866812984,0.582,100.0,
muller_fujimura_campaign_policy_area,e5,100,4.0,0.4786086492881081,0.534,100.0,
muller_fujimura_campaign_policy_area,e5,250,0.0,0.595341597498355,0.692,250.0,
muller_fujimura_campaign_policy_area,e5,250,1.0,0.6234144527997303,0.708,250.0,
muller_fujimura_campaign_policy_area,e5,250,2.0,0.6229793833054825,0.7,250.0,
muller_fujimura_campaign_policy_area,e5,250,3.0,0.6290530119984615,0.698,250.0,
muller_fujimura_campaign_policy_area,e5,250,4.0,0.6347216386027358,0.702,250.0,
muller_fujimura_campaign_policy_area,e5,500,0.0,0.6528497775937989,0.72,500.0,
muller_fujimura_campaign_policy_area,e5,500,1.0,0.6665507407317964,0.726,500.0,
muller_fujimura_campaign_policy_area,e5,500,2.0,0.6570969591944217,0.732,500.0,
muller_fujimura_campaign_policy_area,e5,500,3.0,0.6304401574862896,0.712,500.0,
muller_fujimura_campaign_policy_area,e5,500,4.0,0.6358200292907102,0.706,500.0,
muller_fujimura_campaign_policy_area,e5,1000,0.0,0.7204527661913088,0.766,1000.0,
muller_fujimura_campaign_policy_area,e5,1000,1.0,0.7101958417811466,0.762,1000.0,
muller_fujimura_campaign_policy_area,e5,1000,2.0,0.6828773643116595,0.746,1000.0,
muller_fujimura_campaign_policy_area,e5,1000,3.0,0.7262560780620647,0.78,1000.0,
muller_fujimura_campaign_policy_area,e5,1000,4.0,0.7148953172090615,0.772,1000.0,
muller_fujimura_campaign_policy_area,e5,2000,0.0,0.746704298178222,0.796,2000.0,
muller_fujimura_campaign_policy_area,e5,2000,1.0,0.7379553597440291,0.788,2000.0,
muller_fujimura_campaign_policy_area,e5,2000,2.0,0.7354494203062433,0.786,2000.0,
muller_fujimura_campaign_policy_area,e5,2000,3.0,0.7302509361001178,0.78,2000.0,
muller_fujimura_campaign_policy_area,e5,2000,4.0,0.7309597052067917,0.786,2000.0,
burnham_polnli_entailment,e5,50,0.0,0.3942857142857143,0.576,50.0,
burnham_polnli_entailment,e5,50,1.0,0.5046296296296297,0.572,50.0,
burnham_polnli_entailment,e5,50,2.0,0.5069124423963134,0.572,50.0,
burnham_polnli_entailment,e5,50,3.0,0.5291479820627802,0.58,50.0,
burnham_polnli_entailment,e5,50,4.0,0.4628099173553719,0.61,50.0,
burnham_polnli_entailment,e5,100,0.0,0.5493975903614458,0.626,100.0,
burnham_polnli_entailment,e5,100,1.0,0.5658747300215983,0.598,100.0,
burnham_polnli_entailment,e5,100,2.0,0.5674418604651162,0.628,100.0,
burnham_polnli_entailment,e5,100,3.0,0.4779220779220779,0.598,100.0,
burnham_polnli_entailment,e5,100,4.0,0.5700483091787439,0.644,100.0,
burnham_polnli_entailment,e5,250,0.0,0.5924276169265034,0.634,250.0,
burnham_polnli_entailment,e5,250,1.0,0.5833333333333334,0.6,250.0,
burnham_polnli_entailment,e5,250,2.0,0.6052009456264775,0.666,250.0,
burnham_polnli_entailment,e5,250,3.0,0.5346062052505967,0.61,250.0,
burnham_polnli_entailment,e5,250,4.0,0.5225225225225225,0.576,250.0,
burnham_polnli_entailment,e5,500,0.0,0.5778781038374717,0.626,500.0,
burnham_polnli_entailment,e5,500,1.0,0.6,0.64,500.0,
burnham_polnli_entailment,e5,500,2.0,0.6293706293706294,0.682,500.0,
burnham_polnli_entailment,e5,500,3.0,0.6261261261261262,0.668,500.0,
burnham_polnli_entailment,e5,500,4.0,0.5866050808314087,0.642,500.0,
burnham_polnli_entailment,e5,1000,0.0,0.6306306306306306,0.672,1000.0,
burnham_polnli_entailment,e5,1000,1.0,0.6453089244851259,0.69,1000.0,
burnham_polnli_entailment,e5,1000,2.0,0.6752688172043011,0.698,1000.0,
burnham_polnli_entailment,e5,1000,3.0,0.6353467561521253,0.674,1000.0,
burnham_polnli_entailment,e5,1000,4.0,0.6426966292134831,0.682,1000.0,
burnham_polnli_entailment,e5,2000,0.0,0.6831460674157304,0.718,2000.0,
burnham_polnli_entailment,e5,2000,1.0,0.6948775055679287,0.726,2000.0,
burnham_polnli_entailment,e5,2000,2.0,0.691415313225058,0.734,2000.0,
burnham_polnli_entailment,e5,2000,3.0,0.6784922394678492,0.71,2000.0,
burnham_polnli_entailment,e5,2000,4.0,0.6741573033707865,0.71,2000.0,
theocharis_dynamics_incivility,e5,50,0.0,0.5589041095890411,0.678,50.0,
theocharis_dynamics_incivility,e5,50,1.0,0.2268041237113402,0.7,50.0,
theocharis_dynamics_incivility,e5,50,2.0,0.4743083003952569,0.734,50.0,
theocharis_dynamics_incivility,e5,50,3.0,0.49572649572649574,0.764,50.0,
theocharis_dynamics_incivility,e5,50,4.0,0.5182724252491694,0.71,50.0,
theocharis_dynamics_incivility,e5,100,0.0,0.5488721804511278,0.76,100.0,
theocharis_dynamics_incivility,e5,100,1.0,0.6557377049180327,0.79,100.0,
theocharis_dynamics_incivility,e5,100,2.0,0.5255972696245734,0.722,100.0,
theocharis_dynamics_incivility,e5,100,3.0,0.5362318840579711,0.744,100.0,
theocharis_dynamics_incivility,e5,100,4.0,0.5530546623794212,0.722,100.0,
theocharis_dynamics_incivility,e5,250,0.0,0.5906040268456376,0.756,250.0,
theocharis_dynamics_incivility,e5,250,1.0,0.5903614457831325,0.728,250.0,
theocharis_dynamics_incivility,e5,250,2.0,0.6227544910179641,0.748,250.0,
theocharis_dynamics_incivility,e5,250,3.0,0.6495176848874598,0.782,250.0,
theocharis_dynamics_incivility,e5,250,4.0,0.6319218241042345,0.774,250.0,
theocharis_dynamics_incivility,e5,500,0.0,0.6666666666666666,0.778,500.0,
theocharis_dynamics_incivility,e5,500,1.0,0.6489675516224189,0.762,500.0,
theocharis_dynamics_incivility,e5,500,2.0,0.6378737541528239,0.782,500.0,
theocharis_dynamics_incivility,e5,500,3.0,0.6392961876832844,0.754,500.0,
theocharis_dynamics_incivility,e5,500,4.0,0.6475644699140402,0.754,500.0,
theocharis_dynamics_incivility,e5,1000,0.0,0.6387096774193548,0.776,1000.0,
theocharis_dynamics_incivility,e5,1000,1.0,0.6412698412698413,0.774,1000.0,
theocharis_dynamics_incivility,e5,1000,2.0,0.6542056074766355,0.778,1000.0,
theocharis_dynamics_incivility,e5,1000,3.0,0.6322188449848024,0.758,1000.0,
theocharis_dynamics_incivility,e5,1000,4.0,0.6479750778816199,0.774,1000.0,
theocharis_dynamics_incivility,e5,2000,0.0,0.675,0.792,2000.0,
theocharis_dynamics_incivility,e5,2000,1.0,0.6534090909090909,0.756,2000.0,
theocharis_dynamics_incivility,e5,2000,2.0,0.660436137071651,0.782,2000.0,
theocharis_dynamics_incivility,e5,2000,3.0,0.6808510638297872,0.79,2000.0,
theocharis_dynamics_incivility,e5,2000,4.0,0.6666666666666666,0.782,2000.0,
toxicity_protests_es,e5,50,0.0,0.743859649122807,0.708,50.0,
toxicity_protests_es,e5,50,1.0,0.6532846715328468,0.62,50.0,
toxicity_protests_es,e5,50,2.0,0.7220447284345048,0.652,50.0,
toxicity_protests_es,e5,50,3.0,0.7208121827411168,0.67,50.0,
toxicity_protests_es,e5,50,4.0,0.734982332155477,0.7,50.0,
toxicity_protests_es,e5,100,0.0,0.7362637362637363,0.712,100.0,
toxicity_protests_es,e5,100,1.0,0.7103174603174603,0.708,100.0,
toxicity_protests_es,e5,100,2.0,0.7269303201506592,0.71,100.0,
toxicity_protests_es,e5,100,3.0,0.7773972602739726,0.74,100.0,
toxicity_protests_es,e5,100,4.0,0.7413127413127413,0.732,100.0,
toxicity_protests_es,e5,250,0.0,0.8235294117647058,0.808,250.0,
toxicity_protests_es,e5,250,1.0,0.8045112781954887,0.792,250.0,
toxicity_protests_es,e5,250,2.0,0.8138686131386861,0.796,250.0,
toxicity_protests_es,e5,250,3.0,0.8274582560296846,0.814,250.0,
toxicity_protests_es,e5,250,4.0,0.8291746641074856,0.822,250.0,
toxicity_protests_es,e5,500,,,,,remainder smaller than requested size
toxicity_protests_es,e5,1000,,,,,remainder smaller than requested size
toxicity_protests_es,e5,2000,,,,,remainder smaller than requested size
brandt_gtd_attack_type,e5,50,0.0,0.4035813862543283,0.624,50.0,
brandt_gtd_attack_type,e5,50,1.0,0.4253513435629295,0.616,50.0,
brandt_gtd_attack_type,e5,50,2.0,0.40857688657969893,0.658,50.0,
brandt_gtd_attack_type,e5,50,3.0,0.3767623355764569,0.586,50.0,
brandt_gtd_attack_type,e5,50,4.0,0.44974723718561677,0.63,50.0,
brandt_gtd_attack_type,e5,100,0.0,0.4394012822003241,0.646,100.0,
brandt_gtd_attack_type,e5,100,1.0,0.38303098978748645,0.658,100.0,
brandt_gtd_attack_type,e5,100,2.0,0.41033112997913435,0.694,100.0,
brandt_gtd_attack_type,e5,100,3.0,0.4203428071480607,0.72,100.0,
brandt_gtd_attack_type,e5,100,4.0,0.3988469301726487,0.678,100.0,
brandt_gtd_attack_type,e5,250,0.0,0.4905698950195755,0.774,250.0,
brandt_gtd_attack_type,e5,250,1.0,0.45386498287991167,0.734,250.0,
brandt_gtd_attack_type,e5,250,2.0,0.47434431326352466,0.758,250.0,
brandt_gtd_attack_type,e5,250,3.0,0.46131155738348883,0.742,250.0,
brandt_gtd_attack_type,e5,250,4.0,0.4804509105108317,0.66,250.0,
brandt_gtd_attack_type,e5,500,0.0,0.5486612084511385,0.784,500.0,
brandt_gtd_attack_type,e5,500,1.0,0.5854731971344851,0.778,500.0,
brandt_gtd_attack_type,e5,500,2.0,0.5096016308140434,0.77,500.0,
brandt_gtd_attack_type,e5,500,3.0,0.5830724995568393,0.76,500.0,
brandt_gtd_attack_type,e5,500,4.0,0.5052058936818974,0.794,500.0,
brandt_gtd_attack_type,e5,1000,0.0,0.5910182041157184,0.792,1000.0,
brandt_gtd_attack_type,e5,1000,1.0,0.6080025792263368,0.794,1000.0,
brandt_gtd_attack_type,e5,1000,2.0,0.6357209241691688,0.822,1000.0,
brandt_gtd_attack_type,e5,1000,3.0,0.60775850152391,0.788,1000.0,
brandt_gtd_attack_type,e5,1000,4.0,0.5549267323053172,0.794,1000.0,
brandt_gtd_attack_type,e5,2000,0.0,0.6417087613992021,0.814,2000.0,
brandt_gtd_attack_type,e5,2000,1.0,0.651023035991759,0.81,2000.0,
brandt_gtd_attack_type,e5,2000,2.0,0.6454811750497655,0.81,2000.0,
brandt_gtd_attack_type,e5,2000,3.0,0.6707573112150613,0.81,2000.0,
brandt_gtd_attack_type,e5,2000,4.0,0.6489781968126093,0.824,2000.0,
haunss_papea_claims,e5,50,0.0,0.14596023157545812,0.226,50.0,
haunss_papea_claims,e5,50,1.0,0.11726302757355496,0.146,50.0,
haunss_papea_claims,e5,50,2.0,0.15462307808823963,0.232,50.0,
haunss_papea_claims,e5,50,3.0,0.1585563247119193,0.216,50.0,
haunss_papea_claims,e5,50,4.0,0.12255673659551299,0.166,50.0,
haunss_papea_claims,e5,100,0.0,0.24211947994645394,0.458,100.0,
haunss_papea_claims,e5,100,1.0,0.2676032501959423,0.476,100.0,
haunss_papea_claims,e5,100,2.0,0.21631758104648435,0.386,100.0,
haunss_papea_claims,e5,100,3.0,0.23512358030222888,0.446,100.0,
haunss_papea_claims,e5,100,4.0,0.1558224626096217,0.19,100.0,
haunss_papea_claims,e5,250,0.0,0.35936602684306745,0.55,250.0,
haunss_papea_claims,e5,250,1.0,0.3269237506190026,0.524,250.0,
haunss_papea_claims,e5,250,2.0,0.34708528650265613,0.566,250.0,
haunss_papea_claims,e5,250,3.0,0.3198787765069363,0.56,250.0,
haunss_papea_claims,e5,250,4.0,0.3553650367226423,0.57,250.0,
haunss_papea_claims,e5,500,0.0,0.3379120271471111,0.566,500.0,
haunss_papea_claims,e5,500,1.0,0.35641208549328635,0.596,500.0,
haunss_papea_claims,e5,500,2.0,0.40650555009445427,0.606,500.0,
haunss_papea_claims,e5,500,3.0,0.33313039698751823,0.59,500.0,
haunss_papea_claims,e5,500,4.0,0.402646168211008,0.586,500.0,
haunss_papea_claims,e5,1000,0.0,0.4650764842296952,0.634,1000.0,
haunss_papea_claims,e5,1000,1.0,0.4441818718652836,0.638,1000.0,
haunss_papea_claims,e5,1000,2.0,0.45586011283275213,0.654,1000.0,
haunss_papea_claims,e5,1000,3.0,0.4375610416493391,0.64,1000.0,
haunss_papea_claims,e5,1000,4.0,0.45939498325108574,0.646,1000.0,
haunss_papea_claims,e5,2000,0.0,0.47428445896462146,0.652,2000.0,
haunss_papea_claims,e5,2000,1.0,0.5018803091537459,0.664,2000.0,
haunss_papea_claims,e5,2000,2.0,0.5038938913283174,0.678,2000.0,
haunss_papea_claims,e5,2000,3.0,0.4741562231609412,0.654,2000.0,
haunss_papea_claims,e5,2000,4.0,0.5126052057358006,0.676,2000.0,
twitcivility_impoliteness,e5,50,0.0,0.3285024154589372,0.722,50.0,
twitcivility_impoliteness,e5,50,1.0,0.3769633507853403,0.762,50.0,
twitcivility_impoliteness,e5,50,2.0,0.4583333333333333,0.792,50.0,
twitcivility_impoliteness,e5,50,3.0,0.45217391304347826,0.622,50.0,
twitcivility_impoliteness,e5,50,4.0,0.4596774193548387,0.732,50.0,
twitcivility_impoliteness,e5,100,0.0,0.45248868778280543,0.758,100.0,
twitcivility_impoliteness,e5,100,1.0,0.46616541353383456,0.716,100.0,
twitcivility_impoliteness,e5,100,2.0,0.4782608695652174,0.76,100.0,
twitcivility_impoliteness,e5,100,3.0,0.4075829383886256,0.75,100.0,
twitcivility_impoliteness,e5,100,4.0,0.4566929133858268,0.724,100.0,
twitcivility_impoliteness,e5,250,0.0,0.5067567567567568,0.708,250.0,
twitcivility_impoliteness,e5,250,1.0,0.5663082437275986,0.758,250.0,
twitcivility_impoliteness,e5,250,2.0,0.49624060150375937,0.732,250.0,
twitcivility_impoliteness,e5,250,3.0,0.5480427046263345,0.746,250.0,
twitcivility_impoliteness,e5,250,4.0,0.5413533834586466,0.756,250.0,
twitcivility_impoliteness,e5,500,0.0,0.5017667844522968,0.718,500.0,
twitcivility_impoliteness,e5,500,1.0,0.5362318840579711,0.744,500.0,
twitcivility_impoliteness,e5,500,2.0,0.5650557620817844,0.766,500.0,
twitcivility_impoliteness,e5,500,3.0,0.5298507462686567,0.748,500.0,
twitcivility_impoliteness,e5,500,4.0,0.5399239543726235,0.758,500.0,
twitcivility_impoliteness,e5,1000,0.0,0.5797101449275363,0.768,1000.0,
twitcivility_impoliteness,e5,1000,1.0,0.558303886925795,0.75,1000.0,
twitcivility_impoliteness,e5,1000,2.0,0.5591397849462365,0.754,1000.0,
twitcivility_impoliteness,e5,1000,3.0,0.5641025641025641,0.762,1000.0,
twitcivility_impoliteness,e5,1000,4.0,0.5703422053231939,0.774,1000.0,
twitcivility_impoliteness,e5,2000,0.0,0.5622775800711743,0.754,2000.0,
twitcivility_impoliteness,e5,2000,1.0,0.5850340136054422,0.756,2000.0,
twitcivility_impoliteness,e5,2000,2.0,0.5815602836879432,0.764,2000.0,
twitcivility_impoliteness,e5,2000,3.0,0.5923344947735192,0.766,2000.0,
twitcivility_impoliteness,e5,2000,4.0,0.5949820788530465,0.774,2000.0,
bestvater_wm_stance,e5,50,0.0,0.9216374269005848,0.866,50.0,
bestvater_wm_stance,e5,50,1.0,0.9125138427464009,0.842,50.0,
bestvater_wm_stance,e5,50,2.0,0.9267734553775744,0.872,50.0,
bestvater_wm_stance,e5,50,3.0,0.9210526315789473,0.856,50.0,
bestvater_wm_stance,e5,50,4.0,0.9077490774907749,0.85,50.0,
bestvater_wm_stance,e5,100,0.0,0.9384436701509872,0.894,100.0,
bestvater_wm_stance,e5,100,1.0,0.9099876695437731,0.854,100.0,
bestvater_wm_stance,e5,100,2.0,0.8830188679245283,0.814,100.0,
bestvater_wm_stance,e5,100,3.0,0.905940594059406,0.848,100.0,
bestvater_wm_stance,e5,100,4.0,0.8954489544895449,0.83,100.0,
bestvater_wm_stance,e5,250,0.0,0.8975979772439949,0.838,250.0,
bestvater_wm_stance,e5,250,1.0,0.9099756690997567,0.852,250.0,
bestvater_wm_stance,e5,250,2.0,0.9193154034229829,0.868,250.0,
bestvater_wm_stance,e5,250,3.0,0.9247572815533981,0.876,250.0,
bestvater_wm_stance,e5,250,4.0,0.9011264080100125,0.842,250.0,
bestvater_wm_stance,e5,500,0.0,0.9253365973072215,0.878,500.0,
bestvater_wm_stance,e5,500,1.0,0.9057071960297767,0.848,500.0,
bestvater_wm_stance,e5,500,2.0,0.916256157635468,0.864,500.0,
bestvater_wm_stance,e5,500,3.0,0.9181929181929182,0.866,500.0,
bestvater_wm_stance,e5,500,4.0,0.9183922046285018,0.866,500.0,
bestvater_wm_stance,e5,1000,0.0,0.9166666666666666,0.864,1000.0,
bestvater_wm_stance,e5,1000,1.0,0.9175891758917589,0.866,1000.0,
bestvater_wm_stance,e5,1000,2.0,0.9175891758917589,0.866,1000.0,
bestvater_wm_stance,e5,1000,3.0,0.909541511771995,0.854,1000.0,
bestvater_wm_stance,e5,1000,4.0,0.91,0.856,1000.0,
bestvater_wm_stance,e5,2000,0.0,0.9198520345252774,0.87,2000.0,
bestvater_wm_stance,e5,2000,1.0,0.9147095179233622,0.862,2000.0,
bestvater_wm_stance,e5,2000,2.0,0.9177914110429448,0.866,2000.0,
bestvater_wm_stance,e5,2000,3.0,0.9147095179233622,0.862,2000.0,
bestvater_wm_stance,e5,2000,4.0,0.9120198265179678,0.858,2000.0,
erlich_ati_topics,e5,50,0.0,0.32091648933343375,0.21,50.0,
erlich_ati_topics,e5,50,1.0,0.3137539226414892,0.244,50.0,
erlich_ati_topics,e5,50,2.0,0.3635392776926186,0.238,50.0,
erlich_ati_topics,e5,50,3.0,0.33910448307657337,0.198,50.0,
erlich_ati_topics,e5,50,4.0,0.3587334018514527,0.25,50.0,
erlich_ati_topics,e5,100,0.0,0.43400850527303614,0.26,100.0,
erlich_ati_topics,e5,100,1.0,0.41121538664286145,0.328,100.0,
erlich_ati_topics,e5,100,2.0,0.4115664272804319,0.298,100.0,
erlich_ati_topics,e5,100,3.0,0.43016841639071757,0.254,100.0,
erlich_ati_topics,e5,100,4.0,0.39672374521972176,0.268,100.0,
erlich_ati_topics,e5,250,0.0,0.48874265793959765,0.31,250.0,
erlich_ati_topics,e5,250,1.0,0.4875394972355367,0.288,250.0,
erlich_ati_topics,e5,250,2.0,0.4984814363638666,0.326,250.0,
erlich_ati_topics,e5,250,3.0,0.4900367055641806,0.238,250.0,
erlich_ati_topics,e5,250,4.0,0.49380531910861575,0.28,250.0,
erlich_ati_topics,e5,500,0.0,0.5100973184986366,0.31,500.0,
erlich_ati_topics,e5,500,1.0,0.5058031790560652,0.304,500.0,
erlich_ati_topics,e5,500,2.0,0.5136752362273503,0.276,500.0,
erlich_ati_topics,e5,500,3.0,0.518196277808454,0.306,500.0,
erlich_ati_topics,e5,500,4.0,0.5201426934575321,0.288,500.0,
erlich_ati_topics,e5,1000,0.0,0.565742620815539,0.33,1000.0,
erlich_ati_topics,e5,1000,1.0,0.5431497962316625,0.314,1000.0,
erlich_ati_topics,e5,1000,2.0,0.5382888169448108,0.294,1000.0,
erlich_ati_topics,e5,1000,3.0,0.5709416018646213,0.304,1000.0,
erlich_ati_topics,e5,1000,4.0,0.5588465952014857,0.312,1000.0,
erlich_ati_topics,e5,2000,0.0,0.568726946501244,0.308,2000.0,
erlich_ati_topics,e5,2000,1.0,0.5507045508102649,0.254,2000.0,
erlich_ati_topics,e5,2000,2.0,0.576117234884033,0.306,2000.0,
erlich_ati_topics,e5,2000,3.0,0.567611025801989,0.27,2000.0,
erlich_ati_topics,e5,2000,4.0,0.5508332908967158,0.264,2000.0,
burnham_polnli_event_entailment,e5,50,0.0,0.6519524617996605,0.59,50.0,
burnham_polnli_event_entailment,e5,50,1.0,0.6680584551148225,0.682,50.0,
burnham_polnli_event_entailment,e5,50,2.0,0.6914893617021277,0.652,50.0,
burnham_polnli_event_entailment,e5,50,3.0,0.645045045045045,0.606,50.0,
burnham_polnli_event_entailment,e5,50,4.0,0.625,0.604,50.0,
burnham_polnli_event_entailment,e5,100,0.0,0.7700534759358288,0.742,100.0,
burnham_polnli_event_entailment,e5,100,1.0,0.7428571428571429,0.73,100.0,
burnham_polnli_event_entailment,e5,100,2.0,0.7786259541984732,0.768,100.0,
burnham_polnli_event_entailment,e5,100,3.0,0.7003891050583657,0.692,100.0,
burnham_polnli_event_entailment,e5,100,4.0,0.7410207939508506,0.726,100.0,
burnham_polnli_event_entailment,e5,250,0.0,0.8164794007490637,0.804,250.0,
burnham_polnli_event_entailment,e5,250,1.0,0.8233151183970856,0.806,250.0,
burnham_polnli_event_entailment,e5,250,2.0,0.8098859315589354,0.8,250.0,
burnham_polnli_event_entailment,e5,250,3.0,0.8206106870229007,0.812,250.0,
burnham_polnli_event_entailment,e5,250,4.0,0.8021978021978022,0.784,250.0,
burnham_polnli_event_entailment,e5,500,0.0,0.862453531598513,0.852,500.0,
burnham_polnli_event_entailment,e5,500,1.0,0.8554913294797688,0.85,500.0,
burnham_polnli_event_entailment,e5,500,2.0,0.8603351955307262,0.85,500.0,
burnham_polnli_event_entailment,e5,500,3.0,0.8532818532818532,0.848,500.0,
burnham_polnli_event_entailment,e5,500,4.0,0.8423076923076923,0.836,500.0,
burnham_polnli_event_entailment,e5,1000,0.0,0.8872180451127819,0.88,1000.0,
burnham_polnli_event_entailment,e5,1000,1.0,0.8818011257035647,0.874,1000.0,
burnham_polnli_event_entailment,e5,1000,2.0,0.888468809073724,0.882,1000.0,
burnham_polnli_event_entailment,e5,1000,3.0,0.8863636363636364,0.88,1000.0,
burnham_polnli_event_entailment,e5,1000,4.0,0.8778625954198473,0.872,1000.0,
burnham_polnli_event_entailment,e5,2000,0.0,0.8977272727272727,0.892,2000.0,
burnham_polnli_event_entailment,e5,2000,1.0,0.8905660377358491,0.884,2000.0,
burnham_polnli_event_entailment,e5,2000,2.0,0.8981132075471698,0.892,2000.0,
burnham_polnli_event_entailment,e5,2000,3.0,0.8977272727272727,0.892,2000.0,
burnham_polnli_event_entailment,e5,2000,4.0,0.8947368421052632,0.888,2000.0,
burnham_trump_stance,e5,50,0.0,0.4285636480178239,0.496,50.0,
burnham_trump_stance,e5,50,1.0,0.44203466119439616,0.504,50.0,
burnham_trump_stance,e5,50,2.0,0.4118783948637035,0.446,50.0,
burnham_trump_stance,e5,50,3.0,0.39649687356669067,0.42,50.0,
burnham_trump_stance,e5,50,4.0,0.41102786118831336,0.452,50.0,
burnham_trump_stance,e5,100,0.0,0.503884875587662,0.542,100.0,
burnham_trump_stance,e5,100,1.0,0.4941570301451934,0.51,100.0,
burnham_trump_stance,e5,100,2.0,0.42811499486385013,0.46,100.0,
burnham_trump_stance,e5,100,3.0,0.4697644556799487,0.494,100.0,
burnham_trump_stance,e5,100,4.0,0.42164381493697417,0.466,100.0,
burnham_trump_stance,e5,250,0.0,0.48896645344524475,0.518,250.0,
burnham_trump_stance,e5,250,1.0,0.5686492054416582,0.586,250.0,
burnham_trump_stance,e5,250,2.0,0.5453029527223076,0.56,250.0,
burnham_trump_stance,e5,250,3.0,0.5679581842517166,0.592,250.0,
burnham_trump_stance,e5,250,4.0,0.5271974615758882,0.55,250.0,
burnham_trump_stance,e5,500,0.0,0.5966442459129402,0.616,500.0,
burnham_trump_stance,e5,500,1.0,0.5683083722189867,0.592,500.0,
burnham_trump_stance,e5,500,2.0,0.5971509729097857,0.612,500.0,
burnham_trump_stance,e5,500,3.0,0.5918400283507513,0.598,500.0,
burnham_trump_stance,e5,500,4.0,0.5639563127231217,0.576,500.0,
burnham_trump_stance,e5,1000,0.0,0.5894740322225841,0.604,1000.0,
burnham_trump_stance,e5,1000,1.0,0.596109211212656,0.604,1000.0,
burnham_trump_stance,e5,1000,2.0,0.5766104519968779,0.594,1000.0,
burnham_trump_stance,e5,1000,3.0,0.5937480976587122,0.608,1000.0,
burnham_trump_stance,e5,1000,4.0,0.6141187671027555,0.628,1000.0,
burnham_trump_stance,e5,2000,0.0,0.6233502288394238,0.64,2000.0,
burnham_trump_stance,e5,2000,1.0,0.6159080010605065,0.624,2000.0,
burnham_trump_stance,e5,2000,2.0,0.5996710621268856,0.614,2000.0,
burnham_trump_stance,e5,2000,3.0,0.5908085047269586,0.604,2000.0,
burnham_trump_stance,e5,2000,4.0,0.6098800011888971,0.624,2000.0,
dicocco_manifesto_populism,e5,50,0.0,0.0,0.918,50.0,
dicocco_manifesto_populism,e5,50,1.0,0.21428571428571427,0.868,50.0,
dicocco_manifesto_populism,e5,50,2.0,0.0,0.918,50.0,
dicocco_manifesto_populism,e5,50,3.0,0.25,0.904,50.0,
dicocco_manifesto_populism,e5,50,4.0,0.12698412698412698,0.89,50.0,
dicocco_manifesto_populism,e5,100,0.0,0.26506024096385544,0.878,100.0,
dicocco_manifesto_populism,e5,100,1.0,0.3181818181818182,0.88,100.0,
dicocco_manifesto_populism,e5,100,2.0,0.12,0.912,100.0,
dicocco_manifesto_populism,e5,100,3.0,0.3188405797101449,0.906,100.0,
dicocco_manifesto_populism,e5,100,4.0,0.2912621359223301,0.854,100.0,
dicocco_manifesto_populism,e5,250,0.0,0.3333333333333333,0.84,250.0,
dicocco_manifesto_populism,e5,250,1.0,0.2900763358778626,0.814,250.0,
dicocco_manifesto_populism,e5,250,2.0,0.43478260869565216,0.87,250.0,
dicocco_manifesto_populism,e5,250,3.0,0.19444444444444445,0.884,250.0,
dicocco_manifesto_populism,e5,250,4.0,0.3218390804597701,0.882,250.0,
dicocco_manifesto_populism,e5,500,0.0,0.43333333333333335,0.864,500.0,
dicocco_manifesto_populism,e5,500,1.0,0.5040650406504065,0.878,500.0,
dicocco_manifesto_populism,e5,500,2.0,0.3853211009174312,0.866,500.0,
dicocco_manifesto_populism,e5,500,3.0,0.4482758620689655,0.872,500.0,
dicocco_manifesto_populism,e5,500,4.0,0.40350877192982454,0.864,500.0,
dicocco_manifesto_populism,e5,1000,0.0,0.48,0.87,1000.0,
dicocco_manifesto_populism,e5,1000,1.0,0.4716981132075472,0.888,1000.0,
dicocco_manifesto_populism,e5,1000,2.0,0.4411764705882353,0.848,1000.0,
dicocco_manifesto_populism,e5,1000,3.0,0.43478260869565216,0.87,1000.0,
dicocco_manifesto_populism,e5,1000,4.0,0.44776119402985076,0.852,1000.0,
dicocco_manifesto_populism,e5,2000,0.0,0.49612403100775193,0.87,2000.0,
dicocco_manifesto_populism,e5,2000,1.0,0.48175182481751827,0.858,2000.0,
dicocco_manifesto_populism,e5,2000,2.0,0.4647887323943662,0.848,2000.0,
dicocco_manifesto_populism,e5,2000,3.0,0.45925925925925926,0.854,2000.0,
dicocco_manifesto_populism,e5,2000,4.0,0.45925925925925926,0.854,2000.0,
bestvater_kavanaugh_stance,e5,50,0.0,0.7422303473491774,0.718,50.0,
bestvater_kavanaugh_stance,e5,50,1.0,0.8154093097913323,0.77,50.0,
bestvater_kavanaugh_stance,e5,50,2.0,0.7177570093457943,0.698,50.0,
bestvater_kavanaugh_stance,e5,50,3.0,0.7870036101083032,0.764,50.0,
bestvater_kavanaugh_stance,e5,50,4.0,0.7515151515151515,0.754,50.0,
bestvater_kavanaugh_stance,e5,100,0.0,0.7920433996383364,0.77,100.0,
bestvater_kavanaugh_stance,e5,100,1.0,0.8014981273408239,0.788,100.0,
bestvater_kavanaugh_stance,e5,100,2.0,0.7970204841713222,0.782,100.0,
bestvater_kavanaugh_stance,e5,100,3.0,0.8272251308900523,0.802,100.0,
bestvater_kavanaugh_stance,e5,100,4.0,0.8287671232876712,0.8,100.0,
bestvater_kavanaugh_stance,e5,250,0.0,0.8566176470588235,0.844,250.0,
bestvater_kavanaugh_stance,e5,250,1.0,0.8519195612431444,0.838,250.0,
