task,method,n_train,seed,headline_f1,accuracy,n_train_actual,note
douglass_icbe_sentence_event_type,qwen3,1000,3.0,0.5415675326846615,0.57,1000.0,
douglass_icbe_sentence_event_type,qwen3,1000,4.0,0.5027674346971505,0.554,1000.0,
douglass_icbe_sentence_event_type,qwen3,2000,0.0,0.5717387381484765,0.616,2000.0,
douglass_icbe_sentence_event_type,qwen3,2000,1.0,0.5741525839667994,0.612,2000.0,
douglass_icbe_sentence_event_type,qwen3,2000,2.0,0.5633805812247691,0.59,2000.0,
douglass_icbe_sentence_event_type,qwen3,2000,3.0,0.5632587592859548,0.6,2000.0,
douglass_icbe_sentence_event_type,qwen3,2000,4.0,0.5572130421180078,0.598,2000.0,
muller_fujimura_campaign_policy_area,qwen3,50,0.0,0.44986536223926127,0.456,50.0,
muller_fujimura_campaign_policy_area,qwen3,50,1.0,0.42789296884532724,0.492,50.0,
muller_fujimura_campaign_policy_area,qwen3,50,2.0,0.4664178733422861,0.554,50.0,
muller_fujimura_campaign_policy_area,qwen3,50,3.0,0.4217022866121576,0.506,50.0,
muller_fujimura_campaign_policy_area,qwen3,50,4.0,0.4289824751952633,0.532,50.0,
muller_fujimura_campaign_policy_area,qwen3,100,0.0,0.5770008288692002,0.648,100.0,
muller_fujimura_campaign_policy_area,qwen3,100,1.0,0.5408640663081493,0.636,100.0,
muller_fujimura_campaign_policy_area,qwen3,100,2.0,0.5612266438830728,0.646,100.0,
muller_fujimura_campaign_policy_area,qwen3,100,3.0,0.5296599113250731,0.652,100.0,
muller_fujimura_campaign_policy_area,qwen3,100,4.0,0.5539817303434302,0.622,100.0,
muller_fujimura_campaign_policy_area,qwen3,250,0.0,0.641453553501239,0.718,250.0,
muller_fujimura_campaign_policy_area,qwen3,250,1.0,0.642189006387678,0.702,250.0,
muller_fujimura_campaign_policy_area,qwen3,250,2.0,0.7150741610419091,0.77,250.0,
muller_fujimura_campaign_policy_area,qwen3,250,3.0,0.6714196707851828,0.748,250.0,
muller_fujimura_campaign_policy_area,qwen3,250,4.0,0.685295893591232,0.748,250.0,
muller_fujimura_campaign_policy_area,qwen3,500,0.0,0.7212637671745957,0.758,500.0,
muller_fujimura_campaign_policy_area,qwen3,500,1.0,0.7103932084107769,0.764,500.0,
muller_fujimura_campaign_policy_area,qwen3,500,2.0,0.6904207771292322,0.756,500.0,
muller_fujimura_campaign_policy_area,qwen3,500,3.0,0.6676761201089625,0.744,500.0,
muller_fujimura_campaign_policy_area,qwen3,500,4.0,0.6661733051961977,0.742,500.0,
muller_fujimura_campaign_policy_area,qwen3,1000,0.0,0.7395546533652914,0.782,1000.0,
muller_fujimura_campaign_policy_area,qwen3,1000,1.0,0.7553031108117888,0.802,1000.0,
muller_fujimura_campaign_policy_area,qwen3,1000,2.0,0.7338017389812718,0.778,1000.0,
muller_fujimura_campaign_policy_area,qwen3,1000,3.0,0.7733991543160545,0.804,1000.0,
muller_fujimura_campaign_policy_area,qwen3,1000,4.0,0.7469523755274454,0.792,1000.0,
muller_fujimura_campaign_policy_area,qwen3,2000,0.0,0.7789755922608989,0.802,2000.0,
muller_fujimura_campaign_policy_area,qwen3,2000,1.0,0.7729053763274812,0.798,2000.0,
muller_fujimura_campaign_policy_area,qwen3,2000,2.0,0.7800084755990814,0.81,2000.0,
muller_fujimura_campaign_policy_area,qwen3,2000,3.0,0.7623765957656543,0.796,2000.0,
muller_fujimura_campaign_policy_area,qwen3,2000,4.0,0.7776463226717207,0.806,2000.0,
burnham_polnli_entailment,qwen3,50,0.0,0.7068062827225131,0.776,50.0,
burnham_polnli_entailment,qwen3,50,1.0,0.680628272251309,0.756,50.0,
burnham_polnli_entailment,qwen3,50,2.0,0.8190045248868778,0.84,50.0,
burnham_polnli_entailment,qwen3,50,3.0,0.7581047381546134,0.806,50.0,
burnham_polnli_entailment,qwen3,50,4.0,0.7479224376731302,0.818,50.0,
burnham_polnli_entailment,qwen3,100,0.0,0.783068783068783,0.836,100.0,
burnham_polnli_entailment,qwen3,100,1.0,0.8123620309050773,0.83,100.0,
burnham_polnli_entailment,qwen3,100,2.0,0.8665105386416861,0.886,100.0,
burnham_polnli_entailment,qwen3,100,3.0,0.7959697732997482,0.838,100.0,
burnham_polnli_entailment,qwen3,100,4.0,0.7804878048780488,0.838,100.0,
burnham_polnli_entailment,qwen3,250,0.0,0.8365384615384616,0.864,250.0,
burnham_polnli_entailment,qwen3,250,1.0,0.8578199052132701,0.88,250.0,
burnham_polnli_entailment,qwen3,250,2.0,0.8504672897196262,0.872,250.0,
burnham_polnli_entailment,qwen3,250,3.0,0.8426150121065376,0.87,250.0,
burnham_polnli_entailment,qwen3,250,4.0,0.8309859154929577,0.856,250.0,
burnham_polnli_entailment,qwen3,500,0.0,0.847457627118644,0.874,500.0,
burnham_polnli_entailment,qwen3,500,1.0,0.8470588235294118,0.87,500.0,
burnham_polnli_entailment,qwen3,500,2.0,0.8584905660377359,0.88,500.0,
burnham_polnli_entailment,qwen3,500,3.0,0.8578088578088578,0.878,500.0,
burnham_polnli_entailment,qwen3,500,4.0,0.8564593301435407,0.88,500.0,
burnham_polnli_entailment,qwen3,1000,0.0,0.8687350835322196,0.89,1000.0,
burnham_polnli_entailment,qwen3,1000,1.0,0.8710462287104623,0.894,1000.0,
burnham_polnli_entailment,qwen3,1000,2.0,0.84688995215311,0.872,1000.0,
burnham_polnli_entailment,qwen3,1000,3.0,0.875,0.896,1000.0,
burnham_polnli_entailment,qwen3,1000,4.0,0.8578313253012049,0.882,1000.0,
burnham_polnli_entailment,qwen3,2000,0.0,0.8813559322033898,0.902,2000.0,
burnham_polnli_entailment,qwen3,2000,1.0,0.8767772511848341,0.896,2000.0,
burnham_polnli_entailment,qwen3,2000,2.0,0.8674698795180723,0.89,2000.0,
burnham_polnli_entailment,qwen3,2000,3.0,0.8699763593380615,0.89,2000.0,
burnham_polnli_entailment,qwen3,2000,4.0,0.8584905660377359,0.88,2000.0,
theocharis_dynamics_incivility,qwen3,50,0.0,0.5865102639296188,0.718,50.0,
theocharis_dynamics_incivility,qwen3,50,1.0,0.2033898305084746,0.718,50.0,
theocharis_dynamics_incivility,qwen3,50,2.0,0.5977011494252874,0.79,50.0,
theocharis_dynamics_incivility,qwen3,50,3.0,0.6030534351145038,0.792,50.0,
theocharis_dynamics_incivility,qwen3,50,4.0,0.5231788079470199,0.712,50.0,
theocharis_dynamics_incivility,qwen3,100,0.0,0.5891472868217055,0.788,100.0,
theocharis_dynamics_incivility,qwen3,100,1.0,0.6081081081081081,0.768,100.0,
theocharis_dynamics_incivility,qwen3,100,2.0,0.6158940397350994,0.768,100.0,
theocharis_dynamics_incivility,qwen3,100,3.0,0.6170212765957447,0.784,100.0,
theocharis_dynamics_incivility,qwen3,100,4.0,0.6109324758842444,0.758,100.0,
theocharis_dynamics_incivility,qwen3,250,0.0,0.6225165562913907,0.772,250.0,
theocharis_dynamics_incivility,qwen3,250,1.0,0.6032786885245902,0.758,250.0,
theocharis_dynamics_incivility,qwen3,250,2.0,0.6178343949044586,0.76,250.0,
theocharis_dynamics_incivility,qwen3,250,3.0,0.62,0.772,250.0,
theocharis_dynamics_incivility,qwen3,250,4.0,0.6035087719298246,0.774,250.0,
theocharis_dynamics_incivility,qwen3,500,0.0,0.6325878594249201,0.77,500.0,
theocharis_dynamics_incivility,qwen3,500,1.0,0.6479750778816199,0.774,500.0,
theocharis_dynamics_incivility,qwen3,500,2.0,0.6137931034482759,0.776,500.0,
theocharis_dynamics_incivility,qwen3,500,3.0,0.593103448275862,0.764,500.0,
theocharis_dynamics_incivility,qwen3,500,4.0,0.6645367412140575,0.79,500.0,
theocharis_dynamics_incivility,qwen3,1000,0.0,0.5913621262458472,0.754,1000.0,
theocharis_dynamics_incivility,qwen3,1000,1.0,0.6261980830670927,0.766,1000.0,
theocharis_dynamics_incivility,qwen3,1000,2.0,0.6226415094339622,0.76,1000.0,
theocharis_dynamics_incivility,qwen3,1000,3.0,0.61198738170347,0.754,1000.0,
theocharis_dynamics_incivility,qwen3,1000,4.0,0.6339869281045751,0.776,1000.0,
theocharis_dynamics_incivility,qwen3,2000,0.0,0.6289308176100629,0.764,2000.0,
theocharis_dynamics_incivility,qwen3,2000,1.0,0.6355140186915887,0.766,2000.0,
theocharis_dynamics_incivility,qwen3,2000,2.0,0.6415094339622641,0.772,2000.0,
theocharis_dynamics_incivility,qwen3,2000,3.0,0.6369426751592356,0.772,2000.0,
theocharis_dynamics_incivility,qwen3,2000,4.0,0.6439628482972136,0.77,2000.0,
toxicity_protests_es,qwen3,50,0.0,0.7610921501706485,0.72,50.0,
toxicity_protests_es,qwen3,50,1.0,0.6998087954110899,0.686,50.0,
toxicity_protests_es,qwen3,50,2.0,0.7378640776699029,0.676,50.0,
toxicity_protests_es,qwen3,50,3.0,0.7568493150684932,0.716,50.0,
toxicity_protests_es,qwen3,50,4.0,0.7457044673539519,0.704,50.0,
toxicity_protests_es,qwen3,100,0.0,0.8088235294117647,0.792,100.0,
toxicity_protests_es,qwen3,100,1.0,0.7827788649706457,0.778,100.0,
toxicity_protests_es,qwen3,100,2.0,0.7589928057553957,0.732,100.0,
toxicity_protests_es,qwen3,100,3.0,0.7977736549165121,0.782,100.0,
toxicity_protests_es,qwen3,100,4.0,0.777988614800759,0.766,100.0,
toxicity_protests_es,qwen3,250,0.0,0.8277153558052435,0.816,250.0,
toxicity_protests_es,qwen3,250,1.0,0.8410852713178295,0.836,250.0,
toxicity_protests_es,qwen3,250,2.0,0.8490566037735849,0.84,250.0,
toxicity_protests_es,qwen3,250,3.0,0.8423005565862709,0.83,250.0,
toxicity_protests_es,qwen3,250,4.0,0.8494208494208494,0.844,250.0,
toxicity_protests_es,qwen3,500,,,,,remainder smaller than requested size
toxicity_protests_es,qwen3,1000,,,,,remainder smaller than requested size
toxicity_protests_es,qwen3,2000,,,,,remainder smaller than requested size
brandt_gtd_attack_type,qwen3,50,0.0,0.35506018349328317,0.648,50.0,
brandt_gtd_attack_type,qwen3,50,1.0,0.40047307116540865,0.646,50.0,
brandt_gtd_attack_type,qwen3,50,2.0,0.38004350428376255,0.672,50.0,
brandt_gtd_attack_type,qwen3,50,3.0,0.38327492607153624,0.624,50.0,
brandt_gtd_attack_type,qwen3,50,4.0,0.3992356389590108,0.642,50.0,
brandt_gtd_attack_type,qwen3,100,0.0,0.46968476665399383,0.68,100.0,
brandt_gtd_attack_type,qwen3,100,1.0,0.3915642367097749,0.688,100.0,
brandt_gtd_attack_type,qwen3,100,2.0,0.4177563388483796,0.718,100.0,
brandt_gtd_attack_type,qwen3,100,3.0,0.41657588035263676,0.738,100.0,
brandt_gtd_attack_type,qwen3,100,4.0,0.4358020494047665,0.712,100.0,
brandt_gtd_attack_type,qwen3,250,0.0,0.4952729081227623,0.776,250.0,
brandt_gtd_attack_type,qwen3,250,1.0,0.46940717360335465,0.752,250.0,
brandt_gtd_attack_type,qwen3,250,2.0,0.4943689683298575,0.784,250.0,
brandt_gtd_attack_type,qwen3,250,3.0,0.4697415023038947,0.748,250.0,
brandt_gtd_attack_type,qwen3,250,4.0,0.4476614339265701,0.658,250.0,
brandt_gtd_attack_type,qwen3,500,0.0,0.5587017883535508,0.756,500.0,
brandt_gtd_attack_type,qwen3,500,1.0,0.5931721688649715,0.808,500.0,
brandt_gtd_attack_type,qwen3,500,2.0,0.5152542927261883,0.732,500.0,
brandt_gtd_attack_type,qwen3,500,3.0,0.5231430842145401,0.784,500.0,
brandt_gtd_attack_type,qwen3,500,4.0,0.5284517310962663,0.822,500.0,
brandt_gtd_attack_type,qwen3,1000,0.0,0.5537084610976483,0.794,1000.0,
brandt_gtd_attack_type,qwen3,1000,1.0,0.6560506391195579,0.824,1000.0,
brandt_gtd_attack_type,qwen3,1000,2.0,0.6768035557615143,0.84,1000.0,
brandt_gtd_attack_type,qwen3,1000,3.0,0.6332351140029614,0.766,1000.0,
brandt_gtd_attack_type,qwen3,1000,4.0,0.6253584938829819,0.836,1000.0,
brandt_gtd_attack_type,qwen3,2000,0.0,0.6769494649999603,0.838,2000.0,
brandt_gtd_attack_type,qwen3,2000,1.0,0.6223811725641677,0.834,2000.0,
brandt_gtd_attack_type,qwen3,2000,2.0,0.7001332022077746,0.83,2000.0,
brandt_gtd_attack_type,qwen3,2000,3.0,0.7082133106617398,0.838,2000.0,
brandt_gtd_attack_type,qwen3,2000,4.0,0.6570571062027026,0.806,2000.0,
haunss_papea_claims,qwen3,50,0.0,0.20032876076702294,0.34,50.0,
haunss_papea_claims,qwen3,50,1.0,0.19077929175696512,0.282,50.0,
haunss_papea_claims,qwen3,50,2.0,0.21545123517226666,0.332,50.0,
haunss_papea_claims,qwen3,50,3.0,0.22128935024019242,0.332,50.0,
haunss_papea_claims,qwen3,50,4.0,0.1910008000808207,0.29,50.0,
haunss_papea_claims,qwen3,100,0.0,0.2951795560066381,0.562,100.0,
haunss_papea_claims,qwen3,100,1.0,0.26173243497582327,0.538,100.0,
haunss_papea_claims,qwen3,100,2.0,0.2352661736118037,0.494,100.0,
haunss_papea_claims,qwen3,100,3.0,0.23043365377719713,0.53,100.0,
haunss_papea_claims,qwen3,100,4.0,0.2609633361354423,0.402,100.0,
haunss_papea_claims,qwen3,250,0.0,0.333413166870868,0.506,250.0,
haunss_papea_claims,qwen3,250,1.0,0.3608563507880692,0.602,250.0,
haunss_papea_claims,qwen3,250,2.0,0.2994688434112154,0.512,250.0,
haunss_papea_claims,qwen3,250,3.0,0.32185021257339225,0.504,250.0,
haunss_papea_claims,qwen3,250,4.0,0.3434178603578775,0.604,250.0,
haunss_papea_claims,qwen3,500,0.0,0.37717331140216975,0.612,500.0,
haunss_papea_claims,qwen3,500,1.0,0.3372985591233591,0.554,500.0,
haunss_papea_claims,qwen3,500,2.0,0.3727246012919431,0.626,500.0,
haunss_papea_claims,qwen3,500,3.0,0.3522218058858976,0.636,500.0,
haunss_papea_claims,qwen3,500,4.0,0.39656060929067594,0.588,500.0,
haunss_papea_claims,qwen3,1000,0.0,0.4015870938976494,0.638,1000.0,
haunss_papea_claims,qwen3,1000,1.0,0.45317619053714797,0.662,1000.0,
haunss_papea_claims,qwen3,1000,2.0,0.45066264477153684,0.678,1000.0,
haunss_papea_claims,qwen3,1000,3.0,0.4073441739818008,0.654,1000.0,
haunss_papea_claims,qwen3,1000,4.0,0.47520997957042405,0.68,1000.0,
haunss_papea_claims,qwen3,2000,0.0,0.4182244927992954,0.658,2000.0,
haunss_papea_claims,qwen3,2000,1.0,0.4944918811768618,0.69,2000.0,
haunss_papea_claims,qwen3,2000,2.0,0.48593953958160657,0.67,2000.0,
haunss_papea_claims,qwen3,2000,3.0,0.4413781654277204,0.674,2000.0,
haunss_papea_claims,qwen3,2000,4.0,0.5057518216020405,0.686,2000.0,
twitcivility_impoliteness,qwen3,50,0.0,0.3876651982378855,0.722,50.0,
twitcivility_impoliteness,qwen3,50,1.0,0.4594594594594595,0.76,50.0,
twitcivility_impoliteness,qwen3,50,2.0,0.49523809523809526,0.788,50.0,
twitcivility_impoliteness,qwen3,50,3.0,0.46794871794871795,0.668,50.0,
twitcivility_impoliteness,qwen3,50,4.0,0.48214285714285715,0.768,50.0,
twitcivility_impoliteness,qwen3,100,0.0,0.45918367346938777,0.788,100.0,
twitcivility_impoliteness,qwen3,100,1.0,0.5258620689655172,0.78,100.0,
twitcivility_impoliteness,qwen3,100,2.0,0.4588744588744589,0.75,100.0,
twitcivility_impoliteness,qwen3,100,3.0,0.44545454545454544,0.756,100.0,
twitcivility_impoliteness,qwen3,100,4.0,0.4899598393574297,0.746,100.0,
twitcivility_impoliteness,qwen3,250,0.0,0.48375451263537905,0.714,250.0,
twitcivility_impoliteness,qwen3,250,1.0,0.5725490196078431,0.782,250.0,
twitcivility_impoliteness,qwen3,250,2.0,0.5912408759124088,0.776,250.0,
twitcivility_impoliteness,qwen3,250,3.0,0.5637065637065637,0.774,250.0,
twitcivility_impoliteness,qwen3,250,4.0,0.5373134328358209,0.752,250.0,
twitcivility_impoliteness,qwen3,500,0.0,0.5818181818181818,0.77,500.0,
twitcivility_impoliteness,qwen3,500,1.0,0.5767790262172284,0.774,500.0,
twitcivility_impoliteness,qwen3,500,2.0,0.5622489959839357,0.782,500.0,
twitcivility_impoliteness,qwen3,500,3.0,0.5691699604743083,0.782,500.0,
twitcivility_impoliteness,qwen3,500,4.0,0.5289256198347108,0.772,500.0,
twitcivility_impoliteness,qwen3,1000,0.0,0.56,0.78,1000.0,
twitcivility_impoliteness,qwen3,1000,1.0,0.5670498084291188,0.774,1000.0,
twitcivility_impoliteness,qwen3,1000,2.0,0.5409836065573771,0.776,1000.0,
twitcivility_impoliteness,qwen3,1000,3.0,0.5668016194331984,0.786,1000.0,
twitcivility_impoliteness,qwen3,1000,4.0,0.5630252100840336,0.792,1000.0,
twitcivility_impoliteness,qwen3,2000,0.0,0.5970149253731343,0.784,2000.0,
twitcivility_impoliteness,qwen3,2000,1.0,0.6044776119402985,0.788,2000.0,
twitcivility_impoliteness,qwen3,2000,2.0,0.616600790513834,0.806,2000.0,
twitcivility_impoliteness,qwen3,2000,3.0,0.6060606060606061,0.792,2000.0,
twitcivility_impoliteness,qwen3,2000,4.0,0.6055776892430279,0.802,2000.0,
bestvater_wm_stance,qwen3,50,0.0,0.910411622276029,0.852,50.0,
bestvater_wm_stance,qwen3,50,1.0,0.9162011173184358,0.85,50.0,
bestvater_wm_stance,qwen3,50,2.0,0.9322617680826636,0.882,50.0,
bestvater_wm_stance,qwen3,50,3.0,0.920392584514722,0.854,50.0,
bestvater_wm_stance,qwen3,50,4.0,0.9066339066339066,0.848,50.0,
bestvater_wm_stance,qwen3,100,0.0,0.9325714285714286,0.882,100.0,
bestvater_wm_stance,qwen3,100,1.0,0.9110840438489647,0.854,100.0,
bestvater_wm_stance,qwen3,100,2.0,0.9099756690997567,0.852,100.0,
bestvater_wm_stance,qwen3,100,3.0,0.9193154034229829,0.868,100.0,
bestvater_wm_stance,qwen3,100,4.0,0.8968058968058968,0.832,100.0,
bestvater_wm_stance,qwen3,250,0.0,0.8812260536398467,0.814,250.0,
bestvater_wm_stance,qwen3,250,1.0,0.899876390605686,0.838,250.0,
bestvater_wm_stance,qwen3,250,2.0,0.9093137254901961,0.852,250.0,
bestvater_wm_stance,qwen3,250,3.0,0.9263657957244655,0.876,250.0,
bestvater_wm_stance,qwen3,250,4.0,0.9032258064516129,0.844,250.0,
bestvater_wm_stance,qwen3,500,0.0,0.9309090909090909,0.886,500.0,
bestvater_wm_stance,qwen3,500,1.0,0.9202453987730062,0.87,500.0,
bestvater_wm_stance,qwen3,500,2.0,0.9253012048192771,0.876,500.0,
bestvater_wm_stance,qwen3,500,3.0,0.921760391198044,0.872,500.0,
bestvater_wm_stance,qwen3,500,4.0,0.9267707082833133,0.878,500.0,
bestvater_wm_stance,qwen3,1000,0.0,0.9277845777233782,0.882,1000.0,
bestvater_wm_stance,qwen3,1000,1.0,0.918918918918919,0.868,1000.0,
bestvater_wm_stance,qwen3,1000,2.0,0.9307411907654921,0.886,1000.0,
bestvater_wm_stance,qwen3,1000,3.0,0.9168704156479217,0.864,1000.0,
bestvater_wm_stance,qwen3,1000,4.0,0.9133663366336634,0.86,1000.0,
bestvater_wm_stance,qwen3,2000,0.0,0.928136419001218,0.882,2000.0,
bestvater_wm_stance,qwen3,2000,1.0,0.9200492004920049,0.87,2000.0,
bestvater_wm_stance,qwen3,2000,2.0,0.9296116504854369,0.884,2000.0,
bestvater_wm_stance,qwen3,2000,3.0,0.9232643118148599,0.874,2000.0,
bestvater_wm_stance,qwen3,2000,4.0,0.9242053789731052,0.876,2000.0,
erlich_ati_topics,qwen3,50,0.0,0.3975921156194605,0.27,50.0,
erlich_ati_topics,qwen3,50,1.0,0.3873174249566081,0.32,50.0,
erlich_ati_topics,qwen3,50,2.0,0.4291676780997197,0.314,50.0,
erlich_ati_topics,qwen3,50,3.0,0.40396213926688057,0.27,50.0,
erlich_ati_topics,qwen3,50,4.0,0.426905300955221,0.31,50.0,
erlich_ati_topics,qwen3,100,0.0,0.4974323804319097,0.326,100.0,
erlich_ati_topics,qwen3,100,1.0,0.5027428463915218,0.364,100.0,
erlich_ati_topics,qwen3,100,2.0,0.4974945408401057,0.336,100.0,
erlich_ati_topics,qwen3,100,3.0,0.5092084474508287,0.338,100.0,
erlich_ati_topics,qwen3,100,4.0,0.49163895218139875,0.334,100.0,
erlich_ati_topics,qwen3,250,0.0,0.5309469040272458,0.35,250.0,
erlich_ati_topics,qwen3,250,1.0,0.5356325970669372,0.306,250.0,
erlich_ati_topics,qwen3,250,2.0,0.5712980645176634,0.358,250.0,
erlich_ati_topics,qwen3,250,3.0,0.544599751091447,0.326,250.0,
erlich_ati_topics,qwen3,250,4.0,0.5524155321125205,0.342,250.0,
erlich_ati_topics,qwen3,500,0.0,0.5533322011472548,0.316,500.0,
erlich_ati_topics,qwen3,500,1.0,0.6121186941973482,0.314,500.0,
erlich_ati_topics,qwen3,500,2.0,0.5723083916722149,0.316,500.0,
erlich_ati_topics,qwen3,500,3.0,0.5651390466925545,0.38,500.0,
erlich_ati_topics,qwen3,500,4.0,0.5704930644960341,0.362,500.0,
erlich_ati_topics,qwen3,1000,0.0,0.5954254751645148,0.388,1000.0,
erlich_ati_topics,qwen3,1000,1.0,0.5762227599521851,0.368,1000.0,
erlich_ati_topics,qwen3,1000,2.0,0.5978304586944211,0.352,1000.0,
erlich_ati_topics,qwen3,1000,3.0,0.5807541793508265,0.294,1000.0,
erlich_ati_topics,qwen3,1000,4.0,0.5866673838469323,0.336,1000.0,
erlich_ati_topics,qwen3,2000,0.0,0.6250990501609435,0.378,2000.0,
erlich_ati_topics,qwen3,2000,1.0,0.6122610956794498,0.358,2000.0,
erlich_ati_topics,qwen3,2000,2.0,0.6072268052630061,0.346,2000.0,
erlich_ati_topics,qwen3,2000,3.0,0.6147829125586177,0.34,2000.0,
erlich_ati_topics,qwen3,2000,4.0,0.6118203346657897,0.344,2000.0,
burnham_polnli_event_entailment,qwen3,50,0.0,0.9266547406082289,0.918,50.0,
burnham_polnli_event_entailment,qwen3,50,1.0,0.9343065693430657,0.928,50.0,
burnham_polnli_event_entailment,qwen3,50,2.0,0.9266409266409267,0.924,50.0,
burnham_polnli_event_entailment,qwen3,50,3.0,0.9345794392523364,0.93,50.0,
burnham_polnli_event_entailment,qwen3,50,4.0,0.9225225225225225,0.914,50.0,
burnham_polnli_event_entailment,qwen3,100,0.0,0.9640831758034026,0.962,100.0,
burnham_polnli_event_entailment,qwen3,100,1.0,0.9459459459459459,0.944,100.0,
burnham_polnli_event_entailment,qwen3,100,2.0,0.9345794392523364,0.93,100.0,
burnham_polnli_event_entailment,qwen3,100,3.0,0.9552238805970149,0.952,100.0,
burnham_polnli_event_entailment,qwen3,100,4.0,0.9384615384615385,0.936,100.0,
burnham_polnli_event_entailment,qwen3,250,0.0,0.9643527204502814,0.962,250.0,
burnham_polnli_event_entailment,qwen3,250,1.0,0.9514925373134329,0.948,250.0,
burnham_polnli_event_entailment,qwen3,250,2.0,0.9625468164794008,0.96,250.0,
burnham_polnli_event_entailment,qwen3,250,3.0,0.9606003752345216,0.958,250.0,
burnham_polnli_event_entailment,qwen3,250,4.0,0.9580152671755725,0.956,250.0,
burnham_polnli_event_entailment,qwen3,500,0.0,0.9584905660377359,0.956,500.0,
burnham_polnli_event_entailment,qwen3,500,1.0,0.9716446124763705,0.97,500.0,
burnham_polnli_event_entailment,qwen3,500,2.0,0.967984934086629,0.966,500.0,
burnham_polnli_event_entailment,qwen3,500,3.0,0.9678638941398866,0.966,500.0,
burnham_polnli_event_entailment,qwen3,500,4.0,0.9603024574669187,0.958,500.0,
burnham_polnli_event_entailment,qwen3,1000,0.0,0.967741935483871,0.966,1000.0,
burnham_polnli_event_entailment,qwen3,1000,1.0,0.969811320754717,0.968,1000.0,
burnham_polnli_event_entailment,qwen3,1000,2.0,0.9642184557438794,0.962,1000.0,
burnham_polnli_event_entailment,qwen3,1000,3.0,0.9716446124763705,0.97,1000.0,
burnham_polnli_event_entailment,qwen3,1000,4.0,0.9695817490494296,0.968,1000.0,
burnham_polnli_event_entailment,qwen3,2000,0.0,0.9734848484848485,0.972,2000.0,
burnham_polnli_event_entailment,qwen3,2000,1.0,0.9715370018975332,0.97,2000.0,
burnham_polnli_event_entailment,qwen3,2000,2.0,0.9771863117870723,0.976,2000.0,
burnham_polnli_event_entailment,qwen3,2000,3.0,0.9734848484848485,0.972,2000.0,
burnham_polnli_event_entailment,qwen3,2000,4.0,0.9753320683111955,0.974,2000.0,
burnham_trump_stance,qwen3,50,0.0,0.4071263869325321,0.474,50.0,
burnham_trump_stance,qwen3,50,1.0,0.38496083052288305,0.488,50.0,
burnham_trump_stance,qwen3,50,2.0,0.4284428721419247,0.466,50.0,
burnham_trump_stance,qwen3,50,3.0,0.41039958984132313,0.424,50.0,
burnham_trump_stance,qwen3,50,4.0,0.45600034885749174,0.478,50.0,
burnham_trump_stance,qwen3,100,0.0,0.5216941278856696,0.54,100.0,
burnham_trump_stance,qwen3,100,1.0,0.4972076959191547,0.53,100.0,
burnham_trump_stance,qwen3,100,2.0,0.46552100837871685,0.496,100.0,
burnham_trump_stance,qwen3,100,3.0,0.49237041567339973,0.53,100.0,
burnham_trump_stance,qwen3,100,4.0,0.4590648812740574,0.48,100.0,
burnham_trump_stance,qwen3,250,0.0,0.5027283071017409,0.53,250.0,
burnham_trump_stance,qwen3,250,1.0,0.5490798628301915,0.57,250.0,
burnham_trump_stance,qwen3,250,2.0,0.5692065069906721,0.584,250.0,
burnham_trump_stance,qwen3,250,3.0,0.548145421659228,0.57,250.0,
burnham_trump_stance,qwen3,250,4.0,0.5484471852396381,0.574,250.0,
burnham_trump_stance,qwen3,500,0.0,0.5397628807770549,0.558,500.0,
burnham_trump_stance,qwen3,500,1.0,0.5658625050239681,0.578,500.0,
burnham_trump_stance,qwen3,500,2.0,0.6028921359509317,0.624,500.0,
burnham_trump_stance,qwen3,500,3.0,0.5852218509982574,0.6,500.0,
burnham_trump_stance,qwen3,500,4.0,0.6036450874273854,0.622,500.0,
burnham_trump_stance,qwen3,1000,0.0,0.5908710801338487,0.606,1000.0,
burnham_trump_stance,qwen3,1000,1.0,0.6113045121699435,0.626,1000.0,
burnham_trump_stance,qwen3,1000,2.0,0.605501764345695,0.624,1000.0,
burnham_trump_stance,qwen3,1000,3.0,0.6295337934920001,0.644,1000.0,
burnham_trump_stance,qwen3,1000,4.0,0.6012202237176041,0.618,1000.0,
burnham_trump_stance,qwen3,2000,0.0,0.6325062475240742,0.65,2000.0,
burnham_trump_stance,qwen3,2000,1.0,0.6561010537691444,0.668,2000.0,
burnham_trump_stance,qwen3,2000,2.0,0.6378696212216532,0.65,2000.0,
burnham_trump_stance,qwen3,2000,3.0,0.6248948834673153,0.65,2000.0,
burnham_trump_stance,qwen3,2000,4.0,0.6316810033624193,0.642,2000.0,
dicocco_manifesto_populism,qwen3,50,0.0,0.0,0.918,50.0,
dicocco_manifesto_populism,qwen3,50,1.0,0.10909090909090909,0.902,50.0,
dicocco_manifesto_populism,qwen3,50,2.0,0.0,0.918,50.0,
dicocco_manifesto_populism,qwen3,50,3.0,0.24242424242424243,0.9,50.0,
dicocco_manifesto_populism,qwen3,50,4.0,0.0,0.906,50.0,
dicocco_manifesto_populism,qwen3,100,0.0,0.2711864406779661,0.914,100.0,
dicocco_manifesto_populism,qwen3,100,1.0,0.34285714285714286,0.908,100.0,
dicocco_manifesto_populism,qwen3,100,2.0,0.0425531914893617,0.91,100.0,
dicocco_manifesto_populism,qwen3,100,3.0,0.2807017543859649,0.918,100.0,
dicocco_manifesto_populism,qwen3,100,4.0,0.29473684210526313,0.866,100.0,
