source_id,source_crisno,source_sentence_number,source_crisis_title_raw,crisis_title,text,source_type_string,gt_event_type
392_5,392,5,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,Many escalation points were to follow.,,No Event
392_6,392,6,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,"The two foreign ministers met in Delhi on 21-23 January, without any breakthrough.",action,Action
392_7,392,7,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,"On the 30th India's army chief of staff declared that India's troops were prepared to protect Kashmir's borders ""at any cost.""",speech,Speech
392_8,392,8,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,From January to April 1990 Indian Kashmir witnessed violent anti-India demonstrations and brutal suppression by an expanded Indian police and military presence: hundreds of Kashmiris were killed.,action,Action
392_9,392,9,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,"Evidence that Pakistan was providing paramilitary training, weapons, and funds for Kashmiri militants in Pakistani-held Azad Kashmir and was organizing mass demonstrations in Srinagar against Indian rule only served to reinforce a near-universal conviction in India that Pakistan was responsible for the turmoil within Kashmir.",thought,Thought
392_10,392,10,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,On 6 April the Jammu and Kashmir Liberation Front seized -- and killed -- three Indian hostages.,action,Action
392_11,392,11,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,"On the 11th India's Prime Minister V. P. Singh publicly warned his neighbor: ""Our message to Pakistan is that you cannot get away with taking Kashmir without a war.""",speech,Speech
392_12,392,12,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,"And, ominously in that context, he added that Pakistan would not be permitted to achieve nuclear superiority.",speech,Speech
392_13,392,13,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,"On 13, 15, and 16 April the USSR, Iran, and the U.S. expressed concern over the escalating tension in the subcontinent.",speech,Speech
392_14,392,14,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,At the same time India rejected a Pakistani proposal for a fresh UN observer role in Kashmir -- there had been a small UN Observer Group in the disputed area since 1949.,speech,Speech
392_15,392,15,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,"After a month of relative calm the crisis escalated on 21 May with the killing of Kashmir's leading Muslim cleric, Maulvi Muhammad Farooq, by unidentified gunmen.",action,Action
392_16,392,16,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,"It escalated further when Indian security forces killed approximately 100 mourners in a vast throng of 100,000 attending the funeral.",action,Action
392_17,392,17,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,"This incident, in turn, increased mutual suspicion and fear in both India and Pakistan, especially since, in the spring of 1990, both had deployed large numbers of troops in the desert borderlands of Rajasthan.",action|thought,Mixed
392_18,392,18,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,This movement of forces on both sides seemed like another tit-for-tat conventional military confrontation that triggered or escalated an international crisis Indian invasion of Sind that aimed to cut the rump of West Pakistan into two.,,No Event
392_19,392,19,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,"President Bush, alarmed by the growing risk of a miscalculated nuclear war in South Asia, sent Deputy Director of the CIA Robert Gates to Islamabad and Delhi on 20-21 May, along with Richard Haass: the delegation warned President Khan and General Beg that Pakistan would suffer a grave defeat in a war with India and could not expect any U.S. assistance in the event of war; and it warned India's Prime Minister Singh and Army Chief, General Sundarji, that Pakistan, in desperation, might resort to a nuclear strike.",action|speech,Mixed
392_20,392,20,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,Both sides responded to the escalating crisis with important gestures.,,No Event
392_21,392,21,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,Pakistan's leaders agreed to close the training camps for Kashmiri militants.,speech,Speech
392_22,392,22,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,And India invited U.S. military attachs in Delhi to go to Kashmir and Rajasthan to see for themselves that an Indian invasion of Pakistan was not imminent.,speech,Speech
392_23,392,23,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,"More important, on 3 June Pakistan began to withdraw its troops from the Indian border for use in reasserting law and order in Sind, where ethnic violence had erupted; and India responded by pulling its troops back from their forward deployment.",action,Action
392_24,392,24,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,The winding down of the crisis took several weeks.,,No Event
392_25,392,25,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,"By late June 1990 the most dangerous India/Pakistan ""war scare"" had ended.",thought,Thought
392_26,392,26,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,The UN was not involved in this crisis.,,No Event
392_27,392,27,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,Tension continued for several months.,,No Event
392_28,392,28,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,"On 13 August, despite bilateral talks on confidence-building measures on 10-11 August, following an earlier round of talks on 18-19 July, Pakistan accused India of attacking a border post.",action|speech,Mixed
392_29,392,29,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,There was an exchange of heavy artillery fire across the 1949 Kashmir cease-fire line on 20-21 August.,action,Action
392_30,392,30,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,"By October 1990, with the formation of new governments in both states, India/Pakistan tension declined.",action,Action
392_31,392,31,CRISNO 392 KASHMIR III-NUCLEAR CONFRONTATION,KASHMIR III-NUCLEAR CONFRONTATION,The new prime ministers met on 22 November at the fifth summit of the South Asian Association for Regional Cooperation [SAARC].,action,Action
286_1,286,1,CRISNO 286 CHIMOIO-TEMBUE RAIDS,CHIMOIO-TEMBUE RAIDS,Rhodesian attacks on bases of the Zimbabwe African National Liberation Army in Mozambique triggered another crisis for Mozambique from 23 November 1977 to 22 March 1978.,,No Event
286_2,286,2,CRISNO 286 CHIMOIO-TEMBUE RAIDS,CHIMOIO-TEMBUE RAIDS,"After the Mapai Seizure of May-June 1977, there was a decline in military activity on the Mozambique border.",,No Event
286_3,286,3,CRISNO 286 CHIMOIO-TEMBUE RAIDS,CHIMOIO-TEMBUE RAIDS,"However, in November 1977 the raids of Rhodesian forces into Mozambique were reported to be the heaviest since the guerrilla war had begun.",action,Action
286_4,286,4,CRISNO 286 CHIMOIO-TEMBUE RAIDS,CHIMOIO-TEMBUE RAIDS,Serious food shortages prevailed in Mozambique prior to the crisis.,,No Event
286_5,286,5,CRISNO 286 CHIMOIO-TEMBUE RAIDS,CHIMOIO-TEMBUE RAIDS,On 23-24 November 1977 Rhodesian forces attacked the main operational headquarters of ZANLA near Chimoio in Mozambique.,action,Action
286_6,286,6,CRISNO 286 CHIMOIO-TEMBUE RAIDS,CHIMOIO-TEMBUE RAIDS,"This was followed by raids on a base at Tembue, on 25-26 November.",action,Action
286_7,286,7,CRISNO 286 CHIMOIO-TEMBUE RAIDS,CHIMOIO-TEMBUE RAIDS,These attacks triggered a crisis for Mozambique.,thought,Thought
286_8,286,8,CRISNO 286 CHIMOIO-TEMBUE RAIDS,CHIMOIO-TEMBUE RAIDS,"Salisbury announced that 1,200 ZANLA ""terrorists"" had been killed, expressing regret at the possibility of civilian deaths, but emphasizing that Rhodesia was at war and that civilians, particularly women and children, should not be in such camps.",thought,Thought
286_9,286,9,CRISNO 286 CHIMOIO-TEMBUE RAIDS,CHIMOIO-TEMBUE RAIDS,On 1 December Prime Minister Smith added that the raids had been essential to stop heavy attacks that had been planned against Rhodesia.,,No Event
286_10,286,10,CRISNO 286 CHIMOIO-TEMBUE RAIDS,CHIMOIO-TEMBUE RAIDS,ZANLA leader Mugabe denied that the Chimoio camp was a guerrilla base.,speech,Speech
286_11,286,11,CRISNO 286 CHIMOIO-TEMBUE RAIDS,CHIMOIO-TEMBUE RAIDS,"On 23 December 1977 and on 14-15 February 1978, Rhodesia made public documents it claimed to have seized during the raids listing women guerrillas with their weapons, adding there had been armed clashes between rival ZANLA and ZIPRA units.",speech,Speech
286_12,286,12,CRISNO 286 CHIMOIO-TEMBUE RAIDS,CHIMOIO-TEMBUE RAIDS,"President Machel visited Nigeria and Angola for talks between 13 and 17 December; and on the 18th, upon his return to Mozambique, he met with leaders of the ""Front-Line States"" to discuss joint strategy.",action,Action
286_13,286,13,CRISNO 286 CHIMOIO-TEMBUE RAIDS,CHIMOIO-TEMBUE RAIDS,"At that meeting the presidents of Angola, Mozambique, Tanzania, and Zambia drew up a four-point declaration expressing their support for some aspects of the Anglo-American plan to develop a clear timetable for achieving majority rule in Rhodesia, while reaffirming the unity of their group and its commitment to the Patriotic Front in its ""liberation war.""",speech,Speech
286_14,286,14,CRISNO 286 CHIMOIO-TEMBUE RAIDS,CHIMOIO-TEMBUE RAIDS,Termination of Mozambique's crisis occurred on 22 March when it approved a law for compulsory military service.,thought,Thought
286_15,286,15,CRISNO 286 CHIMOIO-TEMBUE RAIDS,CHIMOIO-TEMBUE RAIDS,The OAU Ministerial Committee met in January 1978 to discuss this crisis.,action,Action
286_16,286,16,CRISNO 286 CHIMOIO-TEMBUE RAIDS,CHIMOIO-TEMBUE RAIDS,The Rhodesian raids were condemned by the U.K. and the U.S.,speech,Speech
286_17,286,17,CRISNO 286 CHIMOIO-TEMBUE RAIDS,CHIMOIO-TEMBUE RAIDS,And the UN General Assembly passed a resolution calling for assistance to Mozambique.,speech,Speech
286_18,286,18,CRISNO 286 CHIMOIO-TEMBUE RAIDS,CHIMOIO-TEMBUE RAIDS,"Several months before these Rhodesian raids, arms to aid the guerrillas had been received in Mozambique from both China and the Soviet Union, though neither was directly involved in the crisis.",action,Action
300_1,300,1,CRISNO 300 RAIDS ON ZIPRA,RAIDS ON ZIPRA,Rhodesian raids on guerrilla bases in Angola and Zambia occurred during a crisis for these three states from 12 February to 31 May 1979.,,No Event
300_2,300,2,CRISNO 300 RAIDS ON ZIPRA,RAIDS ON ZIPRA,"The transitional Rhodesian government established in April 1978 made little progress toward reaching an understanding with the Patriotic Front, with no cease-fire in sight.",,No Event
300_3,300,3,CRISNO 300 RAIDS ON ZIPRA,RAIDS ON ZIPRA,"By the beginning of 1979 Rhodesia's security forces reportedly totaled 50,000, including a 10,000-man army.",,No Event
300_4,300,4,CRISNO 300 RAIDS ON ZIPRA,RAIDS ON ZIPRA,In February 1979 guerrilla attacks on power and transport installations in Rhodesia increased.,,No Event
300_5,300,5,CRISNO 300 RAIDS ON ZIPRA,RAIDS ON ZIPRA,"On 12 February 1979 another Air Rhodesia Viscount, on a flight from Kariba to Salisbury, was shot down by a SAM-7 missile, and all 59 passengers and crew were killed March 1979 was marked by repeated skirmishes on all fronts.",action,Action
300_6,300,6,CRISNO 300 RAIDS ON ZIPRA,RAIDS ON ZIPRA,"On 13 April Rhodesian commandos again attacked guerrilla bases in Zambia, including ZAPU leader Joshua Nkomo's house in Lusaka, as well as other targets in the city and countryside.",action,Action
300_7,300,7,CRISNO 300 RAIDS ON ZIPRA,RAIDS ON ZIPRA,"This triggered a crisis for Zambia, which responded on the 16th with a declaration by President Kaunda of a curfew on parts of the country close to the national railway line.",action|thought,Mixed
300_8,300,8,CRISNO 300 RAIDS ON ZIPRA,RAIDS ON ZIPRA,On the 22nd Kaunda announced that Zambia would be receiving new weaponry.,speech,Speech
300_9,300,9,CRISNO 300 RAIDS ON ZIPRA,RAIDS ON ZIPRA,On 10 May 1979 Angola's President Neto met with Kaunda and concluded an agreement declaring that an attack on either party would be considered an attack on both.,action,Action
300_10,300,10,CRISNO 300 RAIDS ON ZIPRA,RAIDS ON ZIPRA,A Joint Security Force was to be set up to repel Rhodesian or South African incursions into their territories.,,No Event
300_11,300,11,CRISNO 300 RAIDS ON ZIPRA,RAIDS ON ZIPRA,"This pact marked the termination of Angola's crisis, while Zambia's crisis ended two days later with the lifting of the curfew that had been imposed on 16 April.",thought,Thought
300_12,300,12,CRISNO 300 RAIDS ON ZIPRA,RAIDS ON ZIPRA,The crisis ended for Rhodesia on 31 May with the change of government: that day Ian Smith handed over the reins of government to Bishop Abel Muzorewa.,thought,Thought
300_13,300,13,CRISNO 300 RAIDS ON ZIPRA,RAIDS ON ZIPRA,"The UN Security Council met on 8 March 1979 to discuss the strengthening of sanctions against Rhodesia, while condemning the forthcoming Rhodesian elections as insufficient in the provision for black representation in government.",action,Action
300_14,300,14,CRISNO 300 RAIDS ON ZIPRA,RAIDS ON ZIPRA,The Ministerial Council of the OAU met between 1 and 3 March and adopted a resolution condemning Rhodesia.,action|speech,Mixed
300_15,300,15,CRISNO 300 RAIDS ON ZIPRA,RAIDS ON ZIPRA,The U.S. and the USSR were not involved in this case.,,No Event
448_1,448,1,CRISNO 448 IRAN NUCLEAR II,IRAN NUCLEAR II,"With the involvement of the UNSC, China became an involved actor.",action,Action
448_2,448,2,CRISNO 448 IRAN NUCLEAR II,IRAN NUCLEAR II,"Much like Russia, China took a middle ground position.",,No Event
448_3,448,3,CRISNO 448 IRAN NUCLEAR II,IRAN NUCLEAR II,"Finally, Israel's tone became much more threatening during this crisis.",thought,Thought
448_4,448,4,CRISNO 448 IRAN NUCLEAR II,IRAN NUCLEAR II,"However, most of its threats and statements appear to have been aimed at influencing the U.S. instead of Iran.",,No Event
448_5,448,5,CRISNO 448 IRAN NUCLEAR II,IRAN NUCLEAR II,The UNSC and IAEA were heavily involved in this crisis.,,No Event
448_6,448,6,CRISNO 448 IRAN NUCLEAR II,IRAN NUCLEAR II,"The IAEA provided information, served as a negotiator, and condemned some Iranian actions.",speech,Speech
448_7,448,7,CRISNO 448 IRAN NUCLEAR II,IRAN NUCLEAR II,The UNSC's first statement on the issue occurred on 29 March 2006 when it gave Iran 30 days to suspend enrichment.,thought,Thought
448_8,448,8,CRISNO 448 IRAN NUCLEAR II,IRAN NUCLEAR II,"On 31 July 2006, the UNSC passed a resolution that would allow for tough sanctions if nuclear activities were not stopped within a month.",,No Event
448_9,448,9,CRISNO 448 IRAN NUCLEAR II,IRAN NUCLEAR II,"Finally, on 24 March 2007, the UNSC imposed sanctions on Iran.",,No Event
448_10,448,10,CRISNO 448 IRAN NUCLEAR II,IRAN NUCLEAR II,The crisis ended on 4 December 2007 when the U.S. released an intelligence report that stated that Iran was not seeking to produce nuclear weapons.,,No Event
448_11,448,11,CRISNO 448 IRAN NUCLEAR II,IRAN NUCLEAR II,"This report altered the governmental policies of the U.S., the UK, and France and removed a major threat to Iran.",,No Event
448_12,448,12,CRISNO 448 IRAN NUCLEAR II,IRAN NUCLEAR II,All parties were satisfied with the outcome of the crisis.,speech,Speech
448_13,448,13,CRISNO 448 IRAN NUCLEAR II,IRAN NUCLEAR II,"For Iran, a major threat was removed.",speech,Speech
448_14,448,14,CRISNO 448 IRAN NUCLEAR II,IRAN NUCLEAR II,"For the Americans and Europeans, the threat of an Iranian bomb was greatly decreased.",,No Event
448_15,448,15,CRISNO 448 IRAN NUCLEAR II,IRAN NUCLEAR II,The report caused a policy shift to occur in the U.S.,,No Event
54_1,54,1,CRISNO 54 SPANISH CIVIL WAR II,SPANISH CIVIL WAR II,"Italy, Germany, and Spain were engaged in an acute intra-war crisis from 24 to 31 May 1937.",,No Event
54_2,54,2,CRISNO 54 SPANISH CIVIL WAR II,SPANISH CIVIL WAR II,"Barely a month after the Republican victory in the Battle of Guadalajara, designed to curtail the dispatch of arms to the protagonists in the Spanish civil war.",,No Event
54_3,54,3,CRISNO 54 SPANISH CIVIL WAR II,SPANISH CIVIL WAR II,"However, it was ignored by the three most highly involved powers, Italy and Germany supporting the rebels, the USSR aiding the Republic.",action,Action
54_4,54,4,CRISNO 54 SPANISH CIVIL WAR II,SPANISH CIVIL WAR II,"On 26 April the city of Guernica in the Basque region of northern Spain was bombed into near oblivion by German planes, a precedent for the mass bombing of Coventry, Rotterdam, Dresden, and other cities during World War II.Within the Republican-controlled part of Spain, civil strife among the myriad of leftist factions reached a peak: pro-Moscow Communist forces crushed a rebellion by anarchists and Trotskyites in Barcelona.",action,Action
54_5,54,5,CRISNO 54 SPANISH CIVIL WAR II,SPANISH CIVIL WAR II,"Their pressure, too, led to the ouster of Socialist leader Largo Caballero from the premiership, a post he had held, with Communist backing, since early September 1936.",action,Action
54_6,54,6,CRISNO 54 SPANISH CIVIL WAR II,SPANISH CIVIL WAR II,"He was replaced on 16 May by Juan Negrn, a physiology professor at the University of Madrid.",,No Event
54_7,54,7,CRISNO 54 SPANISH CIVIL WAR II,SPANISH CIVIL WAR II,"On 24 May a crisis for Italy was triggered by a Republican air attack on the island of Palma de Mallorca which, inter alia, hit the Italian cruiser, Barletta, killing six Italian seamen.",thought,Thought
54_8,54,8,CRISNO 54 SPANISH CIVIL WAR II,SPANISH CIVIL WAR II,"The Barletta was part of the Non-Intervention Committee's Naval Control, designed to monitor the dispatch of weapons to both sides in the civil war.",,No Event
54_9,54,9,CRISNO 54 SPANISH CIVIL WAR II,SPANISH CIVIL WAR II,"But the port of Palma de Mallorca was a known center for arms shipments to the nationalist rebels -- and had been assigned to France for this regulatory task, suggesting that the Italian ship's presence in Palma could not have been by chance.",,No Event
54_10,54,10,CRISNO 54 SPANISH CIVIL WAR II,SPANISH CIVIL WAR II,The Non-Intervention Committee condemned the attack on the 25th.,speech,Speech
54_11,54,11,CRISNO 54 SPANISH CIVIL WAR II,SPANISH CIVIL WAR II,So too did the League Council the next day.,speech,Speech
54_12,54,12,CRISNO 54 SPANISH CIVIL WAR II,SPANISH CIVIL WAR II,"However, Italy did not respond to a perceived threat to its self-image as a major power and, therefore, to its influence.",,No Event
54_13,54,13,CRISNO 54 SPANISH CIVIL WAR II,SPANISH CIVIL WAR II,"That task was undertaken by its ally in the Spanish civil war, Germany, in a similar incident soon after.",,No Event
54_14,54,14,CRISNO 54 SPANISH CIVIL WAR II,SPANISH CIVIL WAR II,"On 26 May the battleship, Deutschland, then lying in port at Ibiza, was hit by two Republican planes, killing 31 German seamen and wounding 83.",action,Action
54_15,54,15,CRISNO 54 SPANISH CIVIL WAR II,SPANISH CIVIL WAR II,An enraged Hitler responded by ordering a retaliation raid.,thought,Thought
54_16,54,16,CRISNO 54 SPANISH CIVIL WAR II,SPANISH CIVIL WAR II,"This was carried out on the 31st, when a German cruiser and four destroyers demolished 35 buildings and killed 19 persons by indiscriminate shelling of the Republican-controlled port of Almera.",action,Action
54_17,54,17,CRISNO 54 SPANISH CIVIL WAR II,SPANISH CIVIL WAR II,"Germany and Italy also withdrew, temporarily, from the Non-Intervention Committee's naval patrol, returning to the fold on 16 July.",action,Action
54_18,54,18,CRISNO 54 SPANISH CIVIL WAR II,SPANISH CIVIL WAR II,"The naval bombing of Almera triggered a brief, but acute, crisis for Spain.",thought,Thought
54_19,54,19,CRISNO 54 SPANISH CIVIL WAR II,SPANISH CIVIL WAR II,"At a meeting of the Republican cabinet in Valencia one of the most influential figures in the Negrn government, the Basque leader, Prieto, seriously proposed bombing the German fleet in the Mediterranean, fully aware of the possible escalation to major power war.",,No Event
54_20,54,20,CRISNO 54 SPANISH CIVIL WAR II,SPANISH CIVIL WAR II,"After an intense discussion, President Azaa and most of the cabinet -- and Moscow -- opposed the idea; and the Almera ""incident"" was ignored.",,No Event
54_21,54,21,CRISNO 54 SPANISH CIVIL WAR II,SPANISH CIVIL WAR II,Spain's decision not to respond to the German attack thus ended the crisis for all three actors.,thought,Thought
54_22,54,22,CRISNO 54 SPANISH CIVIL WAR II,SPANISH CIVIL WAR II,The Almera crisis sheds much light on foreign intervention in the Spanish civil war.,,No Event
84_1,84,1,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,"Military campaigns in the Middle East triggered crises for Iraq, the U.K., Germany, and Vichy France from 29 April to 14 July 1941.",,No Event
84_2,84,2,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,At the beginning of 1941 the Middle East comprised an area of great concern to both sides in the European war.,,No Event
84_3,84,3,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,"With a German-Italian threat to the Suez Canal, the British began to consider the Basra-Baghdad-Palestine route.",,No Event
84_4,84,4,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,On 3 April 1941 pro-Axis Rashid Ali staged a coup and reassumed power in Iraq.,action,Action
84_5,84,5,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,"U.K. losses in the Balkans and Libya had been reflected in the growth of anti-British sentiment in Iraq, heightened by the fact that Baghdad had become the center of pro-Axis intrigue, leading to British fears of German control over Iraq.",thought,Thought
84_6,84,6,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,The British decided that the situation could be restored only by force.,thought,Thought
84_7,84,7,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,"Despite Rashid Ali's assurances that he would honor the 1930 Anglo-Iraqi Treaty, Britain was determined to restore the legitimate government to power in order to safeguard the Allies against Axis intervention in Iraq.",speech|thought,Mixed
84_8,84,8,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,"On 17 April 1941 a British-Indian military contingent landed in Basra, in accordance with treaty provisions.",action,Action
84_9,84,9,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,"A second British contingent landed on 29 April 1941, triggering a crisis for Iraq.",thought,Thought
84_10,84,10,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,"That day Iraq responded by ordering its forces to Habbaniya, the principal British air base there.",action,Action
84_11,84,11,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,"With Iraqi artillery surrounding the air base and other forces encircling the compound of the British embassy in Baghdad, on 29 April, a crisis was triggered for the U.K.",thought,Thought
84_12,84,12,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,The following day the Iraqi commander demanded the closure of the base.,speech,Speech
84_13,84,13,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,The British replied that any interference with flights would be treated as an act of war.,speech,Speech
84_14,84,14,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,"The ambassador was given full authority to take any steps necessary, including air attacks, to assure the withdrawal of the Iraqis.",,No Event
84_15,84,15,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,"While Iraq endeavored to take Habbaniya, the British responded with an attack on 1 May. Rashid Ali's early attempts to secure Axis military assistance had been unsuccessful, as Germany was occupied in Greece and in preparing for its attack on the USSR. Despite German pressure, Turkey refused to allow a transit of arms and troops through its territory.",action|speech,Mixed
84_16,84,16,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,The only open channel left was Vichy-controlled Syria.,,No Event
84_17,84,17,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,On 6 May Iraqi forces retreated from the hills overlooking the Habbaniya base.,action,Action
84_18,84,18,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,Troops from Palestine relieved the hard-pressed British garrison.,action,Action
84_19,84,19,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,On 12 May Germany came to Iraq's assistance by sending its Syrian-based bombers to attack British airfields in the Mosul region of Iraq.,action,Action
84_20,84,20,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,By 30 May the British had succeeded in crushing the rebellion in Iraq.,action|thought,Mixed
84_21,84,21,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,"Rashid Ali and his associates fled to Iran, and Iraq sued for an armistice, terminating its crisis.",action|thought,Mixed
84_22,84,22,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,"The following day, Germany announced an agreement on military collaboration between the German and Vichy France governments -- despite persistent French pressure for German withdrawal from Syrian territory.",speech,Speech
84_23,84,23,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,The crisis ended for Germany when the Luftwaffe detachment from Syria was recalled on 6 June 1941.,thought,Thought
84_24,84,24,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,On the 8th the British government announced that it would not tolerate Vichy collaboration with the Germans.,speech,Speech
84_25,84,25,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,"Free French troops, with support from Imperial forces, entered Syria and Lebanon that day from Palestine, Transjordan, and Iraq, and triggered a crisis for Vichy France.",thought,Thought
84_26,84,26,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,"It responded on 17 June with an attack on Quneitra and Marjayun, in the Golan Heights and south Lebanon, respectively.",action,Action
84_27,84,27,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,"As the Allies began closing in on Damascus on the 20th, Vichy France asked the U.S. to inquire on what terms an armistice might be arranged.",action|speech,Mixed
84_28,84,28,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,"On 8 July General Dentz, the Vichy High Commissioner in Syria, received authority to negotiate.",action|thought,Mixed
84_29,84,29,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,"An agreement was finally reached on 14 July 1941, terminating the crisis for the U.K. and Vichy France.",thought,Thought
84_30,84,30,CRISNO 84 MID-EAST CAMPAIGN,MID-EAST CAMPAIGN,"The latter fell in November 1942, when Germany occupied the rest of France.",,No Event
450_1,450,1,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,The North Korean Nuclear Crisis III began on 5 May 2006 and lasted till 3 October 2007.,,No Event
450_2,450,2,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,North Korea and the United States were the two main crisis actors.,,No Event
450_3,450,3,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"China, Japan, South Korea and Russia were also involved in the crisis.",,No Event
450_4,450,4,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,See also.,,No Event
450_5,450,5,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,and Pre-Crisis:The first three rounds of the Six Party Talks indicated that both North Korea and United States were willing to peacefully resolve the nuclear dispute.,action,Action
450_6,450,6,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"These talks, however, yielded more procedural gains than substantive benefits.",,No Event
450_7,450,7,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,The fourth round of talks that began on 25 July 2005 showed more flexibility on the part of the United States.,action,Action
450_8,450,8,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,Assistant Secretary Christopher Hill was given the green light to conduct direct bilateral negotiations with North Korea.,,No Event
