source_id,source_row,source_sentiment,source_balanced_train,text,gt_pro_womens_march
wm_3027,3027,1.0,0.0,When a march becomes a rally...my heart swells with HOPE! I'm proud of you America! WE ARE GREAT! #WomensMarch,1
wm_3028,3028,0.0,0.0,"@ProudMomOf_9 @kgbNatasha @kharyp @realDonaldTrump Lol... You dare say \disrespect!\"" trump is the czar of disrespect! #WomensMarch""",1
wm_3029,3029,0.0,1.0,RT @AlfGarnettTil: The last time your feminazis had their way. \nWe lost wholesome Page 3 and subjected our youth to hardcore online porn ins…,0
wm_3031,3031,1.0,0.0,"Mostly this. An America that stands up for truth, justice, equality, and love! https://t.co/UG0Hrn6iz3",1
wm_3032,3032,1.0,0.0,The latest The Katrina Scribner Daily! https://t.co/gO3oCzrmx2 Thanks to @LoveIsLove168 @zolqarnain @CakeOfj #news #womensmarch,1
wm_3033,3033,0.0,1.0,"Don't send a woman to do a man's job, ie keeping the pesky little nobodies well clear. #WomensMarch #Cher https://t.co/8VmrJBMMgd",0
wm_3034,3034,1.0,0.0,John McCain gives shoutout to #WomensMarch! #ThisWeek,1
wm_3035,3035,1.0,0.0,"Didn't know this #womensmarch is a worldwide thing. Good! \n \nHello world, go out &amp; protest the new Hitler on Jan. 20. Save mankind. \n \nThank you https://t.co/PF8Jmo1Bvk",1
wm_3036,3036,1.0,0.0,@MelissaBenoist you may be Supergirl on television!! But you will always be a real hero in this world!! #WomensMarch https://t.co/exGSYRIkhQ,1
wm_3037,3037,1.0,0.0,@TheAmyBrenneman @womensmarch I'll be driving to the march!,1
wm_3038,3038,1.0,0.0,"RT @rfremson: It was peaceful, powerful and very populated and very pink. Womens March, DC #WomensMarch #nytimes #washingtondc #trump https…",1
wm_3039,3039,1.0,1.0,RT @RoshanaMN: I walked Washington DC and observed both #WomensMarch &amp; #Inauguration \n \nThere were significantly more people today. I saw it…,1
wm_3040,3040,1.0,0.0,👇🏾why actually learning about our (poc) history is so important. Not enough Americans know about Executive Order 9066 https://t.co/Z5EpZ5pJwT,1
wm_3041,3041,1.0,0.0,#womensmarch #womensmarchphiladelphia #resist #be love #liveIRIE #equality #peace https://t.co/ZWOyWOI6tg,1
wm_3042,3042,0.0,0.0,"@NPR you're just droning on with useless stuff, instead of covering the historical #WomensMarch LIVE! 'Sup?",1
wm_3043,3043,0.0,0.0,SOMETIMES I GO OFF!!! 💃🏽 https://t.co/LJSmnVVd8a,1
wm_3044,3044,1.0,1.0,This aptly illustrates what the #TrumpTrain will be doing for the whole country after 8 years of democrat fed https://t.co/wYIkJoGFrR,0
wm_3045,3045,1.0,0.0,RT @bk_pitt: Crowds are growing bigger by the minute #WomensMarchOnWashington #WomensMarch #TheResistance https://t.co/mhAQGVAAFP,1
wm_3046,3046,0.0,0.0,Pics or it didn't happen you walking pile of crap https://t.co/5sXZgzCO7C,1
wm_3047,3047,1.0,0.0,Good stuff #WomensMarch https://t.co/0ewPfi4ryW,1
wm_3048,3048,1.0,0.0,"\The empowered woman is powerful beyond measure and beautiful beyond description.\"" #WomensMarch ♥️ https://t.co/AetTzRFyot""",1
wm_3049,3049,1.0,0.0,Womensmarch = Proud American. https://t.co/Nm0ZtIZecS,1
wm_3050,3050,1.0,0.0,Incredible power in the air. No words. #WomensMarch https://t.co/0uymjOrTTM,1
wm_3051,3051,0.0,1.0,@marcushjohnson Write [EMAIL] and insist her name be restored! How DARE they do this to us and to her!!!,1
wm_3052,3052,1.0,0.0,Tonight was one of the most gratifying experiences. I'm truly blessed. #WomensMarch https://t.co/YR0BWNa1Bv,1
wm_3053,3053,0.0,1.0,"RT @SabrinaLianne: Don't even get me started on #WomensMarch. If you're going to protest, have a goal. Not \he is bad man and I think will…""",0
wm_3055,3055,0.0,1.0,"RT @Red__Rover: I mean, do you think anybody wants for you to have children? YUCK!! #Feminist kids are insufferable brats. #fact \n@Red__Rov…",0
wm_3056,3056,1.0,0.0,"RT @Roddee: #WomensMarch taking the blush off the word pussy, Mr trump https://t.co/aZAIFKZ1Sj",1
wm_3057,3057,0.0,0.0,RT @funder: Help fund our #BoycottTrump app expansion! \n#trumpleaks #theresistance #alternativefacts #WomensMarch #spicerfacts https://t.co/…,1
wm_3058,3058,1.0,0.0,A woman's place is in the #Resistance! #WomensMarch https://t.co/oakxhZrL8P,1
wm_3059,3059,1.0,0.0,Because it's feeling a bit like Germany 1938: cafe Berlin and rye. #WomensMarch https://t.co/FDCHXAwJsR,1
wm_3060,3060,1.0,0.0,"RT @tweetielicious_: So proud of everyone who marched today. I was with you all in spirit. Women's rights are human rights, simple as that.…",1
wm_3061,3061,1.0,0.0,RT @vro1998: Proud to march. This is the America I believe in. #WomensMarch #WomensMarchLA https://t.co/TaSkqsdTqL,1
wm_3062,3062,1.0,0.0,Me at the #WomensMarch #WomensMarchChi #ChicagoWomensMarch https://t.co/Yax6Tciz7Z,1
wm_3063,3063,1.0,0.0,Now THIS brings me hope! #WomensMarch Pictures From Women’s Marches on Every Continent https://t.co/xxYpAgZJ2l,1
wm_3064,3064,0.0,1.0,Madonna Thinks An Awful Lot About Blowing Up The White House #WomensMarch https://t.co/OnrP1ahB9Y ' Madonna Trump ',0
wm_3065,3065,1.0,0.0,"Funny, I thought one of the biggest stories today was a little world wide protest called #womensmarch against Trump? https://t.co/uqdvUyxDeT",1
wm_3066,3066,1.0,0.0,RT @CallawayBOT: RT @6nsinvt #TheResistance #womensmarch @PPact @MomsDemand #LGBTQ #Hispanics #NativeAmerican #POC= NOT 1 DAYS #PEA… https:…,1
wm_3067,3067,1.0,0.0,RT @mcyogi: .@10kbuddhas is making posters for the #millionwomenmarch in DC! \nWho's going?? \n#WomensMarch https://t.co/NNRvWmZAtw,1
wm_3068,3068,1.0,0.0,All the #WomensMarch photos just make my heart so full❤️,1
wm_3069,3069,1.0,0.0,Nothing makes me more happy than women supporting women &amp; men supporting women! You go girls! #WomensMarch,1
wm_3070,3070,1.0,0.0,At the #WomensMarch in #KC 👊,1
wm_3071,3071,0.0,0.0,RT @ReneeOwley: I may not be there be I am with you. #WomensMarch #MarchOnWashington https://t.co/uLYBFgBqHz,1
wm_3072,3072,0.0,0.0,@TheMattBRoberts because they don't get it. They don't see it. And that is precisely #whyIMarch #wishiwasthere,1
wm_3073,3073,0.0,1.0,#WomensMarch The Rep house said from beginning they would NOT work w/Obama &amp; refused for 8 years. The rep in the house said they wouldn't,1
wm_3074,3074,1.0,0.0,We must follow this #WomensMarch with a dialogue with our local representatives,1
wm_3075,3075,0.0,0.0,RT @jennajameson: Ain't this sum bullsh*t https://t.co/SFDHY346Bq,1
wm_3076,3076,1.0,0.0,RT @glaad: GLAAD senior entertainment media strategist @meg_townsend also marched in Los Angeles. Her marching look was iconic. #WomensMarc…,1
wm_3077,3077,0.0,0.0,RT @KristineRusch: Wow. Lost 4 followers since I retweeted things about the women's march. Apparently girl power scares them. 😇#WomensMarch,1
wm_3078,3078,0.0,1.0,We mustn't lose sight of where are #TrumpTaxReturns? #MarchOnWashington #MarchForLife #marchedesfemmes #WomensMarchOnWashington #WomensMarch https://t.co/qSbmz7ZQ5b,1
wm_3079,3079,1.0,0.0,#womensmarch Just a man in a small town proud of those who have the courage to stand up and be heard.https://t.co/So7MK867Fg https://t.co/KUjplVkZ73,1
wm_3080,3080,1.0,0.0,Thank you for everything you've done and I'm sorry we failed you. ❤ today we march for you too. 💜 https://t.co/lUjANVp9DP,1
wm_3081,3081,1.0,0.0,"RT @ninabocci: Prep for 18' https://t.co/PHUQRcWBzn Your reps &amp; stances are listed. Volunteer, donate, post, RUN FOR OFFICE, keep it up! #…",1
wm_3082,3082,0.0,0.0,"There is always something that can be done to be a part of it, if you can't physically be a part of it. #yeswecan #yeswedid #yeswewill https://t.co/PTEd9zd3WJ",1
wm_3083,3083,1.0,1.0,"#womensmarch \n \n\You're a woman living in the most advanced civilization in human history, protesting your... https://t.co/z7354wm3Pv""",0
wm_3084,3084,0.0,1.0,#Womensmarch against life is now in full swing. #babykillers,0
wm_3085,3085,1.0,1.0,@PatriciaHeaton @Students4LifeHQ @JessicaValenti @womensmarch Great job Patricia! Keep pointing out their hypocrisy #prolife,0
wm_3086,3086,1.0,0.0,"RT @Killingcrawdads: I want everyone to see this, again. THIS is how change happens. One woman at a time. THIS is Red State America. These…",1
wm_3087,3087,0.0,1.0,RT @un_diverted: While children are dying of hunger around the world #WomensMarch \nfor the right to be themselves? Bwahahahahahahahahahahah…,0
wm_3088,3088,1.0,0.0,RT @Jennifer_Worick: Scenes from #womxnsmarchseattle #WomensMarch https://t.co/gjAbWg8Bz0,1
wm_3089,3089,1.0,0.0,Proud to be a woman today and everyday #WomensMarch #fightingforequalrights,1
wm_3090,3090,1.0,0.0,Coolest thing I've seen in a minute https://t.co/9iYduYbNw6,1
wm_3091,3091,1.0,0.0,RT @allytwerking: some photos from the #WomensMarch in LA today 💛 https://t.co/MlCiRT0L1b,1
wm_3092,3092,0.0,1.0,Apparently not. The @womensmarch seems to have caved and kicked them out. https://t.co/xAiYGI7Fm7,0
wm_3093,3093,0.0,0.0,"RT @Namastaywoke: We get it you hate black people , say it witcha chest https://t.co/rxWTm0Rc67",1
wm_3094,3094,0.0,1.0,RT @HiCaliberLilGal: About 30 MILLION more could have chosen to attend a #WomensMarch today if not for SCOTUS legalizing genocide \n#Overturn…,0
wm_3095,3095,0.0,1.0,"Jennifer Holiday backed out, so mark that one off tRump's https://t.co/CXZejkmCQO",1
wm_3096,3096,1.0,0.0,"Arts community, worldwide crowds unite for #WomensMarch https://t.co/LyxP2IoTCd",1
wm_3097,3097,0.0,0.0,RT @ElaineQC: What a tool. Why isn't #WomensMarch being broadcast?! Thank God for @cspan https://t.co/W8xSDw9Lrs,1
wm_3098,3098,1.0,1.0,"today was the ONLY time i have ever been in a crowd of strangers where i have felt safe and welcome, it all just felt RIGHT #WomensMarch",1
wm_3099,3099,1.0,1.0,RT @CaliKapowski: RT @billcanacci: And 42nd Street is a sea of people.#WomensMarch #womensmarchnyc https://t.co/mXbJO0har8,1
wm_3100,3100,1.0,0.0,RT @tasharowmanoff: Scarlett Johansson speaking at #WomensMarch #WomensMarchOnWashington https://t.co/QxDw1BSENP,1
wm_3101,3101,0.0,1.0,Evil? Corrupt? You must be talking about Democrat scum. They are BAD ut Islamis MUCH worse! @cybergent1 @MWAChicago @womensmarch @lsarsour,0
wm_3103,3103,1.0,0.0,Join us @womensmarch in Washington DC on Jan 21. I'm walking with one of my daughters &amp; my mother-in-law. Women have power to make change!,1
wm_3104,3104,1.0,0.0,https://t.co/AmXyJzqrMF Behati Prinsloo Levine #womensmarch ✊🏼✊🏾✊🏿 https://t.co/2JUD96mw74,1
wm_3105,3105,1.0,0.0,RT @TheSciBabe: My fellow #WomensMarch attendees: how will you put todays ideas into action? \n \nFirst: put ALL elections on your calendar. P…,1
wm_3106,3106,1.0,0.0,@realDonaldTrump say it! Say the name: #WomensMarch say it! Acknowledge the real #powerofthepeople,1
wm_3107,3107,0.0,0.0,"#TrumpTheHypocrite: His #MAGA hats are produced in Vietnam, NOT in USA. The other ones of the #WomensMarch, are 100% handcrafted in USA. https://t.co/GQk6PUeyZD",1
wm_3108,3108,1.0,0.0,RT @elemenous: I march for my friend Sarah: The face of Obamacare | Suffolk Times #whyIMarch #WomensMarch https://t.co/cJB0DSahR1,1
wm_3109,3109,1.0,0.0,So proud to have taken part in the #WomensMarch in DC yesterday. The energy of the crowd was amazing and I'm so proud of everyone there 👭👭,1
wm_3110,3110,1.0,1.0,"RT @GrumpyLeyla: i am honestly so proud of girls around the world, we can do anything #WomensMarch",1
wm_3111,3111,1.0,0.0,@Harry_Styles love how you always come on here to say something positive about what we believe is right! Love you 😘 #WomensMarch,1
wm_3112,3112,1.0,0.0,RT @VallivanaMurgui: Les dones que no han quedat callades davant Trump👧👩👵🙆 impressionant!! \nWe Can Do IT 💪 \n#WomensMarch https://t.co/oSfLdCu…,1
wm_3113,3113,1.0,0.0,THIS #ForMyGirl 💟 https://t.co/BASH2I9qwO,1
wm_3114,3114,1.0,0.0,#AMJoy I will think of this #WomensMarch when the few rights I'm allowed to express are rolled back.,1
wm_3115,3115,1.0,0.0,Oakland women's march #WOMENSMARCH https://t.co/KOWTS53Jim,1
wm_3116,3116,1.0,0.0,"RT @wwwfoecouk: \It’s the little things citizens do. That’s what will make the difference.\"" Wangari Maathai (1940-2011) #womensmarch #Women…""",1
wm_3117,3117,0.0,1.0,Accusations / charges of sexism is meant for the people not the actual sexists when you're on the left. #WomensMarch,0
wm_3118,3118,1.0,0.0,@_Sandra_R_ @PrincessBravato @chrisgeidner @BuzzFeedNews Where can the rest of us sign on? Count me in. #theamericanpublic #womensmarch,1
wm_3119,3119,1.0,0.0,@sallykohn @womensmarch AND I am honoring our country and new President on #Inauguration to show my son that #women aren't all about women!,1
wm_3120,3120,1.0,0.0,"To all the caregivers in hospitals, senior homes and other facilities, we're thinking of you and marching on your behalf! #WomensMarch",1
wm_3121,3121,0.0,1.0,You don't represent me! @womensmarch #womensmarch \n#ProLife \n#ProBabies \n#MAGA \n https://t.co/2Uhie2MV2G,0
wm_3122,3122,1.0,0.0,Fuck yes! #WomensMarch https://t.co/gWCEisMz7S,1
wm_3123,3123,1.0,0.0,Post your photos (and your prayers) as you protest! #Ohio #UCC #womensmarch @unitedchurch https://t.co/xrEhFHA2HA,1
wm_3124,3124,0.0,1.0,"Oh, T***, you have a problem: https://t.co/LMAULjqOWr",1
wm_3125,3125,0.0,1.0,WHO LETS HER KEEP TALKING SJSKSKSSKDKK https://t.co/dGCasFJJnD,0
wm_3126,3126,1.0,0.0,RT @miggles_bee: Seeing all these #WomensMarch posts is making my heart full for the first time since Trump became a candidate ❤💙💚💛💜,1
wm_3127,3127,1.0,0.0,RT @LatinasLeadCA: Thank you @emilyslist @EmergeAmerica and @latinovictoryus for putting on this training. #latinaslead #readytorun #Womens…,1
wm_3128,3128,1.0,0.0,RT @ZantiMisft: WINNER #WomensMarch https://t.co/487iULTCPs,1
wm_3129,3129,1.0,0.0,The latest The Daily News! https://t.co/wcomHpwO6t Thanks to @kingWTOP #womensmarch #forbesu30europe,1
wm_3130,3130,1.0,0.0,Yea. I know. My theory is that in this country it's a privilege to fight for your rights. Who has friends in D.C to house them? Money to 🚗? https://t.co/55rezWvVY1,1
wm_3131,3131,0.0,0.0,Cruel irony https://t.co/NTcRsB8k2o Symbol of freedom &amp; equality is turned into a symbol of supremacism &amp; oppression. #WomensMarch,1
wm_3132,3132,1.0,0.0,"RT @SchMieke: @Sugarcubedog @oregon_girl3 @womensmarch \nThe LV, LA, WA and MD women's marches now include/ honor Hillary. \nMore will follow…",1
wm_3133,3133,1.0,0.0,RT @Ginger_Cleary: @pitchfork @TrgdyAnn @Madonna @womensmarch Thank you for saying to #Trump what so many of us want to say to him.,1
wm_3134,3134,1.0,0.0,Well said. Thread 👇 https://t.co/w9Ik5ly8Pp,1
wm_3135,3135,0.0,0.0,And people wonder why #WomensMarch was a thing - this is why 🙄 https://t.co/CgSR18GJce,1
wm_3136,3136,0.0,1.0,"#WomensMarch Yeah, takin it to the streets. But to paraphrase FDR: The only thing we have to fear is the fear we might run out of steam.",1
wm_3137,3137,1.0,0.0,Hey #BART did you not know there is a major #WomensMarch today? Why so few trains and so short?,1
wm_3138,3138,1.0,0.0,There were lots of people waiting to get tickets at the station for the train to go to the #WomensMarch that the station let us in for free,1
wm_3139,3139,1.0,0.0,We made history at #womensmarch. Now it’s time to make our voices heard. First up: send a postcard to your Senators https://t.co/mi7MPimnVU,1
wm_3140,3140,0.0,0.0,Why does history find women's marches so forgettable? https://t.co/u48ogtZ10T \n#WomensMarch,1
wm_3141,3141,1.0,0.0,Another 30 or so. 😀 #womensmarch https://t.co/exXUuGM6wa,1
wm_3142,3142,0.0,1.0,@JonTronShow @AmandaFlagg She should try living in Saudi Arabia. Which is funny since the #WomensMarch is run by a pro Sharia Law Islamist.,0
wm_3143,3143,0.0,0.0,"Jesus, every time I see one of these awful videos about the mistreatment of females, EVEN BABIES, I just get so torn up. Makes me sick. https://t.co/OIv2ykdu6E",1
wm_3144,3144,0.0,0.0,The people at #foxnews are delusional if they thought that Inaugural address from trump was inclusive. WORST ADRESS EVER. #WomensMarch,1
wm_3145,3145,1.0,0.0,RT @ploriggio: These two Toronto women have my fav sign so far #WomensMarch #WomensMarchOnWashington #WMWcanada https://t.co/2gZZ4SZGoQ,1
wm_3146,3146,1.0,0.0,#womensmarch #womensmarchsf @ San Francisco Ferry Building https://t.co/85GxRYUjEH,1
wm_3147,3147,0.0,0.0,RT @CathReneeONeill: Hot-diggity damn. https://t.co/g5VHwksail,1
wm_3148,3148,0.0,0.0,what is wrong with Tabitha https://t.co/vC6BaHgtFr,1
wm_3149,3149,0.0,0.0,"Hey fashys: \n \nYou might want to take note, the resistance outnumbers you by orders of magnitude. \n \nAnd we're not accepting your fashys shit. https://t.co/Q5nmFEbtIr",1
wm_3150,3150,1.0,1.0,who knew pansy was so pretty tho what's her @ https://t.co/Gqa5j1Inwg,0
wm_3151,3151,1.0,0.0,RT @paulboy: @HillaryClinton @womensmarch I march for you!,1
wm_3152,3152,1.0,0.0,RT @littlekim: Lots of @womensmarch buses at some rando truck stop! Lots of people hate #Trump #ResistTrump #notmypresident #theresistance…,1
wm_3153,3153,0.0,0.0,@realleman @AlexLFisher @raymondbraun @HillaryClinton @womensmarch 3 million. Not going to call you an idiot because that would be rude.,1
wm_3154,3154,0.0,0.0,RT @kayclark88: People against the #womensmarch and saying that is useless and stupid is exactly why it's not. It's about love and equality.,1
wm_3155,3155,1.0,0.0,"RT @Public_Citizen: Dr. King's vision compels us to keep organizing for an inclusive democracy. Jan 21, #WeRise: https://t.co/EYlvVFUdQ1 #M…",1
wm_3156,3156,0.0,1.0,"oh boy, why he acting like this the only march to ever happen? &amp; there's more to throw a mass hissy fit over than a candidate not winning... https://t.co/eRwHxUPsfU",0
wm_3157,3157,1.0,0.0,RT @charliehartwell: #WhyIMarch - because women's health care is our nation's health care. @UltraViolet @NRDC @PPact @TheRepProject,1
wm_3158,3158,1.0,0.0,We made history at #womensmarch. Now it’s time to make our voices heard. First up: send a postcard to your Senators https://t.co/LUURDrMPzo,1
wm_3159,3159,1.0,0.0,Super inspired and proud of the women out on the #WomensMarch right now. I love every single one of you.❤ #FemalesAreTheFuture,1
wm_3160,3160,1.0,1.0,"#WomensMarch @realDonaIdTrump Hillary may have lost the fight, but she started a revolution of change! A FAR GREATER ACCOMPLISHMENT !",1
wm_3161,3161,1.0,0.0,This is what AlexBrookLynn is seeing at the #WomensMarch in Washington. What are you seeing? https://t.co/nWQMEDVrLB,1
wm_3162,3162,0.0,1.0,RT @femifisting: The #WomensMarch fights the Patriarchy reducing women to their genitals! https://t.co/1UTZtn6UBV,0
wm_3163,3163,0.0,0.0,The latest A Frugal Girl's Diary of Info! https://t.co/byAO6NOhDr Thanks to @camibmd #ad #womensmarch,1
wm_3164,3164,1.0,1.0,RT @lemonadenormani: Here's what you can do next! https://t.co/qFyTkQQE5C,1
wm_3165,3165,0.0,0.0,RT @LouisLavo: Trump is pathetic \n#WomensMarch,1
wm_3166,3166,1.0,0.0,@vincentdonofrio @womensmarch Thank you!,1
wm_3167,3167,0.0,0.0,Stop Asking What The Women’s March Is “About” .@shanisilver .@womensmarch https://t.co/jcPe9HaQXN,1
wm_3168,3168,1.0,0.0,"Me, too. https://t.co/doRgUrF0H7",1
wm_3169,3169,1.0,0.0,Shout out to all of the Supermen &amp; boys' support at the #WomensMarch!💪🏾 We❤️you! #feministmen… https://t.co/tT5KctmmOg,1
wm_3170,3170,1.0,0.0,"RT @ErinSchrode: We chose to stand up, march + gather together. We will become our own collective moral compass. Amazing LGBTQI 🏳️‍🌈 activi…",1
wm_3171,3171,1.0,0.0,RT @curtisstigers: THIS IS THE FUNNIEST PHOTO OF THE DAY! https://t.co/CigH8pUb64,1
wm_3172,3172,1.0,0.0,me in the future probably https://t.co/27V5RCsetQ,1
wm_3173,3173,1.0,0.0,RT @UFCW: RT @richards_andy: Members of @UFCW out in full force today for the #WomensMarch. #1uwomen https://t.co/zpRsMn9ePu,1
wm_3174,3174,0.0,0.0,Don't do this. Don't. https://t.co/TAU0tl4GsF,1
wm_3175,3175,1.0,1.0,The law enforcement officers in Cincinnati were so calm and friendly. They knew there wouldn't be a problem. #MarchOnWashington #womensmarch https://t.co/2YjBPVR3Qf,1
wm_3176,3176,1.0,0.0,Look at all the pussy hats! https://t.co/mjG0MusIZo,1
wm_3177,3177,1.0,0.0,"RT @EJDionne: A few great signs from the #WomensMarch: \n\I Can See Russia from Here.\"" https://t.co/WuLzIjKliB""",1
wm_3178,3178,0.0,0.0,"Hey Donald, I suppose all of these people are \professional protesters\"" being paid by the DNC, right? #WomensMarch https://t.co/sPlEwsZP3U""",1
wm_3179,3179,1.0,0.0,This is a fantastic statement from around the world. Hope you are clever enough to understand the message @POTUS @VP https://t.co/hUvpEfghuP,1
wm_3180,3180,1.0,0.0,RT @sladams3: @Hopes119 @ashleycarey @d_seaman #madonna 's ride is waiting. #WomensMarch #nastywomen https://t.co/sekT9geuv3,1
wm_3181,3181,0.0,0.0,Activism that is raced as Black is subject to state violence &amp; is inevitably accused of causing that very violence. #BLM #WomensMarch,1
wm_3182,3182,1.0,0.0,RT @avengerstan: united we stand #WomensMarch,1
wm_3183,3183,0.0,0.0,"RT @SharonGibson3: That's true, Gloria. But Donald Trump apparently hasn't read the Constitution to know this. (He's not a reader, he says.…",1
wm_3184,3184,1.0,0.0,RT @WatchCTVNews: LIVE NOW: Thousands attend #WomensMarch in Washington. https://t.co/iIORuPkcCT https://t.co/tp7juSkqan,1
wm_3185,3185,1.0,0.0,A peaceful transfer of power does not mean a passive one. 🙌🏼 #WomensMarch #womensmarchny https://t.co/AbNOdSDkAM,1
wm_3186,3186,1.0,0.0,"RT @cherrigregg: \peace, love and a sound mind\"" - message to #PresidentTrump, peaceful #womensmarchphilly @KYWNewsradio @CBSPhilly @womensm…""",1
wm_3187,3187,0.0,0.0,#seanspicer ru kidding. LIAR. You say what was not really is -- and what is is really not. to quote DJT - SAD #WomensMarch,1
wm_3188,3188,0.0,1.0,"RT @MayaErgas: \#Immigrants are welcome here\"" #WomensMarch https://t.co/NsCtbWv3E5""",1
wm_3189,3189,1.0,0.0,"RT @drapedinhistory: Green &amp; purple were the colors donned by suffragettes to rally their cause, as seen on this March of the Women 1911 so…",1
wm_3190,3190,0.0,1.0,RT @4n0nybisRex: @muzikgirl11 Been posting this all day. #womensmarch organizer supports #sharialaw @AZroadunner @walton12170 @mflynnJR @PO…,0
wm_3191,3191,1.0,0.0,"\Nothing ever goes away until it teaches us what we need to know\"" - Pema Chodron #talkwithabby #Womensmarch #higherlovefor2017""",1
wm_3192,3192,0.0,1.0,"At the \#Womensmarch\"" a man punched a woman in the face, and the women defended him and victim blamed her because reasons.. https://t.co/Nype8b4eTK""",0
wm_3193,3193,0.0,1.0,She's a Disrespectful Human Don't disrespect @POTUS or @SecretService ... She's All About Herself What a B 👎🏼💩 https://t.co/R7QuSgkNTw,0
wm_3194,3194,1.0,0.0,We the people! #WomensMarch https://t.co/eK4e6BpC1w,1
wm_3195,3195,1.0,1.0,@kristenschaaled We had a couple of thousand earlier today in Leeds (UK) https://t.co/zhtWGDIMAR,1
wm_3196,3196,1.0,1.0,Here's a super supportive puppo participating in the Toronto #WomensMarch today. 13/10... by #cjmitra,1
wm_3197,3197,0.0,0.0,RT @CeciliaCmaida: TEXAS WOMEN STANDING UP AS TRUMP SIGNED TO DELAY VOTERS RIGHTS UNCONSTITUTIONAL LAW SUIT SET FOR TUES! FIGHT VOTER REDIS…,1
wm_3198,3198,1.0,0.0,RT @sweetnonnie: Philadelphia. https://t.co/qsBN9ATlbc,1
wm_3199,3199,0.0,1.0,"@tuns1999 a crowd of women either ignoring or blaming the victim. Shameful anywhere, shameful AND hypocritical at a #womensmarch.",0
wm_3200,3200,1.0,0.0,"\Women deserve respect. Even in locker rooms. #WomensMarch #WomensMarchSanDiego… https://t.co/mEdmspNbCx""",1
wm_3201,3201,1.0,0.0,LEGENDS https://t.co/L9Ca8uwvPr,1
wm_3202,3202,1.0,0.0,"\The light shines in the darkness, and the darkness has not overcome it\"" #westandwithlove #WomensMarch https://t.co/xKzQoH6qwb""",1
wm_3203,3203,1.0,0.0,RT @drDOCTORdrDR: reasonable request from the 4th doctor #womensmarch https://t.co/qdFDcjCDNf,1
wm_3204,3204,1.0,0.0,Love this girl https://t.co/yHvroVyzRe,1
wm_3205,3205,1.0,0.0,I alternated watching the #WomensMarch with burning stuff in the backyard. Showing my masculine side. https://t.co/aRD7QSv5Da,1
wm_3206,3206,1.0,0.0,RT @rolandsmartin: Hey @realDonaldTrump! You want to look at a massive crowd size? Look at the #WomensMarch. Now THAT'S a crowd. Your inaug…,1
wm_3207,3207,1.0,0.0,RT @Torres3203: So many celebrities are standing and speaking out on behalf of human rights \n#WomensMarch https://t.co/EiyTJRq9S5,1
wm_3208,3208,0.0,0.0,"Is there a #WomensMarch happening in Chattanooga? If so, I'm not following the right people and media because I've seen no mention of it.",1
wm_3209,3209,1.0,0.0,RT @Garossino: #ManyWomenAreSaying Trump always lies about how big his things are. \n \n#WomensMarch,1
wm_3210,3210,1.0,0.0,Hail women and all marchers of Boise! You rock out loud! Look at that fucking weather #WomensMarch #boise https://t.co/hwJfcXhpig,1
wm_3211,3211,1.0,0.0,#WomensMarch Trafalgar Square https://t.co/BeWP4djDqq,1
wm_3212,3212,1.0,0.0,"To everyone who made sacrifices to march today, thank you. It was so powerful to see that we are not alone. #WomensMarch",1
wm_3213,3213,1.0,0.0,"RT @K_Beckerle: Incredible photos (really: show of global solidarity) from #WomensMarch-- \Respect existence or expect resistance\"" https://…""",1
wm_3214,3214,1.0,0.0,Little tiny man Trump roars but we are busy marching. Huge! https://t.co/OkmtS7onVt,1
wm_3215,3215,0.0,0.0,"RT @BBC_WHYS: Why did these women from Kenya, India and Germany join the #WomensMarch? https://t.co/szpwEC67md",1
wm_3216,3216,1.0,0.0,Holy crap. This is in the heart of my hometown neighborhood. This is awesome. https://t.co/cMEvqzoEiR,1
wm_3217,3217,0.0,1.0,Protesting for women's rights whilst all wearing the oppressive hijab. Yes of course they ALL choose to wear it - of course they do. https://t.co/sMf4hQIlbn,0
wm_3218,3218,0.0,1.0,Oh so this is even more insane than her tweets. https://t.co/CkY9PtgFLS,0
wm_3219,3219,1.0,0.0,@TomiLahren I can see now why you miss Texas so much https://t.co/E6TH3G8xdx,1
wm_3220,3220,1.0,0.0,love the smile 💕 \n#WomensMarch,1
wm_3221,3221,1.0,0.0,Blah blah blah. I was there. It was glorious. https://t.co/zHBoboRmwr,1
wm_3222,3222,0.0,0.0,RT @bayleyann034: Madonna has two words for the haters..... although ppl will complain #WomensMarch #TheMarchContinues #MarchingForward #Ma…,1
wm_3223,3223,1.0,0.0,RT @KatieQLowes: We made history at #womensmarch. Now it’s time to make our voices heard. First up: send a postcard to your Senators https:…,1
wm_3224,3224,0.0,1.0,My reaction 2 hearing that @jennajameson whose only contribution to world is getting banged in films - is mouthing off against #WomensMarch https://t.co/ku0PBLioJA,1
wm_3225,3225,0.0,1.0,this chick makes me want to take my step fathers guns &amp; shoot her https://t.co/RZo7PJpGT2,0
wm_3226,3226,1.0,0.0,"#womensmarch, @shxrlocked is now trending in #Toronto \n \nhttps://t.co/Eqa859fPtr https://t.co/E6jdkuBAkA",1
wm_3227,3227,1.0,0.0,@womensmarch @SAMputated let's do this! x,1
wm_3228,3228,0.0,0.0,I march in solidarity with the millions of girls worldwide who are denied their right to education #WhyIMarch @hrw https://t.co/HN3hMEAa8S https://t.co/FH1Z2OnFYN,1
