source_id,source_party,source_year,source_original_id,source_major_topic,source_subtopic,source_words,text,gt_policy_topic
cap_party_democratic_6442.0,Democratic,1980.0,6442.0,2,200.0,24.0,"and enact a criminal code which meets the very real concerns about protecting civil liberties, and which does not interfere with existing workers' rights.",Civil Rights
cap_party_democratic_6443.0,Democratic,1980.0,6443.0,2,200.0,46.0,"We call for passage of legislation to charter the purposes, prerogatives, and restraints on the Federal Bureau of Investigation, the Central Intelligence Agency, and other intelligence agencies of government with full protection for the civil rights and liberties of American citizens living at home or abroad.",Civil Rights
cap_party_democratic_6444.0,Democratic,1980.0,6444.0,2,207.0,12.0,Under no circumstances should American citizens be investigated because of their beliefs.,Civil Rights
cap_party_democratic_6445.0,Democratic,1980.0,6445.0,5,500.0,13.0,We support the concept that no employee should be discharged without just cause.,Labor and Immigration
cap_party_democratic_6446.0,Democratic,1980.0,6446.0,2,208.0,9.0,Social and technological changes are threatening our citizens' privacy.,Civil Rights
cap_party_democratic_6447.0,Democratic,1980.0,6447.0,2,208.0,14.0,"To meet this challenge, the Carter Administration has developed the first comprehensive: privacy policy.",Civil Rights
cap_party_democratic_6448.0,Democratic,1980.0,6448.0,2,208.0,32.0,"Under this policy, administrative action has been taken to cut the number of federal files on individuals and legislation has been passed to protect the privacy of telephone conversations and bank accounts.",Civil Rights
cap_party_democratic_6449.0,Democratic,1980.0,6449.0,2,208.0,9.0,In the 1980s we must complete this privacy agenda.,Civil Rights
cap_party_democratic_6450.0,Democratic,1980.0,6450.0,2,208.0,13.0,"Broad legislation must be enacted to protect financial, insurance, medical, and research records.",Civil Rights
cap_party_democratic_6451.0,Democratic,1980.0,6451.0,2,208.0,14.0,We must have these safeguards to preserve a healthy balance between efficiency and privacy.,Civil Rights
cap_party_democratic_6452.0,Democratic,1980.0,6452.0,2,208.0,11.0,The Democratic Party recognizes reproductive freedom as a fundamental human right.,Civil Rights
cap_party_democratic_6453.0,Democratic,1980.0,6453.0,2,208.0,39.0,"We therefore oppose government interference in the reproductive decisions of Americans, especially those government programs or legislative restrictions that deny poor Americans their fight to privacy by funding or advocating one or a limited number of reproductive choices only.",Civil Rights
cap_party_democratic_6454.0,Democratic,1980.0,6454.0,2,208.0,38.0,"Specifically, the Democratic Party opposes involuntary or uninformed sterilization for women and men, and opposes restrictions on funding for health services for the poor that deny poor women especially the right to exercise a constitutionally-guaranteed right to privacy.",Civil Rights
cap_party_democratic_6455.0,Democratic,1980.0,6455.0,2,208.0,32.0,"Federal legislation is also necessary to protect workers from the abuse of their fights and invasion of their privacy resulting from increased employer use of polygraphs and other so-called ""truth test"" devices.",Civil Rights
cap_party_democratic_6456.0,Democratic,1980.0,6456.0,2,208.0,19.0,Workers should have the right to review all records retained by their employers relating to medical and employment information.,Civil Rights
cap_party_democratic_6457.0,Democratic,1980.0,6457.0,2,200.0,24.0,"One of President Carter's highest priorities has been to increase significantly the number of women, Blacks, Hispanics and other minorities in the federal government.",Civil Rights
cap_party_democratic_6458.0,Democratic,1980.0,6458.0,2,200.0,4.0,That has been done.,Civil Rights
cap_party_democratic_6459.0,Democratic,1980.0,6459.0,2,200.0,19.0,"More women, Blacks and Hispanics have been appointed to senior government positions than during any other Administration in history.",Civil Rights
cap_party_democratic_6460.0,Democratic,1980.0,6460.0,2,202.0,15.0,"Of the six women who have served in Cabinet positions, three have been Carter appointees.",Civil Rights
cap_party_democratic_6461.0,Democratic,1980.0,6461.0,2,200.0,22.0,"More women, Blacks and Hispanics have been appointed to federal judgeships during the Carter Administration than during all previous Administrations in history.",Civil Rights
cap_party_democratic_6462.0,Democratic,1980.0,6462.0,2,202.0,11.0,"Of the 39 women federal judges, 35 have been Carter appointees;",Civil Rights
cap_party_democratic_6463.0,Democratic,1980.0,6463.0,2,201.0,21.0,"of the 38 Black federal judges, 19 have been Carter appointees; of the 14 Hispanic judges, 5 have been Carter appointees.",Civil Rights
cap_party_democratic_6464.0,Democratic,1980.0,6464.0,2,200.0,5.0,This record must be continued.,Civil Rights
cap_party_democratic_6465.0,Democratic,1980.0,6465.0,2,200.0,27.0,The Democratic Party is committed to continue and strengthen the policy of appointing more women and minorities to federal positions at all levels including the Supreme Court.,Civil Rights
cap_party_democratic_6466.0,Democratic,1980.0,6466.0,2,205.0,25.0,"Great strides have been made toward ending discrimination against the handicapped, through increased employment and education opportunities and greater access to public facilities and services.",Civil Rights
cap_party_democratic_6467.0,Democratic,1980.0,6467.0,2,205.0,17.0,"In the 1980s, we must continue to work towards the goals of eliminating discrimination and opening opportunities.",Civil Rights
cap_party_democratic_6468.0,Democratic,1980.0,6468.0,2,205.0,13.0,All federal agencies must complete their Section 504 regulations and implement them effectively.,Civil Rights
cap_party_democratic_6469.0,Democratic,1980.0,6469.0,2,205.0,9.0,We must continue to expand opportunities for independent living.,Civil Rights
cap_party_democratic_6470.0,Democratic,1980.0,6470.0,2,205.0,19.0,The Fair Housing Act and Title VI of the Civil Rights Act must be amended to include the handicapped.,Civil Rights
cap_party_democratic_6471.0,Democratic,1980.0,6471.0,2,205.0,15.0,We must face the task of making federal facilities and modes of transportation fully accessible.,Civil Rights
cap_party_democratic_6472.0,Democratic,1980.0,6472.0,5,502.0,15.0,"Job opportunities and job training for the handicapped, including apprenticeship training programs, must be expanded.",Labor and Immigration
cap_party_democratic_6473.0,Democratic,1980.0,6473.0,2,205.0,16.0,We must make the most basic American civil rightââ âÃthe right to voteââ âÃfully available to the handicapped.,Civil Rights
cap_party_democratic_6474.0,Democratic,1980.0,6474.0,20,2030.0,21.0,Dr. Martin Luther King Jr. led this nation's effort to provide all of its citizens with civil rights and equal opportunities.,Government Operations
cap_party_democratic_6475.0,Democratic,1980.0,6475.0,20,2030.0,16.0,"His commitment to human rights, peace and non-violence stands as a monument to humanity and courage.",Government Operations
cap_party_democratic_6476.0,Democratic,1980.0,6476.0,20,2030.0,19.0,"To honor this outstanding national leader, we must enact legislation that will commemorate his birthday as a national holiday.",Government Operations
cap_party_democratic_6477.0,Democratic,1980.0,6477.0,12,1208.0,14.0,"Each year, 3 to 6 million Americans are injured in acts of domestic violence.",Law and Crime
cap_party_democratic_6478.0,Democratic,1980.0,6478.0,12,1208.0,38.0,"To combat this violence the Carter Administration has initiated a government-wide effort to assist and educate victims and rehabilitate victimizers, including:ââ Â¬ÃªThe formation of a new Office of Domestic Violence in the Department of Health and Human Services; and",Law and Crime
cap_party_democratic_6479.0,Democratic,1980.0,6479.0,12,1207.0,17.0,ââ Â¬ÃªAmendments to the Child Abuse Prevention and Treatment Act which provides funds to state and community groups.,Law and Crime
cap_party_democratic_6480.0,Democratic,1980.0,6480.0,12,1207.0,12.0,The President has signed the Protection of Children Against Sexual Exploitation Act;,Law and Crime
cap_party_democratic_6481.0,Democratic,1980.0,6481.0,12,1208.0,10.0,HUD has developed demonstration projects for shelters for battered women:,Law and Crime
cap_party_democratic_6482.0,Democratic,1980.0,6482.0,12,1208.0,19.0,the Community Services Administration has established a pilot Family Crisis Center Program to assist low-income battered women and children;,Law and Crime
cap_party_democratic_6483.0,Democratic,1980.0,6483.0,12,1208.0,15.0,and the U.S. Commission on Civil Rights held a Consultation on Battered Women in 1978.,Law and Crime
cap_party_democratic_6484.0,Democratic,1980.0,6484.0,12,1208.0,22.0,"Existing federal programs have been coordinated through the Interdepartmental Committee on Domestic Violence, chaired by the Secretary, of Health and Human Services.",Law and Crime
cap_party_democratic_6485.0,Democratic,1980.0,6485.0,12,1208.0,28.0,"The Democratic Administration must continue to support the passage of the legislation before the Congress, HR 2977, which would provide direct, immediate assistance to victims effectively and sensitively.",Law and Crime
cap_party_democratic_6486.0,Democratic,1980.0,6486.0,21,2105.0,35.0,"We must be firmly committed to self-determination for the Virgin Islands, Guam, American Samoa and the Northern Mariana Islands, and vigorously support the realization of whatever political status aspirations are democratically chosen by their peoples.",Public Lands
cap_party_democratic_6487.0,Democratic,1980.0,6487.0,21,2105.0,27.0,"The unique cultures, fragile economies, and locations of our Caribbean and Pacific Islands are distinct assets to the United States which require the sensitive application of policy.",Public Lands
cap_party_democratic_6488.0,Democratic,1980.0,6488.0,21,2105.0,29.0,"We are committed to pursuing initiatives we have begun to stimulate insular economic development, enhance treatment under federal programs, provide vitally needed special assistance and coordinate and rationalize policies.",Public Lands
cap_party_democratic_6489.0,Democratic,1980.0,6489.0,21,2105.0,10.0,These measures will result in greater self-sufficiency and balanced growth.,Public Lands
cap_party_democratic_6491.0,Democratic,1980.0,6491.0,21,2105.0,49.0,"The Democratic Party respects and supports the desire of the people of Puerto Rico to associate, by their own will freely expressed in a peaceful and democratic process, in permanent union with the United States either as a commonwealth or as a state, or to become an independent nation.",Public Lands
cap_party_democratic_6492.0,Democratic,1980.0,6492.0,21,2105.0,33.0,"We are also committed to respect the cultural heritage of the people of Puerto Rico and to the elimination of discriminatory or unfair treatment of Puerto Ricans, as American citizens under federal programs.",Public Lands
cap_party_democratic_6493.0,Democratic,1980.0,6493.0,21,2102.0,18.0,The Carter Administration has upheld and defended the historic special relationship between the federal government and Indian tribes.,Public Lands
cap_party_democratic_6494.0,Democratic,1980.0,6494.0,21,2102.0,25.0,"In addition, it has strongly supported the policy of self-determination and the right to practice the ancestral religions that are important to many tribal members.",Public Lands
cap_party_democratic_6495.0,Democratic,1980.0,6495.0,21,2102.0,30.0,More than $24 million over the next ten years has been committed to assist Indian tribes with energy resources in making decisions about the development and protection of these resources.,Public Lands
cap_party_democratic_6496.0,Democratic,1980.0,6496.0,21,2102.0,26.0,The Administration has firmly reiterated its fundamental opposition to the policy of termination which was so detrimental to Indians and their relationship with the federal government.,Public Lands
cap_party_democratic_6497.0,Democratic,1980.0,6497.0,21,2102.0,21.0,These policies must continue as the federal government finds better means of dealing effectively and compassionately with Indian tribes and individuals.,Public Lands
cap_party_democratic_6498.0,Democratic,1980.0,6498.0,21,2102.0,8.0,The federal government must honor its treaty commitments.,Public Lands
cap_party_democratic_6499.0,Democratic,1980.0,6499.0,21,2102.0,19.0,"The federal government must redouble its efforts to improve the housing, health care, education and general welfare of Indians.",Public Lands
cap_party_democratic_6500.0,Democratic,1980.0,6500.0,21,2102.0,26.0,"Finally, the federal government must work as an equal partner with tribes as they decide for themselves the best means of managing their substantial energy resources.",Public Lands
cap_party_democratic_6501.0,Democratic,1980.0,6501.0,9,900.0,16.0,President Carter has stated that the composition of American society is analogous to a beautiful mosaic.,Immigration
cap_party_democratic_6502.0,Democratic,1980.0,6502.0,9,900.0,18.0,Each separate part retains its own integrity and identity while adding to and being part of the whole.,Immigration
cap_party_democratic_6503.0,Democratic,1980.0,6503.0,9,900.0,5.0,America is a pluralistic society.,Immigration
cap_party_democratic_6504.0,Democratic,1980.0,6504.0,9,900.0,15.0,"Each of us must learn to live, communicate, and cooperate with persons of other cultures.",Immigration
cap_party_democratic_6505.0,Democratic,1980.0,6505.0,9,900.0,9.0,Our public policies and programs must reflect this pluralism.,Immigration
cap_party_democratic_6506.0,Democratic,1980.0,6506.0,9,900.0,18.0,"Immigrants from every nation and their descendants have made numerous contributions to this country, economically, politically and socially.",Immigration
cap_party_democratic_6507.0,Democratic,1980.0,6507.0,9,900.0,18.0,They have traditionally been the backbone of the labor movement and an integral part of the Democratic Party.,Immigration
cap_party_democratic_6508.0,Democratic,1980.0,6508.0,9,900.0,8.0,Ethnic Americans share the concerns of all Americans.,Immigration
cap_party_democratic_6509.0,Democratic,1980.0,6509.0,9,900.0,18.0,"They too are concerned about decent housing, health care, equal employment opportunities, care of the elderly, and education.",Immigration
cap_party_democratic_6510.0,Democratic,1980.0,6510.0,9,900.0,10.0,"In addition, ethnic Americans have some concerns of their own.",Immigration
cap_party_democratic_6511.0,Democratic,1980.0,6511.0,9,900.0,12.0,They want to preserve the culture and language of their former homeland.,Immigration
cap_party_democratic_6512.0,Democratic,1980.0,6512.0,9,900.0,33.0,"They want to be integrated into the political, social and economic mainstream of American society, but at the same time they are concerned about the foreign policy issues that affect their native countries.",Immigration
cap_party_democratic_6513.0,Democratic,1980.0,6513.0,9,900.0,10.0,We as a nation must be sensitive to their concerns.,Immigration
cap_party_democratic_6514.0,Democratic,1980.0,6514.0,9,900.0,17.0,President Carter established the Office of Ethnic Affairs and charged it with a broad and diverse mission.,Immigration
cap_party_democratic_6515.0,Democratic,1980.0,6515.0,9,900.0,35.0,"The predominant functions of the office are to link the Administration and its ethnic constituents, to foster the concept of pluralism, and to enable all Americans to partake equally in the American way of life.",Immigration
cap_party_democratic_6516.0,Democratic,1980.0,6516.0,19,1929.0,14.0,"Almost 3 million American citizens live overseas, both as government employees and private citizens.",International Affairs
cap_party_democratic_6517.0,Democratic,1980.0,6517.0,19,1929.0,19.0,We know only too well the dangers and sacrifices some of these government officials face in serving their country.,International Affairs
cap_party_democratic_6518.0,Democratic,1980.0,6518.0,19,1929.0,23.0,"With the threat of terrorism and political unrest always present, we are committed to improving the security of our embassies and missions abroad.",International Affairs
cap_party_democratic_6519.0,Democratic,1980.0,6519.0,19,1929.0,25.0,Our government must work with other governments to ensure that Americans are protected while performing their vital duties in the interest of the United States.,International Affairs
cap_party_democratic_6520.0,Democratic,1980.0,6520.0,19,1929.0,34.0,We also recognize the contributions of private citizens living overseas in bringing American ideals and culture to other lands and in helping the U.S. economy by promoting exports and increased trade with other countries.,International Affairs
cap_party_democratic_6521.0,Democratic,1980.0,6521.0,18,1803.0,30.0,"The President's Export Council has recommended that in order to encourage American exports and redress trade imbalances, the United States should conform with the practices of other major trading nations.",Foreign Trade
cap_party_democratic_6522.0,Democratic,1980.0,6522.0,19,1929.0,21.0,"Existing disincentives should be removed, so that Americans working abroad can compete more equitably and effectively with citizens from other nations.",International Affairs
cap_party_democratic_6523.0,Democratic,1980.0,6523.0,19,1929.0,29.0,The Administration must continue to support changes in the law which make it simpler for American parents to ensure that their children born overseas are not denied U.S. citizenship.,International Affairs
cap_party_democratic_6524.0,Democratic,1980.0,6524.0,19,1929.0,18.0,We also believe that Medicare should be made available to Americans abroad who are eligible for Social Security.,International Affairs
cap_party_democratic_6525.0,Democratic,1980.0,6525.0,20,2000.0,12.0,"The Democratic Party has long stood for an active, responsive, vigorous government.",Government Operations
cap_party_democratic_6526.0,Democratic,1980.0,6526.0,20,2002.0,18.0,Democrats of our generation have a special obligation to ensure that government is also efficient and well managed.,Government Operations
cap_party_democratic_6527.0,Democratic,1980.0,6527.0,20,2002.0,9.0,We understand full well the importance of this obligation.,Government Operations
cap_party_democratic_6528.0,Democratic,1980.0,6528.0,20,2002.0,22.0,We realize that even the most brilliantly conceived federal programs are doomed to failure if they are not intelligently and efficiently managed.,Government Operations
cap_party_democratic_6529.0,Democratic,1980.0,6529.0,20,2002.0,23.0,The kind of government we Democrats stand for is a government that cares and knows how to translate that caring into effective action;,Government Operations
cap_party_democratic_6530.0,Democratic,1980.0,6530.0,20,2000.0,10.0,a government whose heart and head are working in concert.,Government Operations
cap_party_democratic_6531.0,Democratic,1980.0,6531.0,20,2000.0,19.0,Over the last rotor years the Democratic Administration and the Democratic Congress have built a dramatic government reform record.,Government Operations
cap_party_democratic_6532.0,Democratic,1980.0,6532.0,20,2002.0,31.0,"In the years ahead we must carefully implement the changes we have made, and we must pursue additional measures to provide the efficient government the people have a right to expect.",Government Operations
cap_party_democratic_6533.0,Democratic,1980.0,6533.0,15,1525.0,18.0,"Federal regulations are needed to protect consumers and providers in the areas of health, safety, and the environment.",Domestic Commerce
cap_party_democratic_6534.0,Democratic,1980.0,6534.0,15,1500.0,12.0,"Four years ago, however, the overall regulatory machine desperately needed an overhaul.",Domestic Commerce
cap_party_democratic_6535.0,Democratic,1980.0,6535.0,15,1520.0,14.0,"Some rules served only to protect favored industries against competition, at the public's expense.",Domestic Commerce
cap_party_democratic_6536.0,Democratic,1980.0,6536.0,15,1500.0,7.0,Others imposed conflicting or needlessly costly requirements.,Domestic Commerce
cap_party_democratic_6537.0,Democratic,1980.0,6537.0,15,1500.0,10.0,"For decades, the economy has been hamstrung by anticompetitive regulations.",Domestic Commerce
cap_party_democratic_6538.0,Democratic,1980.0,6538.0,15,1500.0,15.0,A Democratic Administration and a Democratic Congress are completing the most sweeping deregulation in history.,Domestic Commerce
cap_party_democratic_6539.0,Democratic,1980.0,6539.0,10,1003.0,18.0,"Actions already taken and bills currently pending are revamping the rules governing airlines, banking, trucking, railroads, and telecommunications.",Transportation
cap_party_democratic_6540.0,Democratic,1980.0,6540.0,10,1003.0,16.0,Airline deregulation in its first year of operation alone has saved passengers over 2.5 billion dollars.,Transportation
cap_party_democratic_6541.0,Democratic,1980.0,6541.0,20,2002.0,16.0,"For the regulatory programs our country does need, the Administration has established a new management system.",Government Operations
cap_party_democratic_6542.0,Democratic,1980.0,6542.0,20,2002.0,23.0,"Under Executive Order 12044, agencies are reviewing and eliminating outdated rules and analyzing the full impact of new rules before they are issued.",Government Operations
cap_party_democratic_6543.0,Democratic,1980.0,6543.0,20,2002.0,14.0,They are developing alternative regulatory approaches which can reduce compliance costs without sacrificing goals.,Government Operations
cap_party_democratic_6544.0,Democratic,1980.0,6544.0,20,2002.0,9.0,They are increasing public participation in the regulatory process.,Government Operations
cap_party_democratic_6545.0,Democratic,1980.0,6545.0,20,2002.0,24.0,"The Regulatory Council is publishing the first government-wide list of upcoming rules, the Regulatory Calendar, and is using it to eliminate conflict and duplication.",Government Operations
cap_party_democratic_6546.0,Democratic,1980.0,6546.0,20,2002.0,13.0,The challenges of the eighties will place great demands on our regulatory system.,Government Operations
cap_party_democratic_6547.0,Democratic,1980.0,6547.0,20,2002.0,15.0,The reforms we have put in place are building machinery that can meet those challenges.,Government Operations
cap_party_democratic_6548.0,Democratic,1980.0,6548.0,20,2002.0,15.0,"However, much work lies ahead to implement the steps we have taken and go further.",Government Operations
cap_party_democratic_6549.0,Democratic,1980.0,6549.0,20,2002.0,16.0,We must continue to conduct an agency-by-agency review to make regulation less intrusive and more effective.,Government Operations
cap_party_democratic_6550.0,Democratic,1980.0,6550.0,15,1500.0,15.0,We must find and remove barriers that prevent steady progress toward competition in each industry.,Domestic Commerce
cap_party_democratic_6551.0,Democratic,1980.0,6551.0,20,2002.0,20.0,"On the management side, we must increase the use of cost-effective regulatory techniques, without adversely affecting worker health or safety.",Government Operations
cap_party_democratic_6552.0,Democratic,1980.0,6552.0,20,2002.0,16.0,We must strengthen our research programs to ensure that we set sensible priorities for regulatory action.,Government Operations
cap_party_democratic_6553.0,Democratic,1980.0,6553.0,20,2002.0,16.0,"We must eliminate those delays, layers of review, and litigation that unduly tie up the process.",Government Operations
cap_party_democratic_6554.0,Democratic,1980.0,6554.0,20,2002.0,16.0,We must make the regulatory process accessible to all members of the public who are affected.,Government Operations
cap_party_democratic_6555.0,Democratic,1980.0,6555.0,20,2002.0,23.0,"We must oppose special interest efforts to undermine the ability of federal agencies to protect consumers, the environment, or public health and safety;",Government Operations
cap_party_democratic_6556.0,Democratic,1980.0,6556.0,20,2002.0,22.0,and efforts to enable federal agencies to override or exempt state or federal protections of the environment or public health and safety.,Government Operations
cap_party_democratic_6557.0,Democratic,1980.0,6557.0,1,107.0,26.0,"In 1976, this Party pledged to seek fundamental tax reform, for we believed that our tax system had lost much of its needed fairness and equity.",Macroeconomics
cap_party_democratic_6558.0,Democratic,1980.0,6558.0,1,107.0,24.0,President Carter honored that pledge by proposing to Congress the most comprehensive and far-reaching set of tax reform proposals ever made by any Administration.,Macroeconomics
cap_party_democratic_6559.0,Democratic,1980.0,6559.0,1,107.0,29.0,"That proposal would have dosed over $9 billion worth of tax loopholes, simplified our tax laws, and provided funds for substantial tax reduction for low and middle income taxpayers.",Macroeconomics
cap_party_democratic_6560.0,Democratic,1980.0,6560.0,1,107.0,11.0,"Once again, we call on Congress to legislate meaningful tax reform.",Macroeconomics
cap_party_democratic_6561.0,Democratic,1980.0,6561.0,1,107.0,22.0,We cannot any longer allow the special interests to preserve their particular benefits and loopholes at the expense of the average taxpayers.,Macroeconomics
cap_party_democratic_6562.0,Democratic,1980.0,6562.0,1,107.0,20.0,"The fight for tax reform must go forward, and the Party pledges to be a part of that important effort.",Macroeconomics
cap_party_democratic_6563.0,Democratic,1980.0,6563.0,1,107.0,15.0,"Therefore, we pledge to seek tax reforms which:ââ Â¬ÃªEncourage savings by low and middle income taxpayers;",Macroeconomics
cap_party_democratic_6564.0,Democratic,1980.0,6564.0,1,107.0,28.0,ââ Â¬ÃªClose tax loopholes which benefit only special interests at the expense of the average taxpayer and use the proceeds to bring relief to low and middle income Americans;,Macroeconomics
cap_party_democratic_6565.0,Democratic,1980.0,6565.0,1,107.0,17.0,ââ Â¬ÃªSimplify the tax code and ease the burden on taxpayers in the preparation of their tax returns;,Macroeconomics
cap_party_democratic_6566.0,Democratic,1980.0,6566.0,1,107.0,11.0,"ââ Â¬ÃªEncourage capital formation, innovation and new production in the United States;",Macroeconomics
cap_party_democratic_6567.0,Democratic,1980.0,6567.0,1,107.0,26.0,"ââ Â¬ÃªCurb tax deductions, like those for three-martini lunches, conventions, first class travel, and other expense account deductions, which encourage consumption, discourage saving, and thus impede productivity;",Macroeconomics
cap_party_democratic_6568.0,Democratic,1980.0,6568.0,1,107.0,9.0,ââ Â¬ÃªEnd tax discrimination that penalizes married working couples; and,Macroeconomics
cap_party_democratic_6569.0,Democratic,1980.0,6569.0,1,107.0,28.0,"ââ Â¬ÃªEnd abuses in the tax treatment of foreign sources, such as special tax treatment and incentives for multi-national corporations that drain jobs and capital from the American economy.",Macroeconomics
cap_party_democratic_6570.0,Democratic,1980.0,6570.0,1,107.0,12.0,Capital formation is essential both to control inflation and to encourage growth.,Macroeconomics
cap_party_democratic_6571.0,Democratic,1980.0,6571.0,1,107.0,26.0,"New tax reform efforts are needed to increase savings and investment, promote the principle of progressive taxation, close loopholes, and maintain adequate levels of federal revenue.",Macroeconomics
cap_party_democratic_6572.0,Democratic,1980.0,6572.0,1,105.0,22.0,The need to restrain federal spending means that every dollar of the budget must be spent in the most efficient way possible.,Macroeconomics
cap_party_democratic_6573.0,Democratic,1980.0,6573.0,20,2002.0,25.0,"To achieve this, the Democratic Partnership has been working to streamline the management of the federal government and eliminate waste and fraud from federal programs.",Government Operations
cap_party_democratic_6574.0,Democratic,1980.0,6574.0,20,2002.0,9.0,Real progress has been made in these important areas.,Government Operations
cap_party_democratic_6575.0,Democratic,1980.0,6575.0,20,2002.0,23.0,"While these reforms have produced substantial savings for the taxpayers, they must be sustained in the coming years to realize their full potential.",Government Operations
cap_party_democratic_6576.0,Democratic,1980.0,6576.0,20,2004.0,16.0,The Civil Service Reform Act can be used to encourage improved productivity of the federal government.,Government Operations
cap_party_democratic_6577.0,Democratic,1980.0,6577.0,20,2002.0,22.0,"More business-like control of our assets, placing the government's operations on a sound financial basis, must be used to produce real savings.",Government Operations
cap_party_democratic_6578.0,Democratic,1980.0,6578.0,20,2002.0,16.0,"Special investigations and improved accounting systems must be used to attack fraud, abuse and wasteful practices.",Government Operations
cap_party_democratic_6579.0,Democratic,1980.0,6579.0,20,2002.0,29.0,"Efforts must be continued to improve the delivery of services to citizens through greater accountability, consolidation and coordination in program administration, and elimination of unnecessary red tape and duplication.",Government Operations
cap_party_democratic_6580.0,Democratic,1980.0,6580.0,20,2012.0,28.0,Under the Nixon-Ford Administration the federal government was closed to all but a privileged few and the public had lost faith in the integrity of its public servants.,Government Operations
cap_party_democratic_6581.0,Democratic,1980.0,6581.0,20,2012.0,41.0,"The Democratic Party takes pride in its long and outstanding record of leadership in opening up the processes of government to genuine participation by the people, and in making government truly responsive to the basic needs of all the American people.",Government Operations
cap_party_democratic_6582.0,Democratic,1980.0,6582.0,20,2012.0,32.0,"For the last four years, the Carter Administration and the Democratic Congress have devoted a great deal of time and resources to opening government processes and ensuring the integrity of government officials.",Government Operations
cap_party_democratic_6583.0,Democratic,1980.0,6583.0,20,2012.0,46.0,"The Ethics in Government Act now requires all senior government officials to make a full financial disclosure and severely limits the ""revolving door"" practice that has developed among former federal employees of representing private parties before the federal agencies in which they recently held significant positions.",Government Operations
cap_party_democratic_6584.0,Democratic,1980.0,6584.0,20,2012.0,23.0,A statutory provision has now been made for the appointment of a special prosecutor in eases of alleged wrong-doing by senior government officials.,Government Operations
cap_party_democratic_6585.0,Democratic,1980.0,6585.0,20,2012.0,22.0,Whistle-blowers in the federal government (those who report waste and illegalities) have now been given special statutory protection to prevent possible retribution.,Government Operations
cap_party_democratic_6586.0,Democratic,1980.0,6586.0,2,208.0,32.0,An Executive Order has been issued significantly reducing the amount of classified information and increasing the amount of classified material to be released over the next decade by about 250 million pages.,Civil Rights
cap_party_democratic_6587.0,Democratic,1980.0,6587.0,20,2012.0,17.0,"As a result of actions such as these, trust and confidence in government officials have been restored.",Government Operations
cap_party_democratic_6588.0,Democratic,1980.0,6588.0,20,2012.0,12.0,"In the coming years, we must ensure full implementation of these initiatives.",Government Operations
cap_party_democratic_6589.0,Democratic,1980.0,6589.0,20,2012.0,21.0,We must also work toward lobby law reform which is needed to ensure full disclosure of Congressional and executive lobbying activities.,Government Operations
cap_party_democratic_6590.0,Democratic,1980.0,6590.0,20,2012.0,11.0,Numerous changes were necessary when the Democrats took office in 1976.,Government Operations
cap_party_democratic_6591.0,Democratic,1980.0,6591.0,12,1201.0,13.0,The essential trust between police officers and the public they protect had deteriorated.,Law and Crime
cap_party_democratic_6592.0,Democratic,1980.0,6592.0,12,1201.0,13.0,Funds committed by Congress had been terribly misspent during the eight Republican years.,Law and Crime
cap_party_democratic_6593.0,Democratic,1980.0,6593.0,12,1201.0,12.0,The Carter Administration has taken solid steps toward correcting this serious problem.,Law and Crime
cap_party_democratic_6594.0,Democratic,1980.0,6594.0,12,1201.0,21.0,It has formalized the relationship between federal and state law enforcement officials to ensure maximum cooperation between federal and state agencies.,Law and Crime
cap_party_democratic_6595.0,Democratic,1980.0,6595.0,12,1205.0,25.0,It has taken long strides toward creating and implementing uniform national guidelines for federal prisons and encouraging state penal institutions to use the same guidelines.,Law and Crime
cap_party_democratic_6596.0,Democratic,1980.0,6596.0,12,1210.0,41.0,"The Democratic Party supports the enactment of a revised federal criminal code which simplifies the currently complex federal criminal law in order to make our federal criminal justice efforts more effective, and repeals antiquated laws while fully protecting all civil liberties.",Law and Crime
cap_party_democratic_6597.0,Democratic,1980.0,6597.0,5,504.0,23.0,"As that effort proceeds, we must ensure that the rights of workers to engage in peaceful picketing during labor disputes are fully protected.",Labor and Immigration
cap_party_democratic_6598.0,Democratic,1980.0,6598.0,12,1201.0,17.0,The Democratic Party affirms the right of sports-men to possess guns for purely hunting and target-shooting purposes.,Law and Crime
cap_party_democratic_6599.0,Democratic,1980.0,6599.0,12,1201.0,7.0,"However, handguns simplify and intensify violent crime.",Law and Crime
cap_party_democratic_6601.0,Democratic,1980.0,6601.0,12,1201.0,29.0,"The Democratic Party supports enactment of federal legislation to strengthen the presently inadequate regulations over the manufacture, assembly, distribution, and possession of handguns and to ban ""Saturday night specials.""",Law and Crime
cap_party_democratic_6602.0,Democratic,1980.0,6602.0,12,1201.0,19.0,"Most important, the government has used its own resources to resolve satisfactorily concerns over the use of deadly force.",Law and Crime
cap_party_democratic_6603.0,Democratic,1980.0,6603.0,12,1201.0,15.0,The Administration has made progress toward the preparation of uniform guidelines for all police departments.,Law and Crime
cap_party_democratic_6604.0,Democratic,1980.0,6604.0,12,1201.0,24.0,They have also utilized the conciliation services available through the Community Relations Service to establish closer working ties among the police and community organizations.,Law and Crime
cap_party_democratic_6605.0,Democratic,1980.0,6605.0,12,1201.0,18.0,The Democratic Party is pledged to continuing its strong record of providing needed assistance to local law enforcement.,Law and Crime
cap_party_democratic_6606.0,Democratic,1980.0,6606.0,12,1201.0,22.0,"The new Law Enforcement Assistance Act, enacted by a Democratic Administration and a Democratic Congress, provides an important framework for this purpose.",Law and Crime
