source_id,source_split,source_row,source_dataset,source_target_mention,text,gt_stance_toward_trump
trump_train_481,train,481,Kawintiranon,0.0,guess tom loves everyone. he wants to be vp. #demdebate,Neutral
trump_train_482,train,482,Titling,1.0,.@realDonaldTrump those Senators know Courage! \n#Donald You Not So Much😆,Oppose
trump_train_483,train,483,mtsd,1.0,Apparently only a natural born citizen can become President. That disqualifies anyone born by Cesarean section. #Trump2016 #TedCruz,Neutral
trump_train_484,train,484,constance,0.0,RT @jamiebgolden: &#8220;We would very much like to be excluded from this narrative.&#8221; Puppet Spokesperson #debatenight,Oppose
trump_train_485,train,485,semeval,0.0,He doesn't care & would have to give up TV gigs anyway to run... loves attention & controversy,Oppose
trump_train_486,train,486,Titling,1.0,@thehill Diversity and Trump in the same sentence? Don't go together.,Oppose
trump_train_487,train,487,mtsd,1.0,#DonaldTrump nvr attacks #HillaryClinton.Does any1 find this extremely strange?He loves attackn #Republicans tho..hmmmm..,Oppose
trump_train_488,train,488,constance,1.0,"RT @RosieGray: Trump has described his campaign at different points today as \\""beyond Brexit,\""\"" then \""\""Brexit Plus,\""\"" and now \""\""Brexit times five\""\""""",Oppose
trump_train_489,train,489,mtsd,1.0,"yes, #Hillary is certainly a liar! \nBut ONLY candidate that has ZERO truths in his Politifact file, either side, is #DonaldTrump \n@ShareThis",Oppose
trump_train_490,train,490,Kawintiranon,1.0,"@USER it’s not very hard to appear more capable and ready than trump, luckily! he’ll make a clown of himself/rant on twitter after anyway 😑",Oppose
trump_train_491,train,491,mtsd,1.0,#DonaldTrump going after Bill? She's already weathered that storm nice try unlike him she's tough #Hillary2016,Oppose
trump_train_492,train,492,Titling,1.0,@CNN @ABC @NYTIMES @WASHINGTONPOST @MSNBC There maybe no way Donald Trump can continue as President of the United States with racist views.,Oppose
trump_train_493,train,493,Kawintiranon,0.0,my other account got shit down for some reason. i am a patriot. please help me get my numbers back. i follow all patriots. #patriots #kag #maga #saveourchildren #savethechildren #iloveamerica,Support
trump_train_494,train,494,Titling,1.0,@BeSeriousUSA. I absolutely unequivocally love president of the United States Donald Trump vice president Pence!!!🇺🇸🇺🇸🇺🇸 God Bless America,Support
trump_train_495,train,495,mtsd,1.0,"#HillaryClinton talking about 'Being Presidential, REALLY? #BillClinton Jag'enOFF on a INTERN in Oval OFFICE was NOT Presidential,#TRUMP2016",Support
trump_train_496,train,496,Kawintiranon,0.0,"#demconvention \n\nok, we are now touching on mass unemployment. \n\nwhy the resistance to designating the unemployed as an eeoc protected class? *many* employers discriminate against those with a gap in their employment history. \n\nlet's end this practice.",Neutral
trump_train_497,train,497,Kawintiranon,1.0,"@USER #biden2020 is not taking guns or defunding police. this is about fraud, something the #trumpcrimefamily is familiar with.",Oppose
trump_train_498,train,498,semeval,1.0,"Notice @realDonaldTrump not saying anything on #CarlosSlim . Not so rich or tough now, huh? Yeah, forgot he's #Mexican huh",Oppose
trump_train_499,train,499,Kawintiranon,0.0,"@USER @USER @USER if you don’t #votebluetosaveamerica , you can say goodbye to:\n👉 medicare \n👉 medicaid \n👉 social security benefits \n👉 rbg’s scotus seat\n👉 womens reproductive rights\n👉 immigration rights HTTP",Oppose
trump_train_500,train,500,mtsd,1.0,How does the left win? They keep #TedCruz and #DonaldTrump fighting with each other for the GOP nomination. AMERICA BE SMART dump these two,Oppose
trump_train_501,train,501,semeval,1.0,@gpacja @TexanJustin @JebBush @Isikoff @realDonaldTrump you're an awful person. Free speech. I'll pray for you're soul.,Oppose
trump_train_502,train,502,mtsd,1.0,"YES! #Hillary2016 Lets Talk About WOMEN,CoverUp's&amp; LIES! You Hillary are a LIAR &amp; #BillClinton IS a Fornicator WHO was IMPEACHed! #TRUMP2016",Support
trump_train_503,train,503,Titling,1.0,"I swear Trump's theme song should be \another one bites the dust\"" what in the World is going on over there #WashingtonApprentice""",Oppose
trump_train_504,train,504,mtsd,1.0,"Obama is \doubling down\"" on his ISIS strategy!? Any 3rd grader knows that 0x0=0. WE HAVE AN ISIOT AS A PRESIDENT. #TRUMP #TRUMP2016 #TEDCRUZ""",Support
trump_train_505,train,505,Titling,1.0,@Salon Paul Ryan better get his head on right. He is as much to blame as TRUMP for the lies and problems we now face. He has no moral compass.,Oppose
trump_train_506,train,506,Kawintiranon,0.0,"@USER #moscowmitchmcconnell says he's proud of the work he's done.\ni always thought he was lying. but, no. he's proud of cheating us. he's proud of taking our hard-earned money &amp; giving it to the lazy rich non-working class.\n#votebidenharris\n#bluewave\n#voteamymcgrath to #ditchmitch2020",Oppose
trump_train_507,train,507,Titling,1.0,@foxandfriends Go for it PRESIDENT TRUMP AND MAGA USAUSAUSA,Support
trump_train_508,train,508,Kawintiranon,0.0,ugh i just love @USER so much #demconvention,Neutral
trump_train_509,train,509,Kawintiranon,0.0,"😂😂😂 do we not like when the socialist, who gained all his wealth through capitalism and our tax dollars, called out audience? \n\n\dem debate: catch up on the highlights from the ninth democratic debate\"" #demdebate HTTP""",Neutral
trump_train_510,train,510,Kawintiranon,0.0,"\wanting a white republican president doesn't make you racist, it just makes you american.\"" — failed congressional candidate joe \""the plumber\"" wurzelbacher #gop""",Neutral
trump_train_511,train,511,constance,1.0,and this folks is how the #trump ship sinks! #DonaldTrump,Oppose
trump_train_512,train,512,constance,1.0,RT @BenSasse: Character matters. @realDonaldTrump is obviously not going to win. But he can still make an honorable move: Step aside & let Mike Pence try.,Oppose
trump_train_513,train,513,Titling,1.0,President Trump 'has betrayed moral fabric of US',Oppose
trump_train_514,train,514,mtsd,1.0,"Dear #DonaldTrump\n\nYour beautiful wife takes a shit too. Cool it!! #RepublicanDebate #HillaryClinton\n\nRegards, \n\nEvery decent #American",Oppose
trump_train_515,train,515,Titling,1.0,This is the best....#ANALOGIES #CATS #NAZIS #DONALD ALL OF IT.,Oppose
trump_train_516,train,516,Kawintiranon,0.0,i want to say thank you 2 all the #resistance ❤🇺🇸 you called me out you followed me you agreed with me and i thank you all. once i heard joe biden and john meachum give hope to my america in their heartfelt speeches i felt peace for the first time. #letsdumpthisasshole #voteblue,Oppose
trump_train_517,train,517,Kawintiranon,1.0,"@USER @USER @USER @USER @USER @USER thanks for the indoctrination attempt, maybe you should consider a lawless area,perhaps no man's land between afghanistan and pakistan, #trump2020 #joebidenisaracist",Support
trump_train_518,train,518,mtsd,1.0,"@MichaelYarnell2 imagine #DonaldTrump on a debate stage with #HillaryClinton. Need I say more, just imagine it for one second. Glorious",Neutral
trump_train_519,train,519,mtsd,1.0,@marklevinshow I'll sacrifice some conservatism in order to have a leader who loves America and will act. #Trump2016 #TedCruz2024 VP,Support
trump_train_520,train,520,mtsd,1.0,HYPOCRITE #Hillary2016! #TRUMP2016 #SEXISM? Hillary YOU have BASHED ALL of #BillClinton's SexualAssault Victims! YOU areNO Defender of WOMEN,Support
trump_train_521,train,521,Kawintiranon,1.0,back during the caucuses i voted for biden. not sure he was even my favorite candidate. i think butigieg would've made a better candidate. he would have been a better debater. but i supported biden because i thought he was the best chance to beat trump.,Oppose
trump_train_522,train,522,constance,0.0,"#Election2016: 1st nominee ever with not 1, but 2 felony trials (pedophile rape, mass fraud) against him begin <1 month before inauguration.",Oppose
trump_train_523,train,523,Titling,1.0,"#IWish Amazing song #Grouplove \Ways to Go\"" #NorthKorea #Trump via @UTubeFamily #nowplaying #TuesdayThoughts""",Neutral
trump_train_524,train,524,mtsd,1.0,50 kids/week backed over. Solution=backup cameras in cars. 90 shot/day.Solution=not gun control #msnbc #FoxNews2016 #DonaldTrump #TedCruz,Neutral
trump_train_525,train,525,Kawintiranon,1.0,“i can relate to so many of you who might be looking for a job” - tiffany trump...yeah right! #rnc2020 #nepotism #rnchaos,Oppose
trump_train_526,train,526,mtsd,1.0,"I'm sorry, but Democrats got Obama and Haley stating their points. Exactly when will Conservatives have a voice? #TedCruz2016 #Trump2016",Support
trump_train_527,train,527,Titling,1.0,NYT POLITICS: Republicans have begun what amounts to a shadow campaign for 2020 — as if President Trump weren’t in…,Neutral
trump_train_528,train,528,Kawintiranon,0.0,"@USER i promise you, this will all be over november 4th .... #politicians like yourself are pushing the #liberal agenda. #houston will not be a #portlandoregon",Neutral
trump_train_529,train,529,Titling,1.0,"DealBook: As Stocks Reach New Heights, What’s Trump Got to Do With It?",Neutral
trump_train_530,train,530,Kawintiranon,0.0,"@USER hey mkh, i’m so sorry fellow patriot, but it has been a week since i initially followed you. if you want, please follow me, and i’ll proudly follow you back asap!! thanks 🇺🇸#maga 🇺🇸 #kag2020",Support
trump_train_531,train,531,Kawintiranon,1.0,so is anyone else getting the pop up menu when going to post a comment to revise-delete-or send? or is it just me and my wonderfully colorful vocabulary? #bidenharris2020 #votebluetosaveamerica #trumpvirusdeathtoll167k #trumpkillsusps #voteoutcorruptgop,Oppose
trump_train_532,train,532,mtsd,1.0,Are there others like me? I keep pulling for a Socialist joke in the primary because I dislike #Hillary so much! #Trump2016,Support
trump_train_533,train,533,Titling,1.0,"Spray painted wall in Phoenix reads \Trump = Satan\""""",Oppose
trump_train_534,train,534,Kawintiranon,0.0,seeing alot of maga hats and the us flag on the way to sturgis! #maga #kag2020 HTTP,Support
trump_train_535,train,535,mtsd,1.0,Funny #HillaryClinton blames #Trump2016 when really ISIS #1 recruitment is is probably video of her epic Fail in #Benghazi @AnnCoulter,Neutral
trump_train_536,train,536,mtsd,1.0,Conservatives should b VERY concernd tht #Rubio came in SO magically close2 #Cruz &amp; #Trump2016. The GOP reveald their hand. #tcot #ccot,Neutral
trump_train_537,train,537,Kawintiranon,0.0,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER there is quite a few more followers. isn’t it wonderful more #truepatriots to vote democratic! #democrats #votebluenomatterwho2020 #votebluetosaveamerica #votebluetoendthisnightmare HTTP,Oppose
trump_train_538,train,538,Kawintiranon,1.0,"i think #chriswallace should shoot #trumpisbroke with a stun gun whenever he doesn't shut up. #debate #debate2020 yeah you #trump2020landslidevictory lovers, he's a loser, a cheater, a liar #votehimout",Oppose
trump_train_539,train,539,mtsd,1.0,Even though I'm voting for #BernieSanders I agree with #HillaryClinton in saying that #DonaldTrump is #ISIS's biggest recruiter.,Support
trump_train_540,train,540,semeval,1.0,@realDonaldTrump it's crazy how cowardly these big corporations are. I swear I'm campaigning for you !!!!!,Support
trump_train_541,train,541,mtsd,1.0,You do know that the majority of the US HATES what was just done to us with the spending bill. #TedCruz #DonaldTrump #BenCarson,Support
trump_train_542,train,542,constance,1.0,So @realDonaldTrump it's ok to talk blithely about sexually assaulting women. What are you teaching your sons and daughters? @IvankaTrump,Oppose
trump_train_543,train,543,Kawintiranon,1.0,@USER trump will embarrass sleepy joe and it wont even be close!!,Support
trump_train_544,train,544,Kawintiranon,0.0,@USER @USER i thought he meant the tape of #joebiden calling troops #stupidbastards,Neutral
trump_train_545,train,545,mtsd,1.0,#HillaryClinton literally makes me sick. I can't think of why anyone with a brain would vote for her #BernieSanders #donaldtrump #IowaTODAY,Neutral
trump_train_546,train,546,Kawintiranon,1.0,@USER @USER the difference is like red and blue! #trump2020,Support
trump_train_547,train,547,Kawintiranon,0.0,"omg it sounded so much like he said “donor”, not “daughter” - and i think that speaks for itself. #rnc2020",Neutral
trump_train_548,train,548,mtsd,1.0,#Racism exist past #DonaldTrump the problem is that it's taught. Stop teaching it and the problem is solved. #DemTownHall #HillaryClinton,Oppose
trump_train_549,train,549,Kawintiranon,0.0,"@USER @USER lies and deflection from a weak inept failed \leader\"". #votebluetosaveamerica #covid_19 #coronavirus #coronaoutbreak #coronaviruspandemic""",Oppose
trump_train_550,train,550,Kawintiranon,1.0,"#rnc2020: if trump wasn’t pres, america’s covid-19 response would have been worse. all the other countries in the world are better off than the us rn. they don’t have dt though 🤔 how are they doing it? #rnchaos #pleaseexplain",Oppose
trump_train_551,train,551,semeval,0.0,I hate it when percent try to out-bitter each other. #UniteBlue,Oppose
trump_train_552,train,552,mtsd,1.0,"POLITICAL TIP - Clinton will become president due to her \hidden agenda\"" deal with corporate america ?? #donaldtrump #hillaryclinton #news""",Neutral
trump_train_553,train,553,mtsd,1.0,#HappyNewYear really you people realize we are going into a new year with either #DonaldTrump or #HillaryClinton as president #Fear4Future,Oppose
trump_train_554,train,554,mtsd,1.0,Just think of all the places #Cruz would prob lump into his #NewYorkValues sentiment.\n\nWe need Patriot UNITY now more than EVER!\n\n#Trump2016,Support
trump_train_555,train,555,semeval,1.0,"@realDonaldTrump you know that middle class is Latino's, right? You just shitted all over that working class you claim to need.",Oppose
trump_train_556,train,556,Titling,1.0,"@manley_valerie @gollum1419_g @realDonaldTrump Good grief woman, this was from days ago. I've moved past. Trump's a pathetic cruel vile ignorant MF'r &amp; mueller will take care of him.",Oppose
trump_train_557,train,557,Titling,1.0,Trump orders review of China's trade practises,Neutral
trump_train_558,train,558,semeval,1.0,"If you live in a Trump building, congratulations on that decision",Support
trump_train_559,train,559,semeval,1.0,"Donald Trump gets the boot from #NBC for calling immigrants rapists and murderers. Hey Donnie, where's your wife from again?",Oppose
trump_train_560,train,560,semeval,1.0,"The only reason people have a problem with @realDonaldTrump is because he speaks the truth, which offends the soft Americans.",Oppose
trump_train_561,train,561,constance,1.0,RT @trackwrestling: Here's the video clip Trump recognizing Gable,Support
trump_train_562,train,562,mtsd,1.0,@DavidMarkDC @CNNPolitics @CNN. R rump wants to spend time ralking about clintons penis hmmm? #Trump2016 #HillaryClinton,Neutral
trump_train_563,train,563,mtsd,1.0,"#DonaldTrump tell us more of ur misogynist fantasies about #Hillary, i.e. her getting \schlonged\"", her \""disgusting\"" bathroom breaks, etc.""",Oppose
trump_train_564,train,564,mtsd,1.0,#TedCruz class act says he still supports Palin after her switcheroo to #Trump2016 Most pols wouldn't do that @ericbolling #WakeUpAmerica,Neutral
trump_train_565,train,565,semeval,1.0,"Considering the fact that Bush was a president of this country, I don't see it a joke that Trump is running ! #Election2016",Support
trump_train_566,train,566,Kawintiranon,1.0,@USER this is how ignorant the demon party is ..... hollywood and music because they live in a fantasy world. lmao! #trump2020 #maga,Support
trump_train_567,train,567,Titling,1.0,@thehill Hasn't Trump and his environmental terrorists already done it? Aren't they trying to kill our children and grandchildren?,Oppose
trump_train_568,train,568,mtsd,1.0,"Neither #Hillary2016 or #Trump2016 will end up as president. Hard to see Bloomberg winning, who does that leave? #Sanders2016? #USintrouble",Oppose
trump_train_569,train,569,mtsd,1.0,So #DonaldTrump it looks like #HillaryClinton was RIGHT when she said #ISIS would use your statement in recruiting video. How about that!,Oppose
trump_train_570,train,570,constance,1.0,RT @elizabethforma: .@realDonaldTrump makes death threats because he's a pathetic coward who can&#8217;t handle the fact that he&#8217;s losing to a girl.,Oppose
trump_train_571,train,571,mtsd,1.0,"\Wow, what a coup 4 #SarahPalin 2 endorse #DonaldTrump over #TedCruz\"" said nobody ever with a triple digit IQ Left of Attila the Hun.""",Neutral
trump_train_572,train,572,Titling,1.0,@Independent Mr Miller was spoiling for a fight to enhance his popularity with Mr Trump and his supporters. Social media suggests he's a Marmite man.,Oppose
trump_train_573,train,573,Kawintiranon,1.0,@USER @USER yes. we are better than this. #bidenharris2020 #dumptrump,Oppose
trump_train_574,train,574,mtsd,1.0,"THER IS NO SUCH THING AS \ISLAM-A-PHOBIA\"". EITHER YOUR CONSCIOUSLY AFRAID OR YOUR JUST PLAIN STUPID. #TRUMP #TRUMP2016 #TEDCRUZ #TEDCRUZ2016""",Support
trump_train_575,train,575,semeval,0.0,"@JonathanHoenig @ericbolling Errant Vanity says up 2 USA about fighting ISIS, ? is choosing when/where ISIS decided we will",Oppose
trump_train_576,train,576,Kawintiranon,1.0,it scares me how many people support trump.,Oppose
trump_train_577,train,577,Kawintiranon,0.0,@USER gave me the chills too... watching it back again and reliving that sinking feeling. heartbreaking.. but never again! we can’t let it happen again. \n\n#votebluetosaveamerica \n#votebluetoendthisnightmare,Oppose
trump_train_578,train,578,mtsd,1.0,Nice foreign policy debate at #DemDebate with substance and knowledge. Nothing about 'carpet bombing' #TedCruz #DonaldTrump,Oppose
trump_train_579,train,579,constance,0.0,RT @ShooterMcGavin_: Do Americans care about Barack Obama's birth certificate #debatenight,Oppose
trump_train_580,train,580,mtsd,1.0,"Anyway, that's about all I'm going to say about that topic(probably shouldn't have even said this much) #Trump2016 #HillaryIsAnonIssue (5/5)",Support
trump_train_581,train,581,Kawintiranon,1.0,@USER this is the real trump.,Neutral
trump_train_582,train,582,mtsd,1.0,Ironic &amp; sad 100 years ago the state primary system emerged to give PROGRESSIVE Republicans a fighting chance! #Trump2016 #Cruz2016,Support
trump_train_583,train,583,mtsd,1.0,"What we need is robot politicians. Like a robot #TedCruz saying Israel is awesome, or a robot #Trump2016 to tell us he'll close the border.",Neutral
trump_train_584,train,584,Titling,1.0,@ChuckGrassley #wakeup and remember u took an Oath 2 #Constitution not 2 the #DONALD #history WON'T B KIND,Oppose
trump_train_585,train,585,mtsd,1.0,#ObamaSpeech consequences: @realDonaldTrump benefits; #Hillary2016 thrown another Obama anvil to lug. #Trump2016 boost. Congrats to Trump.,Support
trump_train_586,train,586,constance,1.0,RT @nia4_trump: &#128680;Reminder&#128680;Incitement of violence at #TrumpRally is manufactured by #ImWithHer #HillarysBullies paid for by Soros Confirmed by #Veritas #Reno,Support
trump_train_587,train,587,mtsd,1.0,"@terrylyn8464 Good. Since it's not my country, I stay neutral when it comes to #Bernie2016 or #Hillary2016 .Just spare us #Trump2016 please.",Oppose
trump_train_588,train,588,Kawintiranon,1.0,@USER #kanyeconjob trump just thinks african americans are going to automatically vote for kanye 🙄 he certainly doesn't give them much credit does he?? don't fall for it he's trying to split the vote between kanye and biden. #votetrumpout #voteblue2020 #gojoe,Oppose
trump_train_589,train,589,mtsd,1.0,Puhlease! Everybody should know Hillary was just rebooting her email server on those long debate bathroom breaks. #Trump2016 #TedCruz,Support
trump_train_590,train,590,mtsd,1.0,"#DonaldTrump says #TedCruz's Canadian birth could be \very precarious\"" for the GOP. @HallieJackson joins me from Iowa, next on #MTPDaily.""",Neutral
trump_train_591,train,591,constance,1.0,RT @HardballChris: If @realDonaldTrump attacks @billclinton tonight it will be the ballgame. #WashUdebate2016 #hardball,Oppose
trump_train_592,train,592,Titling,1.0,Voters to Trump: Never Tweet @CNNPolitics,Oppose
trump_train_593,train,593,mtsd,1.0,Yesterday's skywriting against #Trump2016 by a Repub &amp; the ISIS recruitment vid validating #Hillary2016 brought out the #LibCrib trolls. LOL,Neutral
trump_train_594,train,594,mtsd,1.0,"Politics has become TV. Leadership has become passé. Originality has become huh, what's that?\n#HillaryClinton \n#DonaldTrump \n#Election2016",Support
trump_train_595,train,595,Kawintiranon,1.0,"@USER just followed you, patriot! 🇺🇸\n\ni'm rebuilding for a 3rd time....can y'all help a chick out?!\n\n#trump2020\n#maga",Support
trump_train_596,train,596,mtsd,1.0,#DonaldTrump: 'I will demand an apology from Hillary' please go kick rocks! #HillaryClinton more bullying stay the course we support you!!,Support
trump_train_597,train,597,mtsd,1.0,"#GOPDebate #DonaldTrump #TedCruz Boxing gloves are off, \New York values\"", You don't know New Yorkers. Don't tread on Empire State.""",Oppose
trump_train_598,train,598,Titling,1.0,"I wrote this a year ago, almost to the day.\n\Would Donald Trump reject calls for dictatorial powers?\"" \n #resist""",Oppose
trump_train_599,train,599,Titling,1.0,"Yeah there's a lot of Trump people following other Trump people just suddenly. Trump people don't really do that, strong individuals. Ha ha!",Oppose
trump_train_600,train,600,Kawintiranon,1.0,@USER lol. don't use the word smart to me! trust me it's not a word i associate with trump.,Oppose
trump_train_601,train,601,Kawintiranon,0.0,today the ignorance &amp; racism of the #complicitcorruptgop is on full display:\nthey are sick\n#votethemallout2020\n#votebluetosaveamerica\n#votebluetoendthisnightmare\n\nthese are not patriotic americans\nthey are #whiteprivilege #fakechristians\n@USER\n@USER\n@USER HTTP,Oppose
trump_train_602,train,602,Kawintiranon,0.0,@USER i love you man. thanks for speaking our voice. #resist #bluewave,Oppose
trump_train_603,train,603,mtsd,1.0,I think #BernieSanders could be our President because a lot of people don't want #HillaryClinton or #DonaldTrump in the White House -,Oppose
trump_train_604,train,604,Titling,1.0,"Like the rage of Achilles, #Donald Trump's tweets are sudden, explosive and freighted with…",Oppose
trump_train_605,train,605,Titling,1.0,#coppednews President Trump today,Oppose
trump_train_606,train,606,Kawintiranon,1.0,@USER biden is in far better shape. he can even run walk down steps and ramps. i would like to see trump do that. he would most likely kiss the floor.,Oppose
trump_train_607,train,607,constance,1.0,The cluelessness of @realdonaldtrump right now is astounding.,Oppose
trump_train_608,train,608,Titling,1.0,"@NBCPolitics @NBCNews Of course all options are on the table, because Trump is afraid if they both whip it out in a conference room he'll come up short.",Oppose
trump_train_609,train,609,Kawintiranon,1.0,"@USER the part where donald trump didn't singlehandedly plan, lead, and execute the successful rescue mission was obviously pure fiction #maga",Neutral
trump_train_610,train,610,Titling,1.0,Lawmakers slam President Trump's promise to unleash 'fire and fury' on North Korea,Oppose
trump_train_611,train,611,mtsd,1.0,#DonaldTrump struggled to remain conscious during 3-hour #GOPdebate. #Hillary remained in charge during 9-hour #Benghazi grilling. I ❤️ H!,Oppose
trump_train_612,train,612,semeval,1.0,"@ZekeJMiller @Reince @SharonDay GOP plan to stop Trump? LOL Maybe they can put up loser candidates like Romney, McCain and Jeb!",Support
trump_train_613,train,613,Titling,1.0,"FACTS #donald!!! We don't know all the facts about u, WHERE ARE YOUR TAX RETURNS!!!! #RacistPOTUS",Oppose
trump_train_614,train,614,mtsd,1.0,"Trump and Cruz or Cruz and Trump, either way an unstoppable ticket. Trump eludes to the ticket. Has my support. #Trump2016 #TedCruz #Loveit",Support
trump_train_615,train,615,Kawintiranon,0.0,we the people\ndeserve better\n#buildbackbetter \n#votebluetosaveamerica,Oppose
trump_train_616,train,616,Titling,1.0,@Olivianuzzi Conflict of 'Interest'.Interests R derived frm 'Intentions' &amp; nobody knows others intentions. Trump words often dont portray his intentions.,Support
trump_train_617,train,617,Titling,1.0,"If you said #Hillary &amp; #Donald are the same. If you called her a neoliberal. If y called her Republican lite, y fostered this hell spiral.1/",Oppose
trump_train_618,train,618,Kawintiranon,1.0,here we go...!! massive delays hit postal service under trump's postmaster-general #votebluetosaveamerica\n#votebymail #votersuppression HTTP,Oppose
trump_train_619,train,619,mtsd,1.0,If any other candidate was born n Canada 2 a Canadian mom &amp; Cuban dad @tedcruz wuld attack &amp; tear them apart #Palin #Trump2016 #Cruz #Trump,Support
trump_train_620,train,620,mtsd,1.0,Come On America! Stop selling off your stocks! #DonaldTrump is going to make America great again. If not? #Cruz or #Rubio will,Support
trump_train_621,train,621,Titling,1.0,@TeaPainUSA This is what happens when someone like Trump is given a free pass from press (was never held accountable for lies); from GOP &amp; Delegates.,Oppose
trump_train_622,train,622,semeval,1.0,"The Left fear Donald Trump, BIG TIME! @realDonaldTrump",Support
trump_train_623,train,623,mtsd,1.0,Why 'Rafael Cruz' doesn't use his first name? '\nTed' isn't his first name He should not hide his first name! #TrumpTrain #VoteTrump #TedCruz,Oppose
trump_train_624,train,624,Titling,1.0,#C4News\nIf #Trump now condemns #racists\nmight it sound like self-condemnation?,Oppose
trump_train_625,train,625,constance,1.0,RT @bagniewski: First case of voter fraud in Polk County in twelve years and...wait for it...she's a @realDonaldTrump supporter.,Oppose
trump_train_626,train,626,Kawintiranon,0.0,@USER these attacks all before the debate so that the moderators can focus on these instead of real issues. every question to bernie will be garbage. #democraticdebate,Neutral
trump_train_627,train,627,semeval,1.0,"Props to @nbc, they are connected to Telemundo. Even more impressive they dumped Trump after Univision squabble. #DumpTrump",Oppose
trump_train_628,train,628,mtsd,1.0,"Bob Dole Warns of ‘Cataclysmic’ Losses With #TedCruz, &amp; Says #DonaldTrump Would Do Better @SarahPalinUSA sharing the #booze with Bob #trump",Support
trump_train_629,train,629,Titling,1.0,What's the matter #Donald? Are you afraid the people will find out the truth about your intentions to rid #America of it's #Democracy?,Oppose
trump_train_630,train,630,semeval,1.0,"just want to give a big #shoutout to my #1 man these days, @realDonaldTrump Get 'er done, big guy!!",Support
trump_train_631,train,631,Kawintiranon,0.0,@USER exactly! that's why we must save democracy from dictator don. \n#votebidenharris2020 \n#votebluetosaveamerica,Oppose
trump_train_632,train,632,Kawintiranon,1.0,@USER @USER yeah! don’t kill larry! he’s special! #bewareofpianos #trump2020!!!! HTTP,Neutral
trump_train_633,train,633,semeval,1.0,"Donald Trump is in dire need of a crisis communicator. PR folks, please give him your two cents. #SorryNotSorry",Oppose
trump_train_634,train,634,mtsd,1.0,What a weak #POTUS!! We need a real leader! #foxnews #DonaldTrump #TedCruz #Hannity This president is a joke!! Support 2nd Amendment!!,Support
trump_train_635,train,635,mtsd,1.0,"If #DonaldTrump wants 2 talk abt Bill Clinton b/c he's on the campaign trail,then #TedCruz's children R vulnerable 4 appearing N campaign ad",Neutral
trump_train_636,train,636,mtsd,1.0,"@ChrisChristie Love your moxie, but it's time you back @realDonaldTrump! We must beat #HillaryClinton &amp; he can do it. JOIN US! #Trump2016",Support
trump_train_637,train,637,Kawintiranon,0.0,@USER ppl like this should be treated as enemy combatants &amp; dealt with accordingly. \n#maga \n#endracisim,Support
trump_train_638,train,638,semeval,1.0,"@realDonaldTrump the thing I like about Mr Trump is that if he shoots himself in the foot, he can buy another.",Oppose
trump_train_639,train,639,Kawintiranon,1.0,"@USER please , please pay an artist to make either a sequence of slides or animation that shows all of those historical figures in that painting dragging trump out of the office &amp; tossing him out of the usa. #sundayvibes #americasgreatestmistake #biden2020 #finishtheart HTTP",Oppose
trump_train_640,train,640,Kawintiranon,1.0,@USER i will vote #trump2020 🦅🇺🇸,Support
trump_train_641,train,641,Titling,1.0,"@CNNPolitics So, the White House is a 'dump' and Camp David is 'boring', yet Trump LOVES West Virginia. Strange.",Oppose
trump_train_642,train,642,Kawintiranon,1.0,vote like your life depends on it...\nbecause it does !!!!! 🌊🌊🌊\n#votebluetosaveamerica \n\n#trumppandemic #trumpvirus #trumpliesaboutcoronavirus HTTP,Oppose
trump_train_643,train,643,Titling,1.0,#NORTH #KOREA #NUCLEAR #WAR? \nFAKE? #FakeNews? FAKE WAR?\nDOES #DONALD #TRUMP LOVE To #FIGHT WITH\n#EVERYBODY AS MUCH AS #HE #LOVES #GOLF?,Oppose
trump_train_644,train,644,mtsd,1.0,"In Iowa, #Trump2016 was ahead by 8 points then didn't attend the debate where #Cruz2016 was trampled. Was this a #Trump tactic?\n\n@LOLGOP",Neutral
trump_train_645,train,645,mtsd,1.0,i cant watch #HillaryClinton no more im getting sick from her lying :( and corruption save me from her please #Trump2016 #Carson,Support
trump_train_646,train,646,Kawintiranon,1.0,i dont agree with everything trump says and i hate that. because itd be so much easier to just vote trump and that be it. but i cant. i just dont like trump. :( but i dont like biden either. i like more things liberally then conservatively. ugh idk. this is really just stressing,Oppose
trump_train_647,train,647,Kawintiranon,0.0,"i’ll tell you one thing (among many other things) but one big thing emerges: the #republicannationalconvention is very forward looking in contrast to the very retrospective feel of the #democraticnationalconvention, and elections are all about the future. #maga2020",Support
trump_train_648,train,648,Kawintiranon,1.0,@USER @USER @USER they're not going to win this election regardless of what they do.\n#votebluetosaveamerica\n#bidenbeatstrump \n#bidenforpresident \n#trumpnotfitforoffice \n#dementiadon,Oppose
trump_train_649,train,649,mtsd,1.0,The Democrats can't even trend their debate on Twitter weak. I guess a coronation don't need debates #Trump2016 #foxnews #HillaryClinton,Support
trump_train_650,train,650,mtsd,1.0,#DonaldTrump is such lunatic that he makes even uninspiring #HillaryClinton appear an acceptable choice.,Oppose
trump_train_651,train,651,mtsd,1.0,#We the people's of America do have choice's not to Listens to crazy people's like #DonaldTrump #TedCruz #MarcoRubio and others hate talks.,Oppose
