text,gt_protest_type
"The march started at the amphitheater and ended at the Rotunda.\n\nHundreds of students and Charlottesville community members marched through Grounds Monday night to protest the University and city’s response to the recent white nationalist torchlit march and “Unite the Right” rally.\n\nIn addition to the march, a list of demands signed by multiple University groups was presented and read to those gathered before the marching started. The event started at the amphitheater and ended at the Thomas Jefferson statue north of the Rotunda, where the torchlit march erupted into violence on Aug. 11.\n\n“It was really disturbing to see these people come into this space and acting as if it’s theirs, and scaring people and making them feel unsafe,” Kajsa Foskey, a second-year College student and member of the Black Student Alliance, said in an interview with The Cavalier Daily.\n\n\n\n\n\nThe list of demands included both specific initiatives to be taken as well as ways to enact systemic change. The first demand on the list was that the Confederate plaques on the Rotunda be removed, and the list also included the demand that a “strategic and actionable diversity plan” be issued.\n\nAnother demand — that the statue of Thomas Jefferson be “re-contextualized with a plaque” to include the history of the statue as an “emblem of white supremacy” at the University — brought shouts from the crowd with supporters yelling, “Take it down.”\n\n\n\n\n\nThe organizers of the march asked the entire crowd gathered in the amphitheater to turn and face University President Teresa Sullivan who was seated away from the group as they read the list of demands. Above her, a group of masked demonstrators holding a “crush white supremacy” banner stood on the stone railing.\n\nFollowing behind a “community defense against all fascism” banner and a procession of people injured in the Aug. 12 car attack, the march proceeded past Alderman Library and the University Chapel to the statue of Jefferson where demonstrators filed up the stairs of the Rotunda.\n\nOn the columns of the Rotunda, a banner bearing the Seven Society logo overlooked the crowd announcing that “racism can, will, and must be defeated.”\n\n\n\n\n\n\n\n\n\nMonday night’s “March to Reclaim Our Grounds” was organized by the Black Student Alliance, U.Va. Students United, the Minority Rights Coalition and the National Association for the Advancement of Colored People at U.Va.\n\nThose at the event expressed their desire to expel the notion that Charlottesville stood for the values of white nationalist groups that came to the city.\n\nOther attendees described an attitude of complacency that they believe has existed in the community, something they said shouldn't need violence and hatred to disrupt.\n\n“We sleepwalk, and it is time to wake up,” said Lisa Green, who is a member of Cville Pride. “It shouldn’t take tiki torches for us to wake up.”\n\nOne student, fourth-year Batten and Curry student Diane D'Costa, recounted her first night as a resident of the Lawn, which coincided with the white nationalist march through Grounds. D’Costa heard chants “you will not replace us,” change to “Jews will not replace us,” and knew that as a Jewish woman of color they were targeting her whole identity.\n\nDevin Willis, a second-year College student and BSA secretary, discussed the importance of being honest about the University’s history. He said the story of black students at the University has been a “struggle and resistance.”\n\nLorena Tabrane, a first-year College student who said she lives at the International Residential College, said the events of Aug. 11 and 12 changed her view of the University.\n\n“In a sense, I saw this place as shiny and new, and the events kind of shaded that a little bit,” Tabrane said.\n\n“The events that followed what happened last weekend, with everyone going to the Lawn and uniting against those hate groups definitely gave me a better idea of the University in the sense that before I just thought this was a university like any other,” she added. “But now that I see what the students are capable of in protesting against those hate groups, I feel more comfortable and safer in this community.”\n\nOn Aug. 16, thousands of community members gathered for a peaceful rally and march through Grounds to denounce the recent violence.\n\nNatalie Romero is a second-year College student who was struck by the gray Dodge Challenger that plowed through a crowd of people protesting the “Unite the Right” rally near the Downtown Mall on Aug. 12. She said leading up to the events of the weekend, it took “nothing but a second” for her to choose to come back to Charlottesville before the school year started to counter-protest the “Unite the Right” rally.\n\nShe said in retrospect, she wished more students had turned out to counter-protest the Aug. 11 torchlit march through Grounds organized by white nationalists.\n\n“I wanted to see students there, I wanted to see more solidarity, I wanted to see that there was a group of people behind me waiting to stand up because when I was pushed up against that statue, there was no one there to hold me,” Romero said.\n\n\n\n",MARCH
"JACKSON, MI - About 125 people walked through downtown Jackson on Sunday in support of the city's nondiscrimination ordinance, passed in February and successfully blocked last week by opponents.\n\n\Love rules in Jackson. Love rules in Jackson,\"" the group chanted March 5 at Bucky Harris Park, the final destination.\n\nThe rally began at St. Johns United Church of Christ on Mechanic Street and moved north to Michigan Avenue. Some wore rainbow flags as capes and many carried brightly colored signs marked with \""God doesn't discriminate,\"" \""Resist hate\"" and other slogans.\n\n\""I want to see Jackson attract more residents and more small businesses,\"" said Conner Wood, 22, of Jackson, who helped organize the event. \""I have to be able to tell my friends that they would be welcome here.\""\n\nThe intent was to celebrate the Feb. 7 passage of the ordinance, which extends civil rights protections in Jackson to the LGBT community, and to recruit volunteers and supporters for a campaign to retain the ordinance if placed on the Aug. 2 ballot, Wood said.\n\nLast week, the city verified 368 signatures on petitions signed by nearly 700 people blocking the law, which was to take affect March 9. The petitions were circulated by a group headed by Jackson's three largest Catholic churches.\n\nThe ordinance, the culmination of 20 years of contentious debate in Jackson, prohibits discrimination based on sexual orientation and gender identity in employment, housing and public accommodation.\n\n\""I believe it is just a basic human right,\"" said Sarrah Halstead, 39, who also helped put the Sunday event together. An area movie theater manager, she attended two packed City Council meetings addressing the ordinance and was \""pretty angry\"" to hear of the blocking petitions.\n\n\""I do not understand why someone would oppose this.\""\n\nIt was \""disappointing\"" to see so many people put their names to documents allowing discrimination, Wood said and expressed worry about the possibility residents were motivated by misinformation.\n\n\""It gave a visible reason for why we are here and why we continue to fight,\"" Jackson Pride Center Director Nikki Joly said. \""Hate can't win.\""\n\nThe City Council now has to decide whether to discard of the ordinance or ask citizens to vote on it in August. Council members next meet March 28.\n\nWood does not see the effort to strike down the ordinance as viable.\n\n\""Jackson residents understand that equal protection under the law is good for everybody,\"" said Wood, who moved to the city from Mount Pleasant and speaks highly of Jackson.\n\nHe said he felt \""energized\"" by the Sunday rally, which drew an admirable crowd despite its hasty organization. Planned only in days, word spread quickly via social media.\n\n\""It is only as a united group, a united movement that we can overcome this,\"" Josh Hart read at the start of the event. \""You are not voiceless and we will not be silenced.\""""",MARCH
"CLOSE Paterson Prayer March on Saturday, March 24, 2018.\n\nBuy Photo Ceasefire Paterson Prayer March on Broadway on Saturday, March 24, 2018. (Photo: Michael Karas/NorthJersey.com)Buy Photo\n\nPATERSON — Walter Staton said he was marching for his cousin: Shanaya Cole, who has been missing since December.\n\n\She was only 24 years old,\"" Staton said. \""I want to get the word out in every way possible to find her.\""\n\nCole, mother of a 3-year-old son, disappeared only a few yards from the doorstep of her home at Paterson’s Brook-Sloat Terrace apartment complex on Dec. 4. She has not been seen or heard from since.\n\nStaton, 59, is a member of CeaseFire Paterson, which sponsors the city's annual Prayer March for Peace. More than 100 marchers crisscrossed city streets Saturday, escorted by police cars and motorcycles, as they visited sites where people were killed.\n\nBuy Photo Ceasefire Paterson Prayer March on Broadway on Saturday, March 24, 2018. (Photo: Michael Karas/NorthJersey.com)\n\nPaterson resident Patty McCracken brought her sons Joey, Nathan, Ian, and daughter Maya to the event.\n\n“I’m glad I came today because many people stayed home and watched TV,” Maya, 9, said. “We came to protest guns.”\n\nCoincidental timing\n\nThe march is held each year on the Saturday before the Christian holiday of Palm Sunday. The timing of this year's demonstration coincided with student-led protests held throughout the world to call for an end to gun violence and mass school shootings.\n\nKnown as the March for Our Lives, the protests were organized in the wake of the murders of 14 high school students and three men in Parkland, Florida, last month.\n\nBut in Paterson, violence – and gun violence in particular – is a frequent occurrence.\n\nAfter dropping off a fare near Presidential Avenue, Gradames Gomez, a driver for Svoy Taxi in Paterson, said he was glad to see the march.\n\n“I’ve driven a taxi ever since I moved to Paterson from the Dominican Republic, 23 years ago,” Gomez said. “I’ve been held up at gunpoint twice.”\n\nBuy Photo Takia Davis hugs her cousin Damoni Robertson, 6, during CeaseFire Paterson's annual prayer march. Davis' son Kasir Davis was shot and killed on Auburn Street when he was 16. (Photo: Michael Karas/NorthJersey.com)\n\nThe march began at Cobb Park in the 1st Ward. The crowd moved through the city and stopped and prayed with clergy at sites where people had been shot and killed.\n\nOne of those locations was Clinton and North Main streets, where Nazerah Bugg, a 14-year-old basketball prodigy, was gunned down in September 2014.\n\nThe marchers, who included Bugg's grandmother Jeanette Bugg, stopped at the site where the girl was killed. CeaseFire member Winnie Harrison called out Bugg’s name into a megaphone.\n\nSeveral blocks away, the marchers recognized Sharieff Curry, another victim of violence. The 33-year old lost his life on the corner of North Main and Arch streets in 2014.\n\nThe march ended on the steps of Paterson’s main library branch, on Broadway, where another 100 people were gathered.\n\n100 days\n\nMayor Jane E. Williams-Warren addressed the crowd.\n\n“We’ve come this far by faith,” the mayor said.\n\nPaterson recently marked 100 consecutive days without a fatal shooting.\n\nNext year, said Williams-Warren, \""We want that to be 365 days.”\n\nRead or Share this story: https://www.northjersey.com/story/news/passaic/paterson/2018/03/24/paterson-march-honors-gun-death-victims-and-calls-end-violence/455733002/""",MARCH
"BROOKLYN — A protest began at 4 p.m. in Brooklyn, led by the parents of 15-year-old Benjamin Marshall.\n\nThe rally and march began from the Jay Street/MetroTech station where Marshall was seen on camera being punched by a police officer. It ended at the 84th precinct where the officer who punched him is assigned.\n\nThere was outrage over video from the subway station. As officers tried to break up a large fight, the officer was seen punching Marshall in the face. The family is planning to sue the city.\n\nThe officer has been placed on modified duty while an investigation takes place into his conduct.",MARCH
"GRAYSON, Co., Ky. (WBKO) -- Protesters gathered in the square in Grayson County for a second night in a row. Nearly 100 Black Lives Matter protesters gathered together chanting, “Black Lives Matter\ holding signs in support of the movement.\n\nThe group started the event with a prayer vigil, inviting religious community leaders to pray with the assembly asking for peace and unity.\n\n“We are here to have our voices heard and for people to understand that we are only here to spread awareness and to unify and to not sow discourse and be divided,” said Domeeka, Leitchfield resident who helped organized the event. “We just wanted to bring awareness that racism does happen here.”\n\nDay 2 of Black Lives Matter protests taking place in Grayson County. Civil rights activist Dr. Charles Neblett is expected to speak today. Full recap tonight on 13 News at 10. Posted by Brandon Jarrett on Thursday, June 11, 2020\n\nCivil rights activist Dr. Charles Neblett, a Russellville native was also at the event where he spoke to protesters about his life long battle against racism.\n\n“The job is never done. But we got to keep on fighting. When I see all these young people out here I see hope. Things have gotten better because people are still fighting. You’ve got to put up a good fight and you’ve got to keep on fighting until the day is done,” said Neblett. “People have to have a change of heart. You can pass laws. I’ve seen laws passed, voting rights laws. If you give it time. Nothing is ever won you have to keep at it.”\n\nBLM Grayson County Day 2 (Brandon Jarrett)\n\nBLM Protest Grayson County (Brandon Jarrett)\n\nThe protest ended without incident and was peaceful.\n\nCopyright 2020 WBKO. All rights reserved.""",PROTEST
"Shelby Township — Dozens of demonstrators gathered at Shelby Township offices Wednesday calling for a township trustee and police chief to resign after they posted remarks on social media that protesters have called racist.\n\nBuy Photo Kiarra Coger of Shelby Township holds a sign she painted as people protest against racism on Van Dyke Road near the municipal buildings on Wednesday. (Photo: Robin Buckson, The Detroit News)\n\n.\n\nTrustee John Vermeulen is under fire for a Facebook page featuring a meme last week that portrayed the white mascot of Quaker Oats in bed with Aunt Jemima, the African American woman who represents the syrup brand, in bed together under the phrase \Cant we all just get along.\""\n\nVermeulen wrote \""ROTFLMAO. Talk about being 'politically incorrect’ \"" ROTFLMAO is short for rolling on the floor laughing my a-- off.\n\nThe post has since been removed.\n\nShelby Township police Chief Robert J. Shelide has apologized and was placed on a leave of absence earlier this month as officials investigated inflammatory internet posts that have been attributed to him, including one calling for \""body bags\"" for \""vicious subhumans\"" involved in recent demonstrations over George Floyd, whose death May 25 has sparked protests around the world.\n\n“There are a lot of residents who don’t want the chief of police to be our chief,\"" said Janet Debeau, who has been helping organize protests like the one Wednesday outside of Shelby Township municipal offices on Van Dyke. Debeau said when the chief posted a statement on Twitter, she called the trustees, concerned.\n\n“ ... One trustee, John Vermeulen, answered, and I calmly asked him about this and voiced my opinion, and he hung up on me. That’s what led me to move forward and take it to the next level.\""\n\nOthers worried about the tone it sets in the community when local leaders post controversial comments or memes.\n\n\""Shelby Township has a lot of really good people. But there is a good solid number of very vocal racists in this community,\"" said Navia Mccloud, a protester who said she's lived in the township 15 years. \""It is very hard to live in this community and be a person of color.\""\n\nThe Rev. W.J. Rideout of Metro Detroit-based Defenders of Truth & Justice, who organized the protest Wednesday, said some people \""don't want us out here because we are bringing to light.\""\n\n\""When you bring out their dirty laundry they get upset,\"" he said. \""But that's not gone stop us.\""\n\nHe said protesters want \""the chief of police out and want this Vermeulen out and all the rest of them that are racist and discriminatory people.\n\n\""They gave the chief of police a tap on the wrist.\""\n\nVermeulen and township supervisors did not immediately respond to requests for comment Wednesday night. Shelide couldn't be reached.\n\nSome protesters had signs that said Black Lives Matter and \""racist\"" police officers had to go.\n\nTrump supporters showed up to back the police chief. They gathered across from the protesters as drivers drove past honking horns in support of Trump. One supporter carried an oversize Trump 2020 Keep America Great sign during the demonstration.\n\n\""I think the chief spoke his mind and although he shouldn't have used comments like that, I agree with his beliefs,\"" said Brett Imby, 16, who came with his father, a Trump supporter, to call for the chief to remain. \""I don't think what he did warrants a removal.\""\n\nQuaker Oats announced it plans to retire the Aunt Jemima brand, saying the company recognizes the character’s origins are “based on a racial stereotype.”\n\nOn June 16, Vermeulen and four other trustees suspended Shelide for 30 days and ordered cultural awareness training following controversy over inflammatory comments targeting Black Lives Matter protesters.\n\nRead or Share this story: https://www.detroitnews.com/story/news/local/macomb-county/2020/06/24/protesters-shelby-township-shelide-vermeulen-online-posts/3246837001/""",PROTEST
"Speaking to the crowd, Madison Elmer, one of the event’s organizers, said those present want to make their own choice when it comes to taking safety precautions or closing their businesses, rather than have a government mandate.\n\n“You’re being told to sit down and shut up because your opinion doesn’t matter,” Elmer said. “You’re being told to listen to the professionals, but you know what, you shouldn’t ever stop questioning the professionals. They don’t live your life … they did not include you in this decision.”\n\nAnother speaker at Friday’s rally lamented Evers’ order closing down businesses the state considers non-essential. She said the order has favored big-box stores over those owned by Wisconsin families.\n\n“Society determines what essential businesses are, not our government,” the speaker said, adding that it should be up to individuals to decide where and how they want to shop. Protesters bemoaned the governor’s order for impeding their freedoms to go about daily activities if they want to, despite warnings that a second wave of the novel coronavirus could strike later in the year, killing far more people.",PROTEST
"Thousands now marching in SF against #climatechange pic.twitter.com/Ubxnro79mZ — Cornell Barnard (@CornellBarnard) September 8, 2018\n\nSAN FRANCISCO (KGO) -- Thousands of activists took to the streets of San Francisco Saturday, marching from the Embarcadero to Civic Center to take a stand against climate change.The worldwide demonstration was known as the Rise for Climate, Jobs and Justice.Parent Amber Kerr marched with her two kids. She said she's worried about their future.\They are 2 and 5 years old and the world is going to look a lot different even when they're my age, let alone my grandparents' age,\"" Kerr said.Activists said the day of global action was needed now.\""It's been a year of historic wildfires, there's drought in many parts of the world and sea levels are rising,\"" said May Boeve, the executive director of nonprofit organization 350.org.The march comes days before world leaders, researchers and activists arrive in San Francisco for the Global Climate Action Summit , organized by the UN and Governor Jerry Brown.\""We are here to demand our elected leaders do more about climate change,\"" Boeve added.On Saturday, Gov. Brown signed two bills to block the Trump administration's offshore oil drilling expansion.In a statement, Brown said: \""Today's message to the Trump Administration is simple: not here not now. We will not let the federal government pillage public lands and destroy our treasured coast.\""Some activists said that's not enough because the governor is still approving onshore oil drilling projects in California.\""We need the governor to set a new bar for climate leadership by saying no to oil wells and fossil fuel projects,\"" said Kassie Siegel from The Center For Biological Diversity.Activists said they're planning peaceful protests next Wednesday and Thursday outside the Moscone Center where the climate summit will convene.""",PROTEST
"“It’s not up to students, especially those affected and targeted, to continuously be asked how to solve systems of inequity,” said the BC senior before the march began. “That is not our job and that is not something that we are equipped to do or as equipped to do as others on this campus.”\n\nUndergraduate government president Akosua Opokua-Achampong said she hopes the protest will send a message not only to fellow students, but to the administration to use their authority to make changes.\n\nCHESTNUT HILL — Hundreds of Boston College students, faculty, and staff, many dressed in black and bearing signs supporting the Black Lives Matter movement, marched through campus early Friday afternoon to protest recent racist events at the college.\n\nAdvertisement\n\nOn Friday morning, two posters depicting Uncle Sam and bearing the logo of an online magazine that promotes white supremacy were found on a campus map at the college a few hours before the protest was scheduled to begin at the same location.\n\nUnder Uncle Sam’s image, was the message: “I want you to love who you are/Don’t apologize for being white.”\n\nThe racially diverse group of protesters met at noon in front of Carney Hall, where they lowered their heads and held hands while a campus minister led them in prayer before they marched with fists in the air chanting “black lives matter.”\n\nThe “Silence is Still Violence” march, sponsored by the Undergraduate Government of Boston College and the anti-racism club FACES, was the second protest at the college this week in response to two Black Lives Matter signs being defaced at Roncalli Hall on Oct. 13. Controversy was sparked again last weekend when an image of a burnt Philly cheese steak with the phrase “I like my steak and cheese like I like my slaves” began circulating on social media.\n\nAdvertisement\n\nOn Wednesday several hundred students walked out of classes in a peaceful 20-minute demonstration to voice their denunciation of racism.\n\nSome of the women who lived on the floor where the Black Lives Matter signs were defaced hung signs on their doors to show their solidarity last Friday. Tuesday morning, a BC employee removed about five of them, said Emma Linville, a sophomore who lives on the floor.\n\nLinville said she was home when her sign was taken down by a man wearing a gray BC polo shirt.\n\n“I asked why he did that, and he said he was told to take down any sign that didn’t have the BC stamp of approval,” said Linville.\n\nLinville said she reported the incident to her resident adviser who later e-mailed other students on the floor that the resident director directed staff to not take down any more signs.\n\nBC spokesman Jack Dunn said the incident was “inadvertent” and “limited to that residence hall.”\n\n“A BC residence hall director informed me that members of our residence hall cleaning staff inadvertently took down flyers on student doors during their cleanup rounds,” Dunn wrote in an e-mail.\n\nNicole Diaz, a junior at the college, said administration had also taken down Black Lives Matter signs at Stayer Hall.\n\n“Rather than addressing the perpetrators, they’re blaming victims or people who are susceptible for posting signs,” Diaz said during the march.\n\nWhen asked about the second incident, Dunn e-mailed another statement.\n\nAdvertisement\n\n“We are pleased that several thousand students, faculty, and staff demonstrated their united opposition to racism in a Solidarity March today that was sponsored by BC’s undergraduate student government and the student group FACES. We hope that the March will assist in the healing process given the difficult events of this week,” Dunn wrote in the e-mail.\n\nSophia Eppolito can be reached at [EMAIL].",PROTEST
"“Academic decisions rest with the faculty,” Montemagno said.\n\n“Are we not the actual ones indulging in the academic programs here at the school? As the students, we should have some type of say in what we want our curricula to be. Actually, as the students I feel we should have a large say in what the curricula should be, especially since most of us are taking out loans just to be here,” freshman Jahi Parham said.\n\nStudents questioned the chancellor about the purpose of his restructuring plan. Montemagno responded to a few questions and then said he had to leave for a meeting, but that the students were welcome to stay as long as they liked.\n\nIn a statement emailed to The Southern on Thursday afternoon, Montemagno said, “I continue to believe that SIU Carbondale can bring together the expertise of its faculty to create an innovative institute focused on training culturally competent law enforcement officers. However, I think the ultimate recommendation about whether we go forward should come from the faculty who would lead the delivery of the institute’s programs.”\n\nWhile occupying the chancellor’s office Thursday evening, students launched a website outlining the group’s objectives.\n\n“We are happy to hear that the Chancellor and his administration are not personally committed to seeing the construction of a cop academy on the SIU campus, but kicking the can down the road on this matter is not enough,” a portion of the statement reads. “We need a firm assertion that there will not be a cop academy at SIU. We intend to accept the Chancellor’s hospitality here in his office until we get it. We invite everyone else who opposes the cop academy proposal to join us. Bring snacks.”\n\nLove 8 Funny 10 Wow 2 Sad 1 Angry 26\n\nBe the first to know Get local news delivered to your inbox! Sign up! * I understand and agree that registration on or use of this site constitutes agreement to its user agreement and privacy policy.",PROTEST
"Two religious protesters were escorted off Spring Valley High School property on Wednesday, Jan. 10, 2018. (TamLarnerd/Twitter)\n\nTwo religious protesters were escorted off Spring Valley High School property Wednesday.\n\nClark County School District police helped to remove the protesters from campus, district spokeswoman Kirsten Searer said, adding that they may have been from the Westboro Baptist Church.\n\nThe two men called students homosexuals, fornicators and pornographers and called for them to repent, according to a tweet and video of the protesters sent out by Principal Tam Larnerd.\n\nThe jackholes came back today & were clearly on CCSD property & refused to return to the sidewalk. They called my students homosexuals, fornicators, pornographers, & other nonsense. If you know who they are, please let me know where they work so I can return the favor. #WWJD pic.twitter.com/h3Jt2zoftp — Tam Larnerd (@TamLarnerd) January 11, 2018\n\nThis is at least the second time this school year a campus has been targeted, Searer said. Rancho High School had an issue earlier.\n\nIf protesters are not on district property, there is little the district can do to shoo them. If protesters are on school grounds, they are asked to leave; if they don’t, school staff is instructed to call the school police officer on campus to escort them off campus.\n\nContact Meghin Delaney at 702-383-0281 or [EMAIL]. Follow @MeghinDelaney on Twitter.",PROTEST
"A group of about two-dozen anti-LGBT protesters carried vulgar signs and taunted the Atlanta Pride parade on Sunday, using a bullhorn to urge “wicked, dirty homosexuals” to repent.\n\nThe street preachers – a loose coalition led by Ruben Israel that trolls Pride festivals, sports events and nightclubs – also interrupted the Comedy Showcase hosted by Julie Osborne and harassed participants in the Trans March on Saturday.\n\nThe protests were countered by the Pansy Patrol, which used their giant flowers and noisemakers to try and drown out anti-LGBT activists during the parade. Atlanta Pride officials said the protests did little to disrupt an otherwise successful event.\n\nBut from behind barricades at the intersection of 10th and Peachtree streets where the parade turns into its final stretch, protesters including John McGlynn (top photo) went on and on arguing that homosexuality is a sin. McGlynn carried a fake skull on a stick with a rainbow flag that he called “Linda the Lesbian Labia Licker,” who had already burned in hell.\n\n“We’re here as forgiven sinners, sanctified by the holy ghost, calling all these wicked, dirty homosexuals to repentance and faith in Jesus Christ,” McGlynn said.\n\n“The Bible says they deserve, they are worthy of death,” McGlynn said when asked what should happen to Pride attendees. He added that he hopes they repent.\n\nAnal sex was a hot topic among the protesters, who harassed parade participants and the crowd with questions including, “Where are your diapers?” Protester Vijay Pisini expressed concerned about the impact of anal sex on the anuses of LGBT people and wondered it if would require the use of diapers. “Rectum ripper” was also popular. Pisini attended the Pride parade last year as well.\n\nThe anti-gay protesters are a Pride tradition and have grown more volatile in recent years. In 2016, some of them tried to block participants in the Trans March. A year earlier, a group led by Israel broke from other protesters, interrupted the parade and walked along 10th Street under police escort.\n\nOn Sunday, police officers quickly intervened during a few tense moments when arguments between protesters and Pride attendees grew heated.\n\nMany of the revelers who stopped to engage with the protesters offered hugs and an occasional kiss. Protesters declined those offers. Bubbles also made an appearance on at least one occasion, likewise drawing disdain and anger from protesters.\n\nOne particularly angry protester, who declined to provide her name, called attendees abominations, with a wrath that was hard to miss.\n\n“You’re an abomination, step back nasty lesbo. You’re abomination to God, you’re a shame to your daddy, and your womb will never ever hold children. Shame on you… repent or you are going to perish in hellfire,” she said to one person who told her they are transgender.\n\nOne Pride-goer was brought to tears after seeing the protesters. She said that she had a close friend who committed suicide over people like the protesters. Her friends quickly rallied around her.\n\n“A couple of minutes ago I was starting to tear up,” she said. “My best friend I had, he passed away because of these people.”\n\n“Don’t let them see no fucking tears,” her friend said. “Fuck them, fuck their beliefs. It’s sad, it’s disgusting that they feel that way.”\n\n'I want to come and love my neighbor'\n\nScout Schultz, the LGBTQ student at Georgia Tech killed during a confrontation with campus police last month, was also a topic the protesters addressed.\n\nJoe Justice, who works with Militant Christian Media and took part in the parade protests, said he spoke with Schultz while attending past events with the protesters at Georgia Tech.\n\n“We’ve had interaction with that [person] that was killed by the police. So what motivated [them] to kill [themself]? Are these types of preachers provoking people to kill themselves or are they provoking them to change? I hope that they are provoking change in lifestyle, and not violence, and not self-murder,” Justice said.\n\nRuben Israel (second image), one of the key organizers behind the street preachers, said a love for gay people prompts them to attend Pride.\n\n“We are here because of the gay community. And so as a Christian, I am very concerned and I want to come and love my neighbor, and that’s what we're doing,” Israel said. “Telling them the truth is an act of love. What better way to love our neighbor than to tell them they’re headed to hell if they continue in this sin?”\n\nThe definition of love certainly proved to be one of many areas of disagreement between the protesters and Pansy Patrol.\n\nIn its fifth year, Pansy Patrol is the brainchild of Tom Baker, Don Purcell and their friends. Originally conceived as a way to block the protesters, Pansy Patrol is now a non-profit. In April, HRC Atlanta honored the group for its work.\n\nOn Sunday, about 40 people split the street with protesters, carrying large, colorful flowers to help block the large signs from street preachers.\n\n“I am all about freedom of speech, [but] this is borderline harassment and bullying,” Baker said. “We have come up with a non-violent, pro-active act of love. And we say ‘nothing more than love,’ that’s how we respond.”\n\nAnother counter-protester was Patrick Walker, who has attended Pride dressed as Jesus since 2015.\n\n“I wanted to offer hugs to the protesters. They do not want hugs. And it kind of morphed into everybody was so happy about this, and I just kind of offer hugs to everybody else,” Walker said.\n\n“[The protesters] are not going to be happy, I don’t think. But it’s made everybody else happy,” he added.\n\nAn Atlanta police spokesperson said the parade “went well with no major incidents.”\n\nJamie Fergerson, executive director of Atlanta Pride, likewise shared that Pride weekend went smoothly.\n\n“The Atlanta Pride Committee, staff and volunteers worked closely with the Atlanta Police Department and our vendors to produce another successful event,” Fergerson said in an email. “From our perspective, everything with both the parade and the festival ran smoothly and we are not aware of any major incidents involving protesters.”",PROTEST
"A Gainesville woman who was part of a protest outside of a local Wendy’s restaurant was arrested Saturday morning after police say she refused orders to leave private property and resisted arrest.\n\nPolice said in the report that Sheila Ann Payne, 61, of 545 NW Eighth Ave., was at the Wendy’s at 1711 N. Main St. as part of a protest organized by the Interfaith Alliance for Immigrant Justice and the Alachua County Labor Coalition.\n\nThe protest was organized in response to the fast-food company’s refusal to join the Fair Food Program, a legal agreement between the Florida Tomato Growers and the Coalition of Immokalee Workers that seeks to provide Florida’s tomato workers with better wages and working conditions, according to a news release sent out to media before the event.\n\nPayne, who was recognized by Florida Department of Transportation in 2017 as the Florida School Crossing Guard of the Year, was one of about 40 people who were reported to have attended the event where protesters handed out pamphlets outside the eatery.\n\nPolice said in the report that the restaurant's manager contacted police because the protesters were being unruly and made attempts to enter the business.\n\nAs police were talking to protesters, Payne moved off the public sidewalk and onto the business’s property where she began shouting at police, who asked her to return to the sidewalk, the report said.\n\nPayne refused police commands and continued to defy police even after she was warned that she would be arrested, the report said. Police said she resisted officers’ attempts to place her in handcuffs.\n\nPayne, who declined The Sun’s requests to talk about the incident Sunday, was charged with trespass after a warning and resisting police and was released Sunday morning on her own recognizance.",PROTEST
