source_id,source_row,source_non_comp,source_threatmin,source_threatmin2,text,gt_threat_minimizing
covid_157,157,0.0,0.0,1.0,@SereneApathy @sifeij @nypost the vent lets droplets pass more easily thus defeating the purpose of why mask mandates are in effect. Masks are to protect someone from you not the other way around (at least according to the CDC),0
covid_158,158,1.0,1.0,1.0,Please End The Mask Mandate End The Covid-19 Scam Nothing More Than The Flu and Cold Symptoms. \n \nCongratulations Sir.,1
covid_159,159,1.0,1.0,1.0,"Lockdown orders should be ignored. All businesses, schools, and churches must immediately open. It is time for the largest act of civil disobedience in American history.",1
covid_160,160,0.0,0.0,0.0,"The Supreme Court just tossed out Trump's attempt to overturn Pennsylvania, the same day people started taking the first doses of the COVID vaccine. \n \nHow do you feel today? (gifs only)",0
covid_163,163,0.0,0.0,0.0,"\nAnd they are still working for Trump.""",0
covid_164,164,0.0,0.0,0.0,"Faith-healing church school in Redding CA flouted mask and social distancing rules. It's now the source of a superspreading event, with 274 new cases of #COVID19 so far in less than a week.",0
covid_165,165,0.0,0.0,0.0,"COVID-19 vaccines are here, but what I do is still important. So, I’m masking up, avoiding crowds, staying at least six feet apart from others, and not socializing indoors with people I don’t live with. Vaccines can help, but so can I. #SlowTheSpread",0
covid_166,166,0.0,0.0,0.0,Why are there no biohazard bins for our used masks if this is a pandemic?,0
covid_167,167,1.0,1.0,1.0,"It is time to disobey ALL orders that violate our natural rights. No more curfews, lockdowns, or authoritarian measures. Disobey, resist, defy - open America!",1
covid_168,168,0.0,1.0,0.0,CNN’s Jamie Gangel is saying right now that Tom Cotton told her on Jan. 6 that he asked a staffer to bring him his gun while in lockdown so that he could shoot the rioters if they barged through the door.,1
covid_169,169,0.0,0.0,0.0,"Dear @realDonaldTrump: Why is your rally so small? \n \nAlso, why are the people not social distancing? \n \nAlso also, why are taxpayers paying for your rally?",0
covid_170,170,0.0,0.0,0.0,@JoeBiden Did you leave any N95 masks or just use them up and forget to replenish?,0
covid_171,171,1.0,1.0,1.0,I keep hearing about a 4-6 week nationwide lockdown being instituted in January. \n \nThere is absolutely no science that would back that up &amp; I think we can all agree it would be the final nail in destroying our country’s economy.,1
covid_172,172,0.0,0.0,0.0,"President Trump administered the first covid vaccine, NOT Biden. \nThe media will try to tell you otherwise",0
covid_173,173,1.0,1.0,1.0,"'Empirical data from the U.S., Europe and Japan show that lockdowns don’t eliminate the virus and don’t stop the virus from spreading.'",1
covid_174,174,0.0,0.0,0.0,JUST IN: Vice President Harris receives second dose of COVID-19 vaccine,0
covid_175,175,0.0,0.0,0.0,@Putin_t_Rump @GayleCostner @Rosie_wearamask @JethroMallard @BerniceGatlin1 @kellabel @CatherineResist @PukeonTrump @Henness87 @NedOpposes @DharmaDreamin @classicalricky @MarkDistance @QueenJennie17 @VLF79 @Jennife68158606 @bmcarthur17 @LanceUSA70 @bamableu @rayleengale @johnny_queer @TheOUTFront @GodSend48907264 @czarim1 @MarisolTorresRS @DrT_Crit_Think @fireman452a @WokeAnimal @joesommer @SpiderQueer @DoingJack @TexasGal_98 @RacerxJax @Peatches66 @Canada1Proud @JustANurse99 @baronessMikele @SARA2001NOOR @smom_sara @Liney1103 @embolina95 @lseg1971 @JohnHPiette Now thats a beautiful sight!,0
covid_176,176,0.0,0.0,0.0,Philly announces COVID-19 vaccine sign-up: Here's what we know (and what we don't),0
covid_177,177,0.0,0.0,0.0,CASE IN POINT! I tweeted earlier today that you can social distance and wear masks all the time AND STILL CONTRACT COVID-19. Gillian Turner discusses getting the virus (while her husband stayed negative). Why is this not being covered more on @foxnews?,0
covid_178,178,0.0,0.0,0.0,Remember to: \n \n- Wear a mask \n- Wash your hands \n- Practice social distancing \n \nYour actions can save lives and change the course of this pandemic.,0
covid_181,181,1.0,1.0,1.0,"\nNo. So why are we?""",1
covid_184,184,0.0,0.0,0.0,"\n- @JakeTapper on the President's positive Covid-19 test.""",0
covid_185,185,0.0,0.0,0.0,"We vote for the same reason we wear a mask. Its not fun, exciting, sexy or dramatic. It wont fix everything overnight. Its just a small practical real action you can take to protect your most vulnerable neighbors. Its literally the least you can do. And if we all do it-it works",0
covid_186,186,1.0,1.0,1.0,"'No, no.': Mexican president rejects mask-wearing after COVID-19 recovery a través de @Yahoo",1
covid_187,187,0.0,0.0,0.0,"We have asked WH officials countless times why they don’t wear masks, and they always tell us it’s because they tested negative that day. \n \nBut that doesn’t mean you don’t have COVID-19, and that doesn’t mean you aren’t contagious. \n \nCase/Point.",0
covid_188,188,0.0,0.0,0.0,Will you comply with Biden's request that all Americans wear a mask during the first 100 days of his presidency? \n \nyes yes yes \n👇 👇 👇,0
covid_189,189,0.0,0.0,0.0,"This Sunday on Life, Liberty &amp; Levin, President Trump, “accuses Democrats and media of ‘denigrating’ potential coronavirus vaccine” during interview with Mark Levin @marklevinshow @realDonaldTrump",0
covid_190,190,1.0,0.0,0.0,"@GreengrantsFund @lauragarciac @CWABoulder There is no real vaccine for COVID. We need the courage, strength, and imagination to fight the system.",0
covid_195,195,0.0,0.0,0.0,"\nThey're beyond parody at this point.""",0
covid_196,196,1.0,1.0,1.0,"The science regarding lockdowns is now clear &amp; even the WHO is saying that there has to be a better way to control this virus. \n \nAmerica, let’s open our economy and end all the depression, suicides, drug overdoses and many other problems.",1
covid_197,197,1.0,1.0,1.0,Today’s update on Lockdown Sceptics is here. Includes original paper by @ClareCraigPath and Jonathan Engler demolishing the evidence that asymptomatic carriers can spread the disease and a harrowing piece about the impact of social distancing on children.,1
covid_198,198,0.0,0.0,0.0,"My grandmother learned yesterday she tested positive for #COVID19. She’s survived melanoma, breast cancer, &amp; uterine cancer. I know she’s strong, but I’m scared. And it’s people like her that are hurt most by the incompetence at the highest levels of our govt. Wear a mask. VOTE.",0
covid_199,199,0.0,0.0,0.0,"CNN Hypocrisy 1st \n \nCNN can dish it out but Jeff Zucker &amp; @CNNPR's @MDornic can't take it \n \nFACTS \n✅@KirstieAlley's Veronica's Closet averaged over 10 million viewers, @CNN 1.3 million \n \n✅@ChrisCuomo doesn't wear a mask \n \n✅@CNN downplays virus with jokes &amp; celebrity OPINION",0
covid_200,200,0.0,0.0,0.0,Canada just announced it’ll provide the new Covid vaccine to every Canadian who wants it — for free. \n \nCanada has ordered more vaccines per capita than any other nation. \n \nThey’re planning to donate excess supply to impoverished countries. \n \nHumanity.🌎❤️🇨🇦,0
covid_201,201,1.0,1.0,0.0,"A German children's charity got laboratory tests done on one of the masks typically sold in shops, after it had been worn by a child in school for 8 (!) hours: \n \nResult: 82 bacterial colonies &amp; 4 mould (fungoid) colonies. \n \n#microbiology #hygiene #PublicHealth #COVID19UK",1
covid_202,202,1.0,0.0,1.0,"Some say, ‘if you just wear a mask your state will open up sooner’. \n \nI say: If you just voted Republican, it wouldn’t be closed.",0
covid_203,203,1.0,1.0,1.0,The data coming out seems to indicate that oppressive lockdowns don’t prevent COVID spread \n \nThey only delay it \n \nEnd the tyranny,1
covid_204,204,0.0,0.0,0.0,"#Kentucky #Covid19 New#’s \n \n776 New cases😷 \n \n81,691 Total cases \n \n1,706,551 Total tested \n \n4.59 Positivity rate \n \n14 New losses to Covid19 \n💚💚💚💚💚💚💚💚💚💚💚💚💚💚 \n \n1,269 Kentuckians lost to Covid19😢 \n \n170/90 ICU/Vent🙏🏻 \n \nTBA/TBA Children 5/18yrs younger \nYoungest TBA \n \n#MaskUpKY",0
covid_205,205,0.0,0.0,0.0,"@jezardscribe1 @vickyyyf The pastor was a truther, of sorts. \nThe minister who spread it said it was his religious freedom to not have to isolate or wear a mask. Hired a Florida lawyer to represent him.",0
covid_206,206,1.0,0.0,0.0,They knew mail-in ballots would cause this shit show. It was all about that coronavirus thing that no one has mentioned for three days. I guess mail-in ballots were the real vaccine.,0
covid_207,207,0.0,0.0,0.0,"Dolly Parton donated $1 million to Vanderbilt for vaccine research. \n \nVanderbilt researchers were involved in the Moderna trials. \n \nErgo, Dolly Parton helped cure COVID.",0
covid_208,208,1.0,1.0,1.0,Live now! All the lockdown lunacy of the weekend and more:,1
covid_209,209,0.0,0.0,0.0,"Yes, United States, there is actually a state with a 59.5% test positivity rate, 165 per 100,000 residents with new infections (the 2nd highest in the world and for the pandemic, as well for deaths) and no 😷 mandate.",0
covid_210,210,1.0,1.0,1.0,@AtriumHealth she needs to testify in Raleigh at the NCGA about the epidemic of pyschiatric problems due to the lockdown.,1
covid_211,211,0.0,0.0,0.0,"🚨UPDATE🚨 \n She just died because she would not wear a mask, and the president she loved lied to her.",0
covid_212,212,0.0,0.0,0.0,The highly infectious Covid variant is in Iowa. \n \nOur testing rate is the lowest in the country. \n \nOur positivity rate is among the highest. \n \nAnd vaccine distribution in Iowa is at the bottom. \n \n.@IAGovernor is trying to kill us. \n \n#DefeatKimReynolds2022,0
covid_213,213,0.0,0.0,0.0,"\Everyone should wear a mask. If everyone wore a mask we would dramatically cut down on transmission of #coronavirus,\"" says @ScottGottliebMD. \""The reason why we are asking people to wear masks isn't to protect individuals, it's to protect other people from you.\""""",0
covid_214,214,0.0,0.0,0.0,So once again the direct stimulus payments are contingent on your earnings in 2019 — which has no relevance to our industries being shut down in 2020 DUE TO A PANDEMIC.,0
covid_215,215,1.0,1.0,1.0,The Papadopoulos house won’t be in lockdown for thanksgiving. Neither should yours. This is America,1
covid_216,216,0.0,0.0,0.0,"THREAD: Amazon worker Poushawn Brown, 38, was made to COVID test other workers for several months. She was not given N-95 mask, hazard pay, &amp; social distancing was non-existent. \n \nHer sister told me Poushawn came home recently w/ a headache. She died in bed next morning....",0
covid_217,217,0.0,0.0,0.0,"Auwe! Auwe! Our seniors/kupuna aged 65 to 75 continue to suffer severe illness and hospitalization, dying every day from COVID, because our state leaders refuse to let them get vaccinated. Their lives are precious. Politicians'/leaders' talk is cheap.",0
covid_218,218,1.0,0.0,1.0,HELL NO! It's not legal to require a vaccine for #Covid at all. \n@LLinWood \nIs it a campus or a prison??,0
covid_219,219,0.0,0.0,0.0,New Zealand has announced it will provide the new Covid vaccine to any New Zealander who wants it — free of charge. \n \nThen they went further. \n \nThey're also making the vaccine available to all of their Pacific island neighbors. \n \nHumanity. Leadership.🌎❤️🇳🇿,0
covid_220,220,1.0,1.0,1.0,This second lockdown is to finish off the businesses that made it through the first one!! When there are no jobs left people will then finally be dependent on the government for money and they will have us where they want us!! Businesses need to say NO to these lockdowns!!,1
covid_221,221,0.0,0.0,0.0,"How insane is America in the waning days of Trump? Thousands of Americans are dying every day from COVID, Georgia is in the top 5 for most active cases now, and Trump holds a packed, mostly mask-less rally, doesn’t even mention the pandemic and insists he won the election.",0
covid_222,222,0.0,0.0,0.0,Wowza! \nHmm ...contemplating the #CovidVaccine - \nPeople NEED to be aware of THIS!,0
covid_223,223,0.0,0.0,0.0,"@WhiteHouse @realDonaldTrump As @POTUS, @realDonaldTrump knew Coronavirus was five times as deadly as the flu and more contagious and did NOTHING BUT LIE to America. \nHe killed Americans with HIS PANIC.",0
covid_224,224,0.0,0.0,0.0,@Laurieluvsmolly @Rosie_wearamask @realDonaldTrump I got one. Great aren't they ? ❤,0
covid_225,225,0.0,1.0,1.0,"@jay92110 @jkcarnah Oh look, Jay bunch of numbers, account established September 2020 is against masks during a world wide pandemic.",1
covid_226,226,1.0,1.0,1.0,Wow! So is Dr Fauci &amp; Dr Birx FRAUDS? Has this entire lockdown been about GOVERNMENT CONTROL? 🤬🤬🤬🤬🤬🤬🤬🤬🤬,1
covid_227,227,0.0,0.0,0.0,Hey there #arizona I think it is time to drop the Duce! #recalldougducey @dougducey @AZGOP #MaskUpAZ #MaskMandate #COVID19,0
covid_228,228,0.0,0.0,0.0,Mr. President—this is your last act. \n \nYou will be accountable for this COVID bill and its results. \n \nThe bill MUST help struggling Americans &amp; fund state/local aid &amp; vaccine distribution. \n \nYou're about to exit the stage &amp; the audience always remember the close. \n \nIt's up to you.,0
covid_229,229,1.0,1.0,1.0,"Herd immunity works. Europe is going through a big 2nd Covid wave. . . But not in Sweden, which has remained open. No lockdowns, no masks, schools open, churches open, restaurants at full capacity",1
covid_230,230,0.0,0.0,0.0,Pfizer to begin Covid vaccine clinical trial in pregnant women.,0
covid_231,231,0.0,0.0,0.0,"@skarlamangla That is exactly why. I’m a nurse. N95 masks are fit-tested to each person. It’s not one size fits all. Once you have been fit tested and know what size fits, you can keep with same size but should be fit-tested again periodically as weight changes and aging alter the fit.",0
covid_232,232,0.0,0.0,0.0,"President Biden will formally reinstate COVID-19 travel restrictions on non-U.S. travelers from Brazil, Ireland, the United Kingdom and 26 other European countries... \n \nWhat a bigoted racist am I right?!",0
covid_233,233,1.0,1.0,0.0,"REPORT: COPS will go into Brits' homes and break up CHRISTMAS FAMILY GATHERINGS if they break lockdown rules, police chief warns... \n \nCOMING TO AMERICA UNDER A BIDEN ADMINISTRATION?",1
covid_234,234,1.0,1.0,1.0,"@Random12434 Here as an actual study using actual control groups. It proves masks have no efficacy. Stop wasting your time and money. In addition, having had COVID, I know it’s a nuisance but no big deal. Stop the fear!",1
covid_235,235,1.0,1.0,1.0,Went to do some last minute shopping and everybody is out and about. It's a jungle out there and I love to see it ! \n \nNobody gives a damn about Gavin's lockdowns!! 🇺🇸✊🏽,1
covid_236,236,0.0,0.0,0.0,My son just texted. A fellow student at school just died from Covid. She tested positive and was sent home September 13th. She died in the hospital. Please tell your college kids they’re not indestructible. ❤️ #WearAMask,0
covid_237,237,0.0,0.0,0.0,"As people celebrate, please remember we are in the midst of a raging and resurgent pandemic. Wear masks, keep your distance, live to fight for the future.",0
covid_239,239,0.0,0.0,0.0,@DeAnna4Congress Trump is a public health disaster \n \n#WearAMask,0
covid_240,240,0.0,0.0,0.0,Trump will not stop virus for 50+ days. Very bad. \nAsk local government to mandate masks and dicstance \nClose high traffic areas. \n \nUS hits highest 7-day average of coronavirus cases since the pandemic began - CNN via @GoogleNews,0
covid_241,241,0.0,0.0,0.0,BREAKING: FDA review confirms safety and efficacy of Pfizer coronavirus vaccine,0
covid_242,242,0.0,0.0,0.0,"Got my first dose of COVID vaccine today. Thank you science! \nMask, social distance and hand hygiene. We can beat this! \n#igottheshot",0
covid_243,243,0.0,0.0,0.0,"Buried lede in Notre Dame president's statement about SCOTUS event: \n \nHe says after White House gave guests COVID tests, \we were notified that we had all tested negative and were told that it was safe to remove our masks.\""""",0
covid_244,244,0.0,1.0,0.0,Cambridgeshire heroes helping out with homeschooling during lockdown,1
covid_245,245,1.0,0.0,0.0,Before the election... \n \n1️⃣ Biden was a vaccine denier \n \n2️⃣ Kamala was a vaccine denier \n \n3️⃣ Pelosi denied the American People COVID relief \n \nNow... \n \n➡️ Biden &amp; Harris take Trump Vaccine \n \n➡️ Pelosi finally agrees to COVID relief \n \nBLATANT POLITICS at your expense‼️,0
covid_246,246,1.0,1.0,1.0,And you prove them right when you submit to lockdowns and close your business while #PelosiBlowout takes place. Take our country back Patriots. #FightBack,1
covid_249,249,0.0,0.0,0.0,"\nMy colleagues didn't \""give\"" their lives, @BorisJohnson. Their lives were taken - by you. Your failure to lockdown, to provide proper PPE, to close borders, to be competent.""",0
covid_250,250,0.0,0.0,0.0,"A report in the Washington Post detailed how likely thousands of foreign nationals are traveling to the U.S. to get the coronavirus vaccine, cutting in line before about 280 million Americans who have not yet been vaccinated.",0
covid_251,251,1.0,1.0,1.0,Struck by how breaching of Capitol bldg by jackasses is portrayed as the worst thing that’s ever happened. It was awful but not even close to the years-long destruction of cities by Dem associated gangs &amp; lives &amp; businesses destroyed by hypocritical lockdown-crazed politicians 1/,1
covid_252,252,0.0,0.0,0.0,"I don't know who needs to hear this, but we are still in a global pandemic. 210K Americans have died from #COVID to date. #WearAMask",0
covid_253,253,0.0,1.0,0.0,Lockdown has reduced my booty calls by 100%,1
covid_254,254,0.0,0.0,0.0,WEAR A MASK. WEAR. A. MASK. WEAR IT.,0
covid_255,255,0.0,0.0,0.0,"So let me get this straight: wearing a mask to save lives during a pandemic should be a personal choice, but what a woman does with her own body should be mandated by the government?",0
covid_256,256,0.0,0.0,0.0,EXCLUSIVE: The Trump administration invited the leading Covid-19 vaccine manufacturers to a celebratory “Vaccine Summit” on Tuesday. Neither plans to attend.,0
covid_257,257,1.0,1.0,1.0,3/ People are fed up with #hypocritical leaders. Politicians have to understand the needs of the people and have a balance in their policies. People will not stand for #endlesslockdowns anymore.,1
covid_258,258,1.0,1.0,1.0,Why in the world are vaccines being treated as the holy grail of effective treatments for COVID-19—or even as an effective treatment at all?,1
covid_259,259,0.0,0.0,0.0,"Saw Trump camp complaining about NBC questions, so I looked them up: \n \nWhen did you get sick \nShould you wear a mask \nDo you believe in herd immunity \nWhy share a Bin Laden conspiracy \nDo you denounce QAnon \nWill you accept losing",0
covid_260,260,1.0,1.0,1.0,"Small businesses, family and immigrant-run businesses represent real lives and a living history that NYC, Chicago, DC etc. have destroyed with obscene Covid rules and lockdowns.",1
covid_261,261,0.0,0.0,0.0,"But with different conditions*, the risk is 50X higher \n = 5% chance for each person catching COVID19 \n \n*100 people, ~1ft avg distance, cloth masks, indoor with HEPA filter and 5X ventilation",0
covid_262,262,1.0,0.0,0.0,"According to Speaker Pelosi, healthy Americans must wear masks, close their small businesses, and stay home at all times. \n \nBut a Democrat who tested positive for COVID-19 can travel to DC, vote on the House floor, and is deemed “essential” just to keep Nancy Pelosi in power.",0
covid_263,263,0.0,0.0,0.0,"Now that Trump and Melania have tested positive, Kamala Harris should not debate Pence until he’s tested, and not unless they’re masked and shielded by plexiglass. \n \nBut I do yearn for Kamala to eviscerate Pence about coronavirus Task Force, now more than ever. \n#TrumpHasCovid",0
covid_264,264,0.0,0.0,0.0,@bamableu I dont wish anybody sickness but trump and his administration laugh at wearing mask.they wouldnt social distances.he said the coronavirus will disappear .now he see that he was wrong.,0
covid_265,265,0.0,0.0,0.0,The Biden-Harris plan to get this pandemic under control includes free testing and free vaccines available for everyone.,0
covid_266,266,0.0,0.0,0.0,"One year ago, Wuhan experienced a mysterious cluster of cases of pneumonia. \n \nA year later, we have identified &amp; characterized the virus and developed two effective and safe vaccines and started to administer them. \n \nWe have to stop and appreciate this breathtaking accomplishment.",0
covid_267,267,0.0,0.0,0.0,@camrynglasgow @HeidiKayAZ @GavinNewsom @Disneyland This. Also Orange County has to be in the yellow stage. In order to achieve that everyone needs to wear a mask and listen to guidelines. If we all work together we can reopen the economy faster.,0
covid_268,268,0.0,0.0,0.0,SHUT DOWN LA GOV ASAP! County covid case tracking; only 3.1% of the total confirmed cases can be traced to bars &amp; restaurants; 7.27% traced to government offices &amp; agencies.,0
covid_269,269,0.0,0.0,0.0,Wear a mask. Vote for Biden. Be nice.,0
covid_270,270,1.0,1.0,1.0,"Every week #Desantis trends because people are angry that Floridians are happy and free. Looking at the unfruitful lockdowns of California, there are absolutely no metrics to justify their anger. \n \nDemocrats want more people to suffer in isolation and loneliness, just because.",1
covid_271,271,0.0,0.0,0.0,Retweeting this because: \n#WearADamnMask \n#WearAMask,0
covid_272,272,0.0,1.0,1.0,"@julietast2 @William31324793 @yinonw 😂😂😂 tens of thousands of nurses have been laid off throughout the country. Your literally talking out of your ass right now. Have you even reviewed the lockdown studies to determine their efficacy, or are you making assumptions based off what you’ve been told?",1
covid_273,273,0.0,0.0,0.0,"Because of people who refuse to wear a mask, myself and much of the U.S. military will not be traveling home for the holidays this year to see our families that we have not seen in months, due to COVID spikes and travel restrictions. \n \nWay to support the troops, MAGA!",0
covid_274,274,0.0,0.0,0.0,"More Americans died of COVID19 today than died on 9/11. \n \nAfter that horrendous attack, we restructured our way of life &amp; accepted limits on our freedoms to combat the threat of terrorism. \n \n9/11 was one day. COVID is everyday. \n \nBe a patriot. Wear a mask. Help us end this pandemic.",0
covid_275,275,0.0,0.0,0.0,Pfizer picks Texas for COVID-19 vaccine pilot delivery program. \n \nPfizer announced last week that its COVID-19 vaccine was shown to be 90% effective. \n \nTexas is prepared for swift distribution of this life saving vaccine. \n \n via @KVUE,0
covid_276,276,1.0,1.0,1.0,@Matt_Zawadzki Q'd \nI will not wear a mask.,1
covid_277,277,0.0,0.0,0.0,Someone should speak with the owners at #FirestoneGrill. Absolutely LOVE the place but there is no social distancing and seating is literally back-to-back. @ShareSLO_,0
covid_278,278,1.0,0.0,1.0,"When can we stop Covid testing? What's the point of them? There's no vaccine and most people just get sent home and recover... I'm way passed fatigued with this \ pandemic\"".""",0
covid_279,279,0.0,0.0,0.0,#WEWS explored #Ohio's plan to vaccinate this population last week when it became clear that the state was relying on the honor system to vaccinate people with these conditions. \n \n#COVID #vaccine,0
covid_280,280,0.0,0.0,0.0,"Taxpayers paid for 100% of Moderna’s COVID-19 vaccine development. \n \n*We paid $2,500,000,000* \n \nIt absolutely must be made a public good that is free and available to everyone around the world. \n \nThis is the people's vaccine. Not Big Pharma's.",0
covid_281,281,0.0,0.0,0.0,@JaeaGeep @Sparks80079110 @guayuvin40 @unity_forever2 @CDCgov Fauci looks like he is working against America and he even does not wear his mask properly (photo of Dr. Fauci at a baseball game).,0
covid_282,282,0.0,0.0,0.0,Joe Biden complains COVID-19 vaccine roll-out is 'falling behind' and vaccinating U.S. could take 'years',0
covid_283,283,0.0,0.0,0.0,"Based on their age, last night my Dad and 2 grandparents from Sacramento were able to make appts for their 1st Moderna COVID19 vaccine dose for Sat. \n \nI hope it goes according to plan. My grandparents only speak Mandarin and it’s not a drive-thru site. 🙏",0
covid_284,284,1.0,1.0,1.0,We have a vaccine. \n \nOPEN UP THE ECONOMY IMMEDIATELY! \n \nAnd don’t vote for any of these lockdown politicians ever again.,1
covid_285,285,1.0,1.0,1.0,"@celinacarney76 @piersmorgan Why in the world would you want to mandate a vaccine (that's really not a vaccine) that is still in the trial phase, and has caused much damage already, when very effective and inexpensive medications exist that cure Covid?",1
covid_286,286,0.0,0.0,0.0,"UH OH—Top Glove, the world’s largest manufacturer of latex gloves, will shut down more than half its factories after nearly 2,500 of its workers (42% positivity) tested positive for #COVID19 amidst a surge in demand for its gloves.",0
covid_287,287,0.0,0.0,0.0,The coronavirus won't be under control in the US until a vaccine is available. People are just too self-interested here.,0
covid_288,288,0.0,0.0,0.0,"COVID-19 is disproportionately killing Black, brown, and Indigenous people. The vaccine rollout program is disproportionately favoring white people. \n \nThis is structural racism in action.",0
covid_289,289,0.0,1.0,1.0,US Sheriffs Refusing to Enforce Covid-19 Thanksgiving Lockdowns via @WattsUpWithThat,1
covid_290,290,0.0,0.0,0.0,"My sister was just diagnosed with Covid. She's a HS teacher here in GA. In room classes. No masks required. She's been wearing hers, but she's only one of a few. She's in the night sweats, loss of taste and smell and horrific headache stage. \nWEAR A DAMN MASK",0
covid_291,291,0.0,1.0,0.0,"US Capitol, Washington D.C. on lockdown as Trump supporters breach building",1
covid_292,292,0.0,0.0,0.0,Joe Biden: “Let's set partisanship aside. Let’s end the politics and follow the science … wearing a mask is not a political statement. It’s a scientific recommendation. Social distancing isn't a political statement. It’s a scientific recommendation.”,0
covid_293,293,1.0,0.0,1.0,"Facebook CEO Zuckerberg Expresses Concern About COVID-19 Vaccines in Leaked Footage..In true form of a Liberal says one thing behind closed doors another in open Forum! Concerns over altered DNA, RNA and side affects in future!",0
covid_294,294,0.0,0.0,0.0,Palestinians: We didn't ask Israel for COVID-19 vaccine,0
covid_295,295,0.0,0.0,0.0,"Don't check with public health experts for advice on neuroradiology. Do check with us about mask mandates. @ResolveTSL did a rigorous review last week. \Mask mandates, together with other mitigation measures, contribute to control the COVID-19 pandemic.\""""",0
covid_296,296,0.0,0.0,0.0,"You have no idea the Hell you put us through, Governor! Your 3/25 mandate putting COVID patients into nursing homes killed our families and we aren’t going away! We will never stop fighting you and the heartache you unleashed upon the innocent families grieving unimaginable loss!",0
covid_298,298,0.0,0.0,0.0,"I’ll be receiving the #CovidVaccine later this afternoon. It’s a day mixed with emotions but I’m happy this day has come. Let’s spread the word, get people vaccinated, and turn the tide on this pandemic! \n#RightToBareArms 💪🏾",0
covid_299,299,0.0,0.0,0.0,"Keith \Poncho\"" Jones, 64yo LPN, at a Langhorne, PA nursing home, died of #covid19 on 5/9. He was in the Navy for 26 years, and a father to 7- his funeral was the day before his son's high school graduation. #healthcareheroes #getusppe #WearAMask""",0
covid_300,300,0.0,0.0,0.0,"@FoxNews In the middle of a pandemic that the failed to control because the refused to wear masks, this is what Republicans do. Everyone of them in Congress should have their healthcare taken too.",0
covid_301,301,1.0,1.0,1.0,"#ontariolockdown We can't gather in groups of 6. \n \nBut #NHL #Walmart #Marijuanastocks #liquor stores etc. all good? \n \nIt's about control. Wake up! \n \nWatch \The Mask-erade\"" most important song video I have to offer now, &amp; please hit the +++ on Rumble.🎸🇺🇸🇨🇦""",1
covid_302,302,0.0,0.0,0.0,"In a new study of mask usage published by the American Institute of Physics, researchers found that if 70% of people wore masks, the pandemic would be \eradicated.\""""",0
covid_303,303,0.0,0.0,1.0,"3/ “Outstanding study”... “study &amp; its size are unique in the world, &amp; purpose was once &amp; for all to try to clarify the extent to which the use of masks in public space provides protection against corona infection\"" 0 0 0 AP: Brazil's Bolsonaro rejects Chinese vaccine against COVID-19, says citizens won't be guinea pig""",0
covid_304,304,0.0,0.0,0.0,"BREAKING: \n \n📌Florida Governor @RonDeSantisFL says he will stop cities from collecting fines for refusing to wear a mask, effectively nullifying mask mandates \n \n📌All bars &amp; restaurants open at 100% capacity, ~ @GovRonDeSantis. \n \n➡️ This epidemiologist wants puke again. #Covid19",0
covid_305,305,0.0,0.0,0.0,"This morning we announced the expansion of vaccine deployment to 56 additional @Publix pharmacies in Flagler, St. Johns, Volusia and Collier counties. This brings us to more than 100 @Publix pharmacies offering COVID-19 vaccines across 12 counties in Florida.",0
covid_306,306,0.0,0.0,0.0,"🇩🇪🇺🇸 The vaccine is the product of a German-American partnership. Germany’s BioNTech, founded by two children of Turkish immigrants, partnered with America’s Pfizer, led by a Greek-born CEO, to produce the coronavirus vaccine. Glad to help.",0
covid_307,307,0.0,0.0,0.0,"There needs to be a database of Republicans who aren't worried about #Covid19 so they can be the last to be vaccinated, if they even believe in vaccines.",0
covid_308,308,0.0,0.0,0.0,"no social distancing and few masks in sight. idiots, how do people like them exist it just doesn’t compute for me",0
covid_309,309,1.0,1.0,0.0,One reason we're seeing a spike in COVID and more draconian lockdowns and bans is because they didn't think we were going to fight back this hard when the election was stolen from us.,1
covid_310,310,0.0,1.0,1.0,"Wait 6 months under lockdown and our American government grudgingly doles out 600 bucks and wants their ring kissed by giving out 1400 instead of 2000 they promised if two Georgia senators were elected, in maybe April. Funny how you get what you vote for.",1
covid_311,311,1.0,1.0,1.0,Never comply with another lockdown. \n \nYou’re a free American and politicians work for you.,1
covid_312,312,0.0,1.0,1.0,"COVID now 4th largest mass casualty event in US history. Topped only by the Civil War, WWII, 1918 flu pandemic.",1
covid_313,313,1.0,1.0,1.0,Breaking news per CNN...Astrazeneca pauses coronavirus vaccine trial after unexplained illness in volunteer. As I've said before....PASS!,1
covid_314,314,0.0,1.0,0.0,"The White House on lockdown: A federal law enforcement source tells NBC that beginning tomorrow, crews will build a “non-scalable” fence to secure the WH complex, Ellipse and Lafayette Square. \n \n250 National Guardsmen have been put on standby, reporting to Metro Police officials.",1
covid_315,315,0.0,0.0,1.0,The pandemic isn’t over. We need to act collectively to take care of our #ATX community. \n \n🩺 Get tested \n😷 Wear a facemask \n👬 Practice social distancing \n💉 Get your flu shot,0
covid_316,316,0.0,0.0,0.0,The #coronavirusvaccine wasn't the only amazing discovery: A look at all the ways #science thrived in 2020,0
covid_317,317,0.0,0.0,0.0,"For everyone who wonders, “How can WI be such a razor thin margin state? How can it STILL be so close? This is why. The same people who won’t wear a mask or stay away from bars and large gatherings are the same people who vote for Trump.",0
