source_fid,source_event_id,source_claim,source_claim_raw,text,gt_protest_claim
WESKU00020150228eb310001b_SUN,WESKU00020150228eb310001b_SUN_1,600.0,labour,zehn Prozent mehr Gehalt für die Beschäftigten im Erzieherdienst,Labour
WESKU00020150228eb310001b_SUN,WESKU00020150228eb310001b_SUN_1,600.0,labour,mehr Personal in Voll- statt in Teilzeitstellen,Labour
WESKU00020150312eb3d0001h,WESKU00020150312eb3d0001h_1,600.0,labour,"Sie haben sich bisher geweigert, den Tarifbeschäftigten im öffentlichen Dienst ein Angebot vorzulegen",Labour
WESKU00020150312eb3d0001h,WESKU00020150312eb3d0001h_1,600.0,labour,"Erbost ist sie darüber, wie mit den Tarifbeschäftigten im Schuldienst umgegangen wird",Labour
WESKU00020150312eb3d0001h,WESKU00020150312eb3d0001h_1,600.0,labour,Nur dass sie 500 Euro weniger im Monat bekämen,Labour
WESKU00020150312eb3d0001h,WESKU00020150312eb3d0001h_1,600.0,labour,"sich solidarisch zeigen mit ihren angestellten Kollegen. Deren Arbeit, sagen beide, werde nicht genug geschätzt",Labour
WESKU00020150312eb3d0001h,WESKU00020150312eb3d0001h_1,600.0,labour,"Sie ist in der Verwaltung angestellt, hat eine 37-Stunden-Woche und muss im Monat mit 1300 Euro auskommen",Labour
WESKU00020150312eb3d0001h,WESKU00020150312eb3d0001h_1,600.0,labour,"dass sie bei gleicher Stundenzahl nicht das bekommt, was andere Lehrer bekommen",Labour
WESKU00020150312eb3d0001h,WESKU00020150312eb3d0001h_1,600.0,labour,"Vor allem darüber, dass er und seine Kollegen nach dem Dienst noch mal Dienst schieben müssen - erst regulären, dann freiwilligen",Labour
WESKU00020150312eb3d0001h,WESKU00020150312eb3d0001h_1,600.0,labour,Überstunden,Labour
WESKU00020150312eb3d0001h,WESKU00020150312eb3d0001h_1,600.0,labour,"will, dass sich Finanzsenatorin Karoline Linnert (Grüne) blicken lässt. Sie soll die Arbeit der Angestellten wertschätzen",Labour
WESKU00020150312eb3d0001h,WESKU00020150312eb3d0001h_1,600.0,labour,"5,5 Prozent mehr Geld",Labour
WESKU00020150312eb3d0001h,WESKU00020150312eb3d0001h_1,600.0,labour,dauerhafte Übernahme von Auszubildenden,Labour
WESKU00020150320eb3l0001n,WESKU00020150320eb3l0001n_1,600.0,labour,Unzufriedenheit über die Arbeitsbedingungen in den Sozial- und Erziehungsberufen,Labour
WESKU00020150320eb3l0001n,WESKU00020150320eb3l0001n_1,600.0,labour,die Arbeit der Erzieherinnen müsste viel höhere Anerkennung haben,Labour
WESKU00020150320eb3l0001n,WESKU00020150320eb3l0001n_1,600.0,labour,"Die Bedingungen, unter denen in Deutschland in Sozial- und Erzieherberufen gearbeitet würde, seien ungerecht",Labour
WESKU00020150320eb3l0001n,WESKU00020150320eb3l0001n_1,600.0,labour,Aufwertung dieser Berufe,Labour
WESKU00020150320eb3l0001n,WESKU00020150320eb3l0001n_1,600.0,labour,Neuregelung der Eingruppierungsvorschriften und Tätigkeitsmerkmale,Labour
WESKU00020150320eb3l0001n,WESKU00020150320eb3l0001n_1,600.0,labour,Einkommensverbesserungen,Labour
WESKU00020150320eb3l0001n,WESKU00020150320eb3l0001n_1,600.0,labour,Bessere Rahmenbedingungen,Labour
WESKU00020150320eb3l0001n,WESKU00020150320eb3l0001n_1,600.0,labour,Aufwertung unserer Arbeit,Labour
WESKU00020150320eb3l0001n,WESKU00020150320eb3l0001n_1,600.0,labour,Gesicherte Renten,Labour
WESKU00020150320eb3l0001n,WESKU00020150320eb3l0001n_1,600.0,labour,Wertschätzung und Anerkennung,Labour
WESKU00020150417eb4i0000y,WESKU00020150417eb4i0000y_1,600.0,labour,"Die Deutsche Post DHL hat Anfang des Jahres unter dem Namen \""DHL Delivery GmbH\"" mehrere Regionalgesellschaften gegründet",Labour
WESKU00020150512eb5d0001s,WESKU00020150512eb5d0001s_1,600.0,labour,Erzieherinnen von KiTa Bremen im Tarifstreit mit dem Verband der kommunalen Arbeitgeber zu unterstützen,Labour
WESKU00020150512eb5d0001s,WESKU00020150512eb5d0001s_1,600.0,labour,fordern mehr Lohn und mehr Anerkennung,Labour
WESKU00020150514eb5f00014,WESKU00020150514eb5f00014_1,600.0,labour,Gegen die schlechten Arbeitsbedingungen für Erzieher und Sozialarbeiter,Labour
WESKU00020150514eb5f00014,WESKU00020150514eb5f00014_1,600.0,labour,für mehr Lohn und mehr Personal,Labour
WESKU00020150526eb5r00007,WESKU00020150526eb5r00007_1,600.0,labour,"Verkürzung der Wochenarbeitszeit von 38,5 auf 36 Stunden",Labour
WESKU00020150604eb650002c,WESKU00020150604eb650002c_1,600.0,labour,um für mehr Gehalt zu demonstrieren,Labour
WESKU00020150604eb650002c,WESKU00020150604eb650002c_1,600.0,labour,demonstrierten die Angestellten auch für eine Allgemeinverbindlichkeit der Tarifverträge,Labour
WESKU00020150604eb6500085,WESKU00020150604eb6500085_1,600.0,labour,fordern für die bundesweit 240 000 Beschäftigten im Sozial- und Erziehungsdienst eine höhere Eingruppierung ihrer Beschäftigten in höhere Tarifstufen,Labour
WESKU00020150604eb6500085,WESKU00020150604eb6500085_1,600.0,labour,zudem um eine Anerkennung ihres Berufes,Labour
WESKU00020150608eb6900002,WESKU00020150608eb6900002_1,600.0,labour,streiten sich um deren Bezahlung und Arbeitszeit,Labour
WESKU00020150608eb6900002,WESKU00020150608eb6900002_1,600.0,labour,dass die Paketboten unter das Dach der Post zurückkehren,Labour
WESKU00020150625eb6q0001l,WESKU00020150625eb6q0001l_1,600.0,labour,"Tarifflucht, von Lohndumping, von illegalen Methoden der Deutschen Post AG, den Streik zu brechen",Labour
WESKU00020150703eb7400003,WESKU00020150703eb7400003_1,600.0,labour,kritisieren die Post-Führung für ihre Zurückhaltung im aktuellen Tarifkonflikt,Labour
WESKU00020150703eb7400003,WESKU00020150703eb7400003_1,600.0,labour,ganz allgemein Lohndumping und Tarifflucht,Labour
WESKU00020150710eb7b00024,WESKU00020150710eb7b00024_1,600.0,labour,Beschäftigte aus dem Bremer Werk wollen vor dem Arbeitsgericht ein erweitertes Streikrecht erzwingen,Labour
WESKU00020150923eb9o0001o,WESKU00020150923eb9o0001o_1,600.0,labour,Fachkräfte in sozialen Berufen sollten mehr verdienen und größere Anerkennung bekommen,Labour
WESKU00020180119ee1j0002a,WESKU00020180119ee1j0002a_1,600.0,labour,die Flexibilisierung der Arbeitszeit,Labour
WESKU00020180119ee1j0002a,WESKU00020180119ee1j0002a_1,600.0,labour,fordert sechs Prozent mehr Lohn,Labour
WESKU00020180119ee1j0002a,WESKU00020180119ee1j0002a_1,600.0,labour,Schichtzulage,Labour
WESKU00020180125ee1p0001z,WESKU00020180125ee1p0001z_1,600.0,labour,"fordert unter anderem 6,5 Prozent mehr Geld",Labour
WESKU00020180201ee2100028,WESKU00020180201ee2100028_1,600.0,labour,sechs Prozent mehr Geld für zwölf Monate,Labour
WESKU00020180201ee2100028,WESKU00020180201ee2100028_1,600.0,labour,Anspruch auf zeitweise Reduzierung der Wochenarbeitszeit,Labour
WESKU00020180316ee3g0001p,WESKU00020180316ee3g0001p_1,600.0,labour,"Die Arbeitnehmervertreter verlangen sechs Prozent mehr Geld, mindestens jedoch 200 Euro mehr im Monat. Die Ausbildungsvergütungen und Praktikantenentgelte sollen um 100 Euro pro Monat angehoben werden. Die zweite Verhandlungsrunde war am Dienstag in Potsdam ohne Annäherung geblieben.",Labour
WESKU00020180411ee4b00023,WESKU00020180411ee4b00023_1,600.0,labour,"Verdi fordert für die bundesweit 2,3 Millionen Angestellten im öffentlichen Dienst unter anderem eine Erhöhung der Tabellenentgelte um sechs Prozent, mindestens jedoch um 200 Euro. Für Krankenhäuser verlangt die Gewerkschaft die Anhebung des Nachtarbeitszuschlags auf 20 Prozent. Azubis und Praktikanten sollen 100 Euro mehr erhalten. Für den neuen Tarifvertrag strebt Verdi eine Laufzeit von zwölf Monaten an.",Labour
WESKU00020180413ee4d0001l,WESKU00020180413ee4d0001l_1,600.0,labour,"Verdi fordert für Tarifbeschäftigte des öffentlichen Dienstes bei Bund und Kommunen sechs Prozent und mindestens 200 Euro pro Monat Gehaltserhöhung. Zudem sollten Auszubildende und Praktikanten 100 Euro mehr im Monat erhalten, das will die Gewerkschaft. Im Forderungskatalog steht auch eine verpflichtende Übernahme der Auszubildenden nach erfolgreichem Abschluss.",Labour
WESKU00020180507ee52001y7,WESKU00020180507ee52001y7_1,600.0,labour,Mai-Kundgebung,Labour
WESKU00020180714ee7e00033,WESKU00020180714ee7e00033_1,600.0,labour,für Erhalt ihres Tarifvertrags,Labour
WESKU00020180714ee7e00033,WESKU00020180714ee7e00033_1,600.0,labour,"Entscheidung der Unternehmensleitung, sich aus den mit Verdi vereinbarten Tarifverträgen zu verabschieden",Labour
WESKU00020180714ee7e00033,WESKU00020180714ee7e00033_1,600.0,labour,"Mitarbeiter, die neu eingestellt werden, sollen stattdessen nach einem Tarifvertrag der christlichen Gewerkschaft DHV bezahlt werden",Labour
WESKU00020180714ee7e00033,WESKU00020180714ee7e00033_1,600.0,labour,Solche Löhne führen direkt in die Altersarmut der Beschäftigten,Labour
WESKU00020180714ee7e00033,WESKU00020180714ee7e00033_1,600.0,labour,menschengerechten Löhne,Labour
WESKU00020180714ee7e00033,WESKU00020180714ee7e00033_1,600.0,labour,Der Dumping-Wettbewerb muss aufhören,Labour
WESKU00020181123eebn0001v,WESKU00020181123eebn0001v_1,600.0,labour,das Kaffeeunternehmen seinen Tarifvertrag für die 1500 Beschäftigten mit der Gewerkschaft NGG aufgekündigt und will neue Verhandlungen stattdessen mit dem Betriebsrat führen,Labour
WESKU00020181125eebp0001n_SUN,WESKU00020181125eebp0001n_SUN_3,600.0,labour,feste Personalschlüssel auf allen Stationen in den Bremer Kliniken,Labour
WESKU00020190116ef1g0002m,WESKU00020190116ef1g0002m_1,600.0,labour,für die Luftsicherheitsassistenten einen bundesweit einheitlichen Stundenlohn von 20 Euro erstreiten will,Labour
WESKU00020190116ef1g0002m,WESKU00020190116ef1g0002m_1,600.0,labour,"Warnsignal an die Arbeitgeber, ein verhandlungsfähiges Angebot vorzulegen",Labour
WESKU00020190215ef2f0001i,WESKU00020190215ef2f0001i_1,600.0,labour,fordert in den laufenden Tarifverhandlungen unter anderem eine Lohnerhöhung von sechs Prozent für die Beschäftigten der Bremer Schulen,Labour
WESKU00020190310ef3a00024_SUN,WESKU00020190310ef3a00024_SUN_1,600.0,labour,"Druck auf die Arbeitgeber ausüben, den Angestellten höhere Löhne zu zahlen",Labour
WESKU00020190502ef520000z,WESKU00020190502ef520000z_1,600.0,labour,Tag der Arbeit,Labour
WESKU00020190925ef9p0002j,WESKU00020190925ef9p0002j_1,600.0,labour,Verhandlungsrunde,Labour
WESKU00020190926ef9q0001h,WESKU00020190926ef9q0001h_1,600.0,labour,besser Arbeitsbedingungen in der Kranken- und Altenpflege,Labour
WESKU00020190926ef9q0001h,WESKU00020190926ef9q0001h_1,600.0,labour,"Faire Stellenpläne, in denen Auszubildende nicht auf den Personalschlüssel angerechnet werden",Labour
WESKU00020191214efce0001d,WESKU00020191214efce0001d_1,600.0,labour,"\""Gebt uns das Weihnachtsgeld zurück, gebt uns das Urlaubsgeld zurück.\",Labour
WESKU00020200508eg1a003jg,WESKU00020200508eg1a003jg_1,600.0,labour,Bewegung in die Gespräche mit Bosch,Labour
WESKU00020200508eg5200sts,WESKU00020200508eg5200sts_2,600.0,labour,"bessere Arbeitsbedingungen und Bezahlung für Beschäftigte in Pflege, Krankenhaus, Einzelhandel und systemrelevanten Berufen",Labour
WESKU00020200508eg5200sts,WESKU00020200508eg5200sts_4,600.0,labour,1. Mai,Labour
WESKU00020200513eg5d00026,WESKU00020200513eg5d00026_1,600.0,labour,für mehr Schutzbekleidung in Krankenhäusern und Pflegeeinrichtungen,Labour
WESKU00020200704eg740003b,WESKU00020200704eg740003b_1,600.0,labour,Mit einer Menschenkette um die Lloydpas- sage haben Mitarbeiter von Galeria Kaufhof und weiteren Geschäften am Freitag in der Bremer Innenstadt für den Erhalt ihrer Arbeitsplätze demonstriert.,Labour
WESKU00020200804eg840003a,WESKU00020200804eg840003a_1,600.0,labour,Daher haben Beschäftigte der Bremer Wohnungswirtschaft am Montag vor den Firmensitzen der Gewoba und der Brebau mit Kundgebungen auf ihre Situation aufmerksam gemacht. Der GdW begründet seinen Vorschlag einer Einmalzahlung für 2020 mit den Auswirkungen der Pandemie.,Labour
WESKU00020200822eg8m0001r,WESKU00020200822eg8m0001r_1,600.0,labour,"Mit ihrem Protest wollen die Beschäftigten den Druck auf die Arbeitgeber in der laufenden Tarifrunde erhöhen. Denn sie sind es, die durch ihre Arbeit den Bau-Boom auch in der Coronakrise am Laufen halten.\"" Die Gewerkschaft kritisiert, dass trotz guter Wirtschaftslage die Bauverbände in der seit Mai andauernden Tarifrunde noch kein Angebot vorgelegt hätten. Die IG Bau fordert 6,8 Prozent mehr Lohn, mindestens jedoch 230 Euro mehr im Monat. Azubis sollen 100 Euro zusätzlich bekommen.",Labour
WESKU00020200930eg9u0002d,WESKU00020200930eg9u0002d_1,600.0,labour,Er fordert deutschlandweit zentrale Regelungen zu Urlaubstagen und Sonderzahlungen.,Labour
WESKU00020201006ega600040,WESKU00020201006ega600040_1,600.0,labour,"Die Mitarbeiter kämpfen für den Verbleib der Nordsee-Verwaltung am Standort Bremerhaven. Sollte es nicht dabei bleiben, verlangen sie nach einem Sozialtarifvertrag.",Labour
WESKU00020201016egag0002l,WESKU00020201016egag0002l_1,600.0,labour,für eine bessere Bezahlung,Labour
WESKU00020201021egal00024,WESKU00020201021egal00024_1,600.0,labour,Leistungen der Beschäftigten angemessen gewürdigt werden,Labour
WESKU00020201022egam00029,WESKU00020201022egam00029_1,600.0,labour,"Gehaltsplus von 4,8 Prozent",Labour
WESKU00020201022egam00029,WESKU00020201022egam00029_1,600.0,labour,mindestens eine Erhöhung um 150 Euro,Labour
WESKU00020201022egam00029,WESKU00020201022egam00029_1,600.0,labour,Laufzeit von einem Jahr,Labour
WESKU00020200709eg790000d,WESKU00020200709eg790000d_1,600.0,labour,gegen den Stellenabbau an allen deutschen Airbus-Standorten,Labour
WESKU00020201210egca0002y,WESKU00020201210egca0002y_1,600.0,labour,für den Erhalt beider GHB-Standorte und aller Arbeitsplätze,Labour
SZ-20180410-GBDTF-903,SZ-20180410-GBDTF-903_1,600.0,labour,gegen einen befürchteten Abbau von 700 bis 800 Arbeitsplätzen,Labour
SZ-20180411-GMT-409,SZ-20180411-GMT-409_1,600.0,labour,Angleichung des Weihnachtsgeldes von derzeit 75 auf dann 100 Prozent des Westniveaus,Labour
SZ-20190103-GWMK-1008,SZ-20190103-GWMK-1008_1,600.0,labour,Angleichung der Ostgehälter an das Westniveau,Labour
SZ-20190116-NDHLS-441,SZ-20190116-NDHLS-441_1,600.0,labour,Stundenlohn von 20 Euro,Labour
SZ-20190116-NDHLS-441,SZ-20190116-NDHLS-441_1,600.0,labour,kritisiert er die Arbeitszeiten,Labour
SZ-20190502-BVUENM-240,SZ-20190502-BVUENM-240_1,600.0,labour,Kundgebung der Gewerkschaften zum 1. Mai,Labour
SZ-20191202-PGK-261,SZ-20191202-PGK-261_1,600.0,labour,Kleidung soll künftig ohne Menschenrechtsverletzungen,Labour
LEIPZO0020180118ee1i007vf,LEIPZO0020180118ee1i007vf_1,600.0,labour,sechs Prozent mehr Geld,Labour
LEIPZO0020180118ee1i007vf,LEIPZO0020180118ee1i007vf_1,600.0,labour,Angleichung der Arbeitszeiten zwischen Ost und West.,Labour
LEIPZO0020180410ee4a007k9,LEIPZO0020180410ee4a007k9_1,600.0,labour,"Die Gewerkschaften fordern für die bundesweit 2,3 Millionen Beschäftigten im öffentlichen Dienst sechs Prozent mehr Lohn und Gehalt, mindestens aber 200 Euro pro Monat",Labour
LEIPZO0020180410ee4a007k9,LEIPZO0020180410ee4a007k9_1,600.0,labour,Ost- und Westgehälter müssen sich angleichen,Labour
LEIPZO0020180411ee4b0066a,LEIPZO0020180411ee4b0066a_1,600.0,labour,Mitarbeiter der Telekom Dienst in Leipzig für mehr Lohn,Labour
LEIPZO0020180501ee51002mh,LEIPZO0020180501ee51002mh_1,600.0,labour,forderten außerdem gleichen Lohn für gleiche Arbeit und kritisierten die Reform der Leiharbeitsregelungen,Labour
LEIPZV0020180109ee190001a,LEIPZV0020180109ee190001a_1,600.0,labour,Arbeitskampf,Labour
LEIPZV0020180109ee190001a,LEIPZV0020180109ee190001a_1,600.0,labour,für den Tarifvertrag,Labour
LEIPZV0020180109ee190001a,LEIPZV0020180109ee190001a_1,600.0,labour,Aufnahme von Tarifverhandlungen,Labour
LEIPZV0020180117ee1h0000p,LEIPZV0020180117ee1h0000p_2,600.0,labour,Tarifauseinandersetzung,Labour
LEIPZV0020180117ee1h0000p,LEIPZV0020180117ee1h0000p_2,600.0,labour,Entgelterhöhung von sechs Prozent bei einer Laufzeit von zwölf Monaten,Labour
LEIPZV0020180117ee1h0000p,LEIPZV0020180117ee1h0000p_2,600.0,labour,individuelle Wahlmöglichkeiten für eine temporäre Verkürzung der Arbeitszeit auf 28 Stunden für bis zu 24 Monate mit einem Teillohnausgleich für besonders belastete Berufsgruppen,Labour
LEIPZV0020180117ee1h0000p,LEIPZV0020180117ee1h0000p_2,600.0,labour,Verhandlungsverpflichtung der Arbeitgeber über die Angleichung der Arbeitszeiten in Ost- und Westdeutschland,Labour
LEIPZV0020180201ee210001e,LEIPZV0020180201ee210001e_1,600.0,labour,Möglichkeiten zur Reduzierung der Arbeitszeit auf 28 Wochenstunden,Labour
LEIPZV0020180201ee210001e,LEIPZV0020180201ee210001e_1,600.0,labour,Verhandlungsverpflichtung über die Angleichung der Arbeitszeiten zwischen Ost und West,Labour
LEIPZV0020180202ee220001q,LEIPZV0020180202ee220001q_1,600.0,labour,einen Fahrplan zur Angleichung der Arbeitszeiten,Labour
LEIPZV0020180202ee220001q,LEIPZV0020180202ee220001q_1,600.0,labour,Streikwelle in der Metall- und Elektroindustrie,Labour
LEIPZV0020180203ee230000b,LEIPZV0020180203ee230000b_1,600.0,labour,dass jeder Beschäftigte seine Arbeitszeit von 35 auf 28 Stunden verkürzen können soll - mit Teil-Lohnausgleich für Schichtarbeiter und Beschäftigte mit Kindern oder pflegebedürftigen Angehörigen,Labour
LEIPZV0020180203ee230000b,LEIPZV0020180203ee230000b_1,600.0,labour,24-Stunden-Warnstreiks in der Metallbranche,Labour
LEIPZV0020180310ee3a00019,LEIPZV0020180310ee3a00019_1,600.0,labour,Azubis und dualen Studenten sollen pro Monat 75 Euro mehr bekommen,Labour
LEIPZV0020180412ee4c0001h,LEIPZV0020180412ee4c0001h_2,600.0,labour,vierten Verhandlungsrunde,Labour
LEIPZV0020180427ee4r0001n,LEIPZV0020180427ee4r0001n_1,600.0,labour,Auseinandersetzung zwischen Volkswagen und Prevent,Labour
LEIPZV0020180427ee4r0001n,LEIPZV0020180427ee4r0001n_1,600.0,labour,dass bei Prevent schon öfter Konflikte zu Lasten der Belegschaft geführt worden seien,Labour
LEIPZV0020180621ee6l0001i,LEIPZV0020180621ee6l0001i_1,600.0,labour,"pro Beschäftigungsjahr 3,5 Monatsgehälter Abfindung",Labour
LEIPZV0020180621ee6l0001i,LEIPZV0020180621ee6l0001i_1,600.0,labour,das Werk in Leipzig mit seinen 700 Mitarbeitern 2019 komplett zu schließen,Labour
LEIPZV0020180629ee6t0000b,LEIPZV0020180629ee6t0000b_1,600.0,labour,Angleichung des Haustarifs an den öffentlichen Dienst,Labour
LEIPZV0020180629ee6t0000b,LEIPZV0020180629ee6t0000b_1,600.0,labour,Lohnplus von 13 Prozent,Labour
LEIPZO0020190115ef1f008pz,LEIPZO0020190115ef1f008pz_1,600.0,labour,bundesweite Gleichstellung der Stundenlöhne,Labour
LEIPZO0020190204ef240083q,LEIPZO0020190204ef240083q_1,600.0,labour,"das Kaufhaus gebildet, um für dessen Erhalt zu demonstrieren",Labour
LEIPZO0020190204ef240083q,LEIPZO0020190204ef240083q_2,600.0,labour,Kaufhaus-Schließung,Labour
LEIPZO0020190212ef2c00bnh,LEIPZO0020190212ef2c00bnh_1,600.0,labour,für faire Entlohnung,Labour
LEIPZO0020190310ef3a008y9,LEIPZO0020190310ef3a008y9_1,600.0,labour,deutlich bessere Vergütung der Leistungen,Labour
LEIPZO0020190310ef3a008y9,LEIPZO0020190310ef3a008y9_1,600.0,labour,die bundesweite Abschaffung des Schulgelds und flächendeckende Ausbildungsvergütung,Labour
LEIPZO0020190925ef9p00nou,LEIPZO0020190925ef9p00nou_1,600.0,labour,gegen neue Fahrdienste,Labour
LEIPZO0020190926ef9q00htr,LEIPZO0020190926ef9q00htr_1,600.0,labour,bessere Bezahlung,Labour
LEIPZO0020190926ef9q00htr,LEIPZO0020190926ef9q00htr_1,600.0,labour,zwei zusätzliche Urlaubstage,Labour
LEIPZO0020190926ef9q00htr,LEIPZO0020190926ef9q00htr_1,600.0,labour,Forderung nach Weihnachtsgeld,Labour
LEIPZO0020190926ef9q00htr,LEIPZO0020190926ef9q00htr_1,600.0,labour,Fachkräfte besser eingruppiert,Labour
LEIPZO0020190926ef9q00htr,LEIPZO0020190926ef9q00htr_1,600.0,labour,Urlaubsanspruch an die Zugehörigkeit zur Branche geknüpft,Labour
LEIPZV0020190103ef130001m,LEIPZV0020190103ef130001m_1,600.0,labour,Die Gehälter im Osten sollen zudem bei einer Laufzeit von zwei Jahren angeglichen werden,Labour
LEIPZV0020190218ef2i0000z,LEIPZV0020190218ef2i0000z_1,600.0,labour,"Während im Westen die 35-Stunden-Woche gilt, muss in den neuen Ländern bei gleicher Bezahlung drei Stunden mehr gearbeitet werden",Labour
LEIPZV0020190518ef5i0001j,LEIPZV0020190518ef5i0001j_1,600.0,labour,Gewerkschaft fordert für die bundesweit 200 000 Bank-Beschäftigten unter anderem sechs Prozent mehr Geld,Labour
StZ_20140222_RGADS_189,StZ_20140222_RGADS_189_1,600.0,labour,Warnstreiks in der Druckindustrie,Labour
StZ_20140308_JSES_162,StZ_20140308_JSES_162_2,600.0,labour,Beschäftigte der Druckindustrie in Streik,Labour
StZ_20140320_SLDNL_469,StZ_20140320_SLDNL_469_1,600.0,labour,"100 Euro plus 3,5 Prozent",Labour
StZ_20140429_PGUDD_730,StZ_20140429_PGUDD_730_1,600.0,labour,um die berufliche Existenz von 15 000 Beschäftigten und deren Familien,Labour
StZ_20140429_PGUDD_730,StZ_20140429_PGUDD_730_1,600.0,labour,dauerhafte Absicherung ihrer Arbeitsbedingungen,Labour
StZ_20140429_PGUDD_730,StZ_20140429_PGUDD_730_1,600.0,labour,"befürchten, dass Niederlassungen verkauft, die tarifvertraglichen Regelungen unterlaufen werden könnten",Labour
StZ_20140502_KUFVG_192,StZ_20140502_KUFVG_192_1,600.0,labour,Gute Arbeit. Soziales Europa,Labour
StZ_20140502_KUFVG_192,StZ_20140502_KUFVG_192_2,600.0,labour,politisch linken 'Bündnis 1. Mai,Labour
STUGTR0020150506eb560002m,STUGTR0020150506eb560002m_1,600.0,labour,kämpft,Labour
STUGTR0020150513eb5d00043,STUGTR0020150513eb5d00043_1,600.0,labour,Pflegekräfte wollen mehr Zeit für Patienten und mehr Anerkennung,Labour
STUGTR0020150513eb5d00043,STUGTR0020150513eb5d00043_1,600.0,labour,für eine bessere Bezahlung und mehr Personal in den Kliniken,Labour
STUGTR0020150513eb5d00043,STUGTR0020150513eb5d00043_1,600.0,labour,Solidarität mit dem Streik der,Labour
STUGTR0020150617eb6h0002m,STUGTR0020150617eb6h0002m_1,600.0,labour,Haustarif,Labour
STUGTR0020150617eb6h00047,STUGTR0020150617eb6h00047_1,600.0,labour,Unsere Arbeit ist,Labour
STUGTR0020150828eb8s0002x,STUGTR0020150828eb8s0002x_1,600.0,labour,gegen einen,Labour
STUGTR0020160426ec4q0001g,STUGTR0020160426ec4q0001g_1,600.0,labour,Druck auf Bund und Kommunen,Labour
STUGTR0020160426ec4q0001g,STUGTR0020160426ec4q0001g_1,600.0,labour,Verdi verlangt sechs,Labour
STUGTR0020160426ec4q0001g,STUGTR0020160426ec4q0001g_1,600.0,labour,neue,Labour
STUGTR0020160426ec4q0001g,STUGTR0020160426ec4q0001g_1,600.0,labour,betriebliche Zusatzversorgung,Labour
STUGTR0020160625ec6p0004e,STUGTR0020160625ec6p0004e_1,600.0,labour,"Gehaltssteigerung von 4,9 Prozent",Labour
STUGTR0020160625ec6p0004e,STUGTR0020160625ec6p0004e_1,600.0,labour,Auszubildende sollen nach,Labour
STUGTR0020160625ec6p0004e,STUGTR0020160625ec6p0004e_1,600.0,labour,Tarifvertrag zur Altersteilzeit,Labour
STUGTR0020160727ec7r0003c,STUGTR0020160727ec7r0003c_1,600.0,labour,Reduzierung der höchstmöglichen Wochenarbeitszeit,Labour
STUGTR0020170209ed290001j,STUGTR0020170209ed290001j_1,600.0,labour,für ein Lohnplus von zwei Euro pro,Labour
STUGTR0020170209ed290001j,STUGTR0020170209ed290001j_1,600.0,labour,mangelnde Verlässlichkeit auf dem,Labour
STUGTR0020170209ed290001j,STUGTR0020170209ed290001j_1,600.0,labour,sehr variable Schichtpläne,Labour
STUGTR0020170209ed290001j,STUGTR0020170209ed290001j_1,600.0,labour,einheitlichen Branchentarifvertrag,Labour
STUGTR0020180202ee220000m,STUGTR0020180202ee220000m_1,600.0,labour,Warnstreik,Labour
STUGTR0020180329ee3t0002t,STUGTR0020180329ee3t0002t_1,600.0,labour,fordert im Tarifkonflikt im öffentlichen Dienst sechs Prozent höhere,Labour
STUGTR0020180413ee4d0003s,STUGTR0020180413ee4d0003s_1,600.0,labour,"sechs Prozent mehr Gehalt, mindestens jedoch 200 Euro mehr für",Labour
STUGTR0020181217eech0000y,STUGTR0020181217eech0000y_1,600.0,labour,auskömmliche Einkommen,Labour
STUGTR0020191123efbn0003m,STUGTR0020191123efbn0003m_1,600.0,labour,Schluss mit Jobabbau,Labour
STUGTR0020200502eg520000j,STUGTR0020200502eg520000j_1,600.0,labour,für die Rechte von Arbeitern und Angestellten,Labour
STUGTR0020200803eg83000jn,STUGTR0020200803eg83000jn_1,600.0,labour,für den,Labour
STUGTR0020200930eg9u00018,STUGTR0020200930eg9u00018_1,600.0,labour,"gelte es, den",Labour
STUGTR0020200716eg7g00024,STUGTR0020200716eg7g00024_1,600.0,labour,Wir akzeptieren keine betriebsbedingten,Labour
STUGTR0020200716eg7g00024,STUGTR0020200716eg7g00024_1,600.0,labour,Eine,Labour
LEIPZO0020160106ea4n001t6,LEIPZO0020160106ea4n001t6_1,600.0,labour,gegen den geplanten Stellenabbau,Labour
LEIPZO0020160106eb52001qe,LEIPZO0020160106eb52001qe_1,600.0,labour,"fordert für die 140.000 tariflich bezahlten Post-Mitarbeiter Arbeitszeitverkürzungen von 38,5 auf 36 Wochenstunden",Labour
LEIPZO0020160106eb52001qe,LEIPZO0020160106eb52001qe_1,600.0,labour,vollem Lohnausgleich,Labour
LEIPZO0020160107eb2k0003u,LEIPZO0020160107eb2k0003u_1,600.0,labour,kräftigen Zuschlag,Labour
LEIPZO0020160107eb2k0003u,LEIPZO0020160107eb2k0003u_1,600.0,labour,Angleichung der Löhne in Ost und West,Labour
LEIPZO0020160107eb2k0003u,LEIPZO0020160107eb2k0003u_1,600.0,labour,Tarifvertrag,Labour
LEIPZO0020161130ecbu000b5,LEIPZO0020161130ecbu000b5_1,600.0,labour,Arbeit auch nach dem kürzlich beschlossenen Maßnahmenpaket tariflich niedriger bewertet werde,Labour
LEIPZO0020180113eb6b0073w,LEIPZO0020180113eb6b0073w_1,600.0,labour,Rückkehr der regionalen Gesellschaften unter das Dach der Post,Labour
