text,gt_protest_type
"Classical Studies rally for a single building\n\nClassical Studies Magnet Academy students and parents rally for one school building on Feb. 3, 2018. They want to move into a building on Jewett Avenue in Bridgeport that the Diocese of Bridgeport wants to sell. less Classical Studies Magnet Academy students and parents rally for one school building on Feb. 3, 2018. They want to move into a building on Jewett Avenue in Bridgeport that the Diocese of Bridgeport wants to ... more Photo: Linda Conner Lambeck / Photo: Linda Conner Lambeck / Image 1 of / 17 Caption Close Classical Studies rally for a single building 1 / 17 Back to Gallery\n\nBRIDGEPORT — Shouting “One School, One Building” in the frigid morning air, some 100 Classical Studies Magnet Academy children and their parents rallied Saturday outside the Catholic Center on Jewett Avenue.\n\nThe effort, which was held with the blessing of the Diocese of Bridgeport, was staged to put pressure on the City Council to allow the building — a former Catholic high school — to be bought and used as a new home for the public magnet school.\n\n“My heart is set on this building,” Classical Principal Helen Giles said, as parents and students hoisted handmade signs. “We want the City Council to vote yes so we can go to the state and petition for money.”\n\nThe City Council voted 14-6 last year to block the purchase, largely at the urging of Michelle Lyons, a city council member who lives near the Catholic Center. She opposed the plan, insisting the building does not have enough parking and is too close to a methadone clinic and liquor store.\n\nStudents and parents who attend the school say there are not alternatives and that they are not taking no for an answer.\n\nThe Pre-K through 8th grade school of 407 students is currently split between two buildings, one a 123-year-old structure on Lindwood Avenue and the other, a former Catholic school that is several blocks away on Beechwood Avenue.\n\n“We need one building for our scholars,” said Giles. “Parking for staff and a safe playground. They are trying to sell this building. Why shouldn’t it be a school? This is what it was built to be.”\n\nThe building actually was built as a hospital for infectious disease in 1919 and became a Catholic school for girls in the 1960’s. It now serves as headquarters for the Diocese.\n\nLorie Gumbs-Tyler, president of the school’s Parent Advisory Committee, said the council needs to understand that because Classical is a magnet school, has students from all parts of the city.\n\n“We are here not to cause a ruckus but to highlight in a positive manner the wonderful people who attend our school.” Gumbs-Tyler said. “We are committed and we are serious.”\n\nJaysa Mellers, a seventh-grader at the school, said she believes the rally will make a difference.\n\n“We are a team and we are not going down without a fight,” Mellers, 12, said.\n\nThe demonstration also drew School Board Member Jessica Martinez who told parents the city council needs to know the school is united on the issue.\n\nThe parents plan to do just that by speaking at the Feb. 5 City Council meeting.\n\nAlso at the rally was State Rep. Chris Rosario, D-Bridgeport, who has sent two children to Classical. One was in the main building, the other in the annex.\n\nParents shouldn’t have to chose which assembly to go to, Rosario said.\n\nThe North End neighborhood where the Catholic Center is located, needs to know, Rosario added, that Classical Studies would be a great neighbor.\n\n“They should be welcome anywhere in the city,” Rosario said, adding that he also knows and respects Lyons.\n\n“She is an excellent councilwoman,” he said. “We are just on opposite sides on this issue.”",RALLY
"For the 14th consecutive night, protesters marched in Detroit to decry police brutality and call for racial justice.\n\nThursday’s demonstration in the wake of the police killing of George Floyd in Minneapolis drew roughly 150 people, a smaller crowd than recent nights.\n\nProtesters set off from their daily meeting spot outside Detroit police headquarters and walked downtown, where they turned on Larned Street. The two-hour march took them east to Chene Street, then back downtown on Lafayette.\n\nAlong the way, protesters joined in unison for familiar chants of, “Say their name. Which one?” and “Hey hey. Ho ho. These racist cops have got to go.”\n\nPassing motorists honked in support. Residents watched from apartment windows and yards, some dancing along to protesters’ chants while filming on their cellphones. A young boy who took a flyer from a woman affiliated with the organization By Any Means Necessary (BAMN) smiled as he watched protesters march past.\n\nBAMN organizer Tabrian Joe of Detroit chants into a megaphone while leading protesters as they march along Michigan Avenue in Detroit during the thirteenth day of protests against police brutality on Wednesday, June 10, 2020. The protest was cut shorter and had fewer attendees with the heat and threat of a severe thunderstorm. (Photo: Ryan Garza, Detroit Free Press)\n\nJaylin Harris, 22, said he’s joined the march every day since the first protest in the city May 29. The Detroiter, who is black, told the crowd he was disappointed that more black people hadn’t shown up Thursday.\n\nMore: Lawrence Technological Uni. students plan protest, asking for change on campus\n\nMore: Protests, marches continue across Michigan: Here's a list\n\nHarris has epilepsy and said he suffered a seizure while in police custody on a bus during the second night of protests. He planned to continue to march.\n\n“This is my duty. I have a 1-year-old son,” he told the Free Press. “In order for there to be change, you have to be the change and be willing to get out there and fight, no matter how long it takes.”\n\nTwo of the lead organizers, Nakia-Renne Wallace and Tristan Taylor, were not at Thursday’s protest and have said that they’ll be back Saturday.\n\nA speaker with BAMN told the crowd to prepare to march to Southwest Detroit on Friday, where they will invite residents to join in a protest against U.S. Immigration and Customs Enforcement. Protesters plan to meet outside Detroit police headquarters at 4 p.m.\n\nThursday’s demonstration ended around 8 p.m. There were no confrontations with police.\n\nRead or Share this story: https://www.freep.com/story/news/local/michigan/detroit/2020/06/11/anti-police-brutality-protests-george-floyd-death/5347483002/",PROTEST
"New York City Mayor Bill de Blasio faced a crowd of angry protesters Monday at a raucous rally promoting the city’s Green New Deal inside the lobby of Trump Tower, where the Democrat threatened President Trump’s family company with millions of dollars in fines if his buildings don’t comply with new environmental standards.\n\nSpeaking in front of the same escalators where Trump launched his 2016 campaign, de Blasio blasted the president's rollback of Obama-era environmental policies, his move to pull the United States out of the Paris Climate Agreement and his appointment of climate change skeptics to the Cabinet.\n\n“His buildings are one of the biggest polluters in New York City,” de Blasio said. “Cut your emissions or we’ll cut something you really care about.”\n\nDe Blasio, who is mulling a Democratic presidential run, added: “We’ll take your money.”\n\nOCASIO-CORTEZ IMPERSONATOR, 8, TAKES ON GREEN NEW DEAL, SOCIALISM IN ADORABLE TWITTER VIDEO\n\nThe mayor, though, was forced to shout for much of his speech amid jeers from a crowd of about a dozen protesters inside the lobby of Trump Tower, which also had music blasting over the speakers. A number of protesters rode up and down the escalator behind de Blasio carrying cardboard signs with slogans like “Worst Mayor Ever,” “Failed Mayor,” and “Trump 2020.”\n\nDe Blasio said he did not mind the protesters and added that it was “so nice for them to serenade us.”\n\n“They’re scared of the truth,” he said. “Anyone that has a problem with saving the planet, I have a problem with them.”\n\nThe rally for the city’s Green New Deal was originally scheduled to be held in front of Trump Tower, but was moved into the lobby due to inclement weather.\n\nNew York City’s own Green New Deal plan – officially called The Climate Mobilization Act and modeled after the one proposed in Congress by Rep. Alexandria Ocasio-Cortez, D-N.Y. – passed the City Council last month in a 45-2 vote. De Blasio has not yet signed the legislation but is expected to soon.\n\nThe deal is actually a package of 10 bills meant to curb carbon emissions in the country’s largest city by carrying out measures that will be “the equivalent of taking more than one million cars off the road by 2030,” according to New York City’s Committee for Environmental Protection Chair Costa Constantinides.\n\nCALIFORNIA GOV. NEWSOM FACING NEW PRESSURE FROM ENVIRONMENTAL GROUPS TO BLOCK DRILLING, FRACKING\n\nBut the main facet of the deal is the plan clamp down on emissions from the city’s famed skyscrapers with a goal of reducing overall emissions by 40 percent by 2030. Buildings create almost 70 percent of the city’s greenhouse gas emissions, according to a recent survey.\n\n“The first of any major city on the Earth to say to building owners, ‘you've got to clean up your act, you've got to retrofit, you've got to save energy,’” de Blasio said last month. “If you don’t do it by 2030 there will be serious fines, as high as $1 million or more for the biggest buildings.”\n\nUpgrades to buildings in order to meet the new standards are expected to cost owners around $4 billion – a figure that has the city’s powerful real estate lobby up in arms.\n\n“The bill that passed…will fall short of achieving the 40 x 30 reduction by only including half of the city’s building stock,” Real Estate Board of New York President John H. Banks said in a statement. “The approach taken today will have a negative impact on our ability to attract and retain a broad range of industries, including technology, media, finance, and life sciences, that provide opportunity and continued economic growth that is so important for our city.”\n\nCLICK HERE TO GET THE FOX NEWS APP\n\nNew York is not the only major American city to push its own version of the Green New Deal.\n\nLos Angeles Mayor Eric Garcetti released a plan last month to make the city carbon neutral by 2050.\n\n“Politicians in Washington don’t have to look across the aisle in Congress to know what a Green New Deal is — they can look across the country, to Los Angeles,” Garcetti said. “With flames on our hillsides and floods in our streets, cities cannot wait another moment to confront the climate crisis with everything we’ve got. L.A. is leading the charge, with a clear vision for protecting the environment and making our economy work for everyone.”\n\nFox News’ Tamara Gitt contributed to this report.",PROTEST
"Sign up for our COVID-19 newsletter to stay up-to-date on the latest coronavirus news throughout New York City\n\nAbout 30 students set out Thursday to school Gov. Andrew Cuomo on street smarts.\n\nThe young protesters, many of whom have had friends or relatives die in traffic incidents, gathered outside Cuomo’s Third Avenue office and urged him to continue allowing speed cameras near campuses as a deterrent to reckless driving.\n\nDuring the rally, Cuomo staffers said the governor supports legislation that would keep 140 speed cameras running near schools until July 1, 2022, and allow the city to install 150 additional cameras. The equipment has been used to ticket drivers going at least 10 mph above the speed limit during school hours.\n\nAn Assembly spokeswoman said the chamber’s majority supports legislation that would continue the camera program, which is scheduled to expire at the end of June.\n\nBut a state Senate spokesman did not immediately comment on whether the GOP-controlled chamber backed that bill or a second measure, introduced by state Sen. Simcha Felder, that would authorize speed cameras — along with other more controversial school safety measures.\n\nAlison Collard de Beaufort, a Brooklyn Tech senior who led the rally, said she wanted to educate young New Yorkers about ways to keep pedestrians safe. Cameras near schools have reduced speeding by an average of 63 percent and pedestrian injuries by 23 percent, according to Mayor Bill de Blasio’s administration.\n\n“I wanted to get middle and high school students involved in street safety because I had trouble finding ways to get involved,” said Collard de Beaufort, who founded the Vision Zero Youth Program in 2014, after she said three of her classmates were killed by reckless drivers in one year.\n\nWorking with the advocacy groups Transportation Alternatives and Families for Safe Streets, Collard de Beaufort and other organizers handed out pins that read “C.U.R.B Speeding” — short for Children United to Rein in Breakneck Speeding.\n\nMany students said they came out after a classmate, Giovanni Ampuero, 9, was killed in April by a hit-and-run driver while crossing the street with his mother in Jackson Heights.\n\n“We’re here because we lost one of our friends in a terrible accident,” said Sophie An, 8, Ampuero’s classmate at PS 162. “We were very sad about it.”\n\nAnother of Ampuero’s classmates, Zayna Chaudhry, 9, added, “We should get these safety cameras, so cars can be more careful and cautious, so kids can cross the street safely.”\n\nHis-Pei Liao, who said his daughter Allison was killed in a traffic incident while crossing the street in 2013, spoke in favor of the camera program.\n\n“We want to make sure we extend the expiration date on the program and add additional cameras,” Liao said. “We need to change the culture of New York driving.”",RALLY
"JOHNSTOWN, Pa. (WTAJ) — Demonstrations across the country continued today in light of the killing of George Floyd last week.\n\nJohnstown was among the cities that continued demonstrations.\n\nProtestors held an event in Central Park, calling for equality and justice.\n\nThe demonstration started shortly after noon — and the message was simple — change is needed.\n\nHundreds from Johnstown were joined by others from places like Myrtle Beach, Philadelphia, and Pittsburgh in the downtown area for a peaceful protest.\n\nIn between speakers, they took to the streets to march around town — peacefully preaching the need for change.\n\nAfter videos of destruction and looting have surged through the internet — places like Petco boarded up their store and Walmart even closed early.\n\nHowever protesters here in Johnstown had their minds set on something different.\n\n“We gathered here today as a city, as a town, as loved ones…we gathered to show that we can be aggressive and angry without being violent,” said Kirsten Vazquez, an Organizer of the demonstration.\n\n“We’re not like everybody else, we’re going to make a change and we’re going to do this the right way and that’s what we did here today,” added organizer Tee Jay Washington.\n\n“They need to not just let this be a moment but a movement to get involved at the grassroots level and try and make changes here in Johnstown. We need to start locally, then statewide and then throughout the country,” added Jackie, who attended the protest.\n\nState Police were in Johnstown earlier and there were not any reported violent incidents.",PROTEST
"Pro-life supporters in Bay County lined 23rd street in Panama City for the annual National Life Chain demonstration.\n\nSaint Dominic Catholic Church led the group of pro-life supporters.\n\nOver 200 locals stood at the corner from 2:00 to 3:00 p.m. Sunday, asking cars to honk for support.\n\nSupporters in cities all over the country participated Sunday. It’s a tradition to demonstrate in early October.\n\nOrganizers say the event is to raise awareness to the number of resources available to pregnant women.\n\n“[We want to] show moms who may be struggling with a situtaion or unsure of what to do, we’re here. We’re praying for each one of you and willing to help,” Haley Wright, a supporter, said.\n\nLocals celebrated thirty years of the annual tradition in Panama City.",DEMONSTRATION
"“We felt like he would do well at those buildings. We looked at his assets and how they could be used in the district,” Miller said. “We value him very much in this district and value his expertise and his skill level.”\n\nMiller said along with assisting Nyblade at Dworshak he will be assisting Mountain View Principal Dustin Heath at the new John Evans Elementary in the fall.\n\n“He will assist Mr. Health with that move and transition,” Miller said.\n\nSeveral dozen students, parents and community members chanted and waved signs Thursday in front of the Cassia County School District office to show support Corbett and saying he should stay in Oakley.\n\n“I’m deeply honored and touched by the outpouring of support from the community,” Corbett said. “They’re wonderful people.”\n\nStudents and parents were frustrated with the lack of communication from the district on why Corbett was moved.\n\n“He’s very kind and good with students and he has a good sense of humor,” said Cody Whittle, an Oakley seventh grader.\n\nWhittle said the students were checked out of school by their parents to attend the demonstration.",PROTEST
"Hide Transcript Show Transcript\n\nPROPOSALS THAT COULD LEAD TO MAJOR DEVELOPMENT IN THE AREA AROUND THE RED BARN IN PRUNEDALE. SAN BENITO COUNTY LEADERS ARE PUSHING FOR IT... TONIGHT PROTESTORS ARE MARCHING AGAINST IT. ACTION NEWS REPORTER KYLA LINVILLE IS LIVE IN PRUNEDALE WITH A CLOSER LOOK AT THE CONTROVERSY. LIVE PKG DAN, ERIN PROTESTORS MET HERE WITH THEIR SIGNS AND MARCHED ACROSS THE SAN JUAN ROAD OVERPASS. ORGANIZERS OF THE PROTEST TELL ME THAT UNHAPPY RESIDENTS HAVE MADE THEIR FEELINGS KNOWN TO THE COUNTY, BUT THE COUNTY SAYS THEY'VE DONE THEIR BEST TO WORK WITH RESIDENTS. Edgar Nolasco, Deputy County Administrator San Benito County 10:27:08 \I think some areas yeah, they should be naturally preserved. But there's also other members of the community who are asking for services, who are asking for us to do more within the county and to do that we need money to provide those services.\"" 10:27:20 AND TO GET THAT MONEY - SAN BENITO COUNTY IS LOOKING TO ATTRACT TOURISTS BY allowING new BUSINESSES ALONG HIGHWAY 101. SOME LOCALS SAY THIS WILL RUIN THE NATURAL BEAUTY OF THE HIGHWAY AND CREATE HEAVIER TRAFFIC. Andy Hsia-Coron, Spokesperson for Preserve our Rural Communities 10:29:34 \""Putting more operations, commercial operations at all the on and off ramps with people merging on and off with potential accidents is just going to make a very bad situation a lot worse.\"" 10:29:45 THE DEVELOPMENT FOLLOWS THE COUNTY'S GENERAL PLAN SINCE TWENTY FIFTEEN. Harry Mavrogenes, Director of Resource Management Agency San Benito County 10:16:34 \""One of the things the general plan looked at was identifying commercial nodes along the highway interchanges in particular.\"" 10:16:42 TAKE FS - NODE LOCATIONS THE COUNTY HAS FOUR AREAS THEY ARE CONSIDERING RE- ZONING AND BUILDING ON - ALL WITH THE HOPE TO DRAW TOURISTS IN. Anthony Botelho, District 2 Supervisor 10:04:19 \""We want something that's unique, that people realize that they're in our county and maybe drop a couple of bucks for the benefit of the private business as well as generate some tax dollars for us.\"" 10:04:35 THOSE AGAINST THIS IDEA SAY THERE'S OTHER WAYS OF BRINGING MONEY INTO THE COUNTY. Andy Hsia-Coron, Spokesperson for Preserve our Rural Communities 10:32:37 \""We've got our wine trails, we have the highest percentage of organic agriculture of any county in the state, we've got a national park and state parks, what you really want is for people to come into San Benito County, not to have a whole bunch of stops along the road.\"" 10:32:52 THE COUNTY SAYS NOTHING HAS BEEN PLANNED FOR THE FOUR PROPOSED SITES AT THIS POINT, THEY SAY THEY'RE STILL IN THE REZONING PROCESS. THERE WERE RUMORS OF A RESORT LODGE - EVEN A WATER PARK BEING BUILT, BUT THE COUNTY SAYS THOSE ARE JUST RUMORS. TAG THE REZONING PROJECT WILL COST ANYWHERE FROM 150 TO 200 THOUSAND DOLLARS. THE SAN BENITO COUNTY BOARD OF SUPERVISORS WILL MEET AUGUST 20TH TO DISCUSS WHETHER OR NOT TO PASS IT. ##\n\nAdvertisement Protesters rally against proposed commercial development along Hwy 101 Share Shares Copy Link Copy\n\nProtesters gathered to push back against proposed commercial development along Highway 101 in San Benito CountyProtesters met, with signs and banners, at San Juan Road just off of Highway 101 Friday afternoon. Organizers of the protest said that unhappy residents have made their feelings known to the county, while representatives from the county expressed they’ve done their best to work with residents.“I think some areas, yeah, should be naturally preserved,” explained Edgar Nolasco, Deputy County Administrator for San Benito County. “But there’s also other members of the community who are asking for services, who are asking for us to do more within the county. To do that we need money to provide those services.”To get that money, San Benito County is looking to attract tourists by allowing new businesses along the highway. Some locals have said this will ruin the natural beauty of the 101 and create heavier traffic.“Putting more commercial operations at all the on and off ramps with people merging and potential accidents is just going to make a very bad situation a lot worse,” said Andy Hsia-Coron, spokesperson for the non-profit Preserve our Rural Communities.The development follows the county’s general plan back since 2015.“One of the things the general plan looked at was identifying commercial nodes along the highway interchanges in particular,” said Harry Mavrogenes, the Director of Resource Management Agency for San Benito County.The county has 4 areas they are considering re-zoning and building on. Those include Betabel Road, Highway 129, Livestock 101, and Rocks Rach all with the hop to draw tourists in.“We want something that’s unique, that people realize they’re in our county and maybe drop a couple of bucks for the benefit of the private business as well as generate some tax dollars for us,” explained Anthony Botelho, District 2 Supervisor for San Benito County.Those against the idea explained there are other ways of bringing money into the county.“We’ve got our wine trails, we have the highest percentage of organic agriculture of any county in the state, we’ve got a national park and state parks. What you really want is for people to come into San Benito County, not to have a whole bunch of stops along the road,” said Hsia-Coron.""",PROTEST
"NAHANT — Protesters took to the sidewalks around the Lynnway Rotary Friday afternoon, voicing concerns over the proposed Northeastern University site expansion at the tip of Nahant.\n\n“The smallest town in the state is going up against one of its biggest universities,” Diane Monteith said. “Watch us roar.”\n\nSeveral drivers by honked their horns in support of the approximately 50 protesters brandishing signs with drawings of the town.\n\nMarblehead lobsterman Josh Mahoney fishes the waters and bays around Nahant. He questioned the university’s commitment to coastal sustainability.\n\n“You would think they would study the effects of current systems,” he said. “They talk about sustainability but they are not proving it.”\n\nThe proposed expansion would include a five-fold increase in the amount of water collected at the Northeastern site from 500 gallons a minute to about 2,400 gallons.\n\nThose concerned say that this system would dump warm water into the surrounding ocean and effect local ocean life.\n\nNortheastern also proposed adding a building on a 23-acre site for research and classroom space.\n\n“I’ve seen more invasive species in my traps already,” Mahoney said. “It rings hollow when they say this facility will be sustainable.”\n\nMany of those who flooded the rotary were from the movement Keep Nahant Wild. The goal of the public protest was to let more people know what’s happening in Nahant.\n\n“We are expanding our message further,” Candace Cahill said. “We want to get in to contact with people further than Nahant.”\n\n“We want to send the the message to other towns that this could happen to you,” she said.\n\nMonteith claims that Northeastern doesn’t have the best interest of the local communities they work with.\n\n“They just want this as another jewel in their crown,” she said. “They don’t need this building here.”",PROTEST
"When a group of Miller South middle school students saw a problem in their school that needed an adult’s attention, they brought it to their school’s resource officer, Mike Williams.\n\n\We felt comfortable enough to report it to him because he was a friend,\"" eighth-grader Grace Ruggiero said.\n\nTheir friend is now being transferred to another school, and according to his wife, Cortney Williams, against his will.\n\n\""He loves all those kids,\"" Williams said. \""He didn’t want this at all.\""\n\nThe transfer prompted a protest at the Akron Public Schools board meeting Monday night, which had a larger-than-usual audience of local and state officials due to the swearing-in of four new board members.\n\nAbout 20 people, including about a dozen students, held signs in front of the building for an hour before the meeting calling for Williams to remain at their school.\n\nThe group also attended the meeting hoping to be able to speak on the issue, but were unable to because of board policy requiring advance notice. The district has a stricter policy on public comment at meetings than nearly all other Summit County school districts and the largest eight districts in the state.\n\nThe district said the transfer was due to a personnel issue and could not elaborate, but stressed it was not a disciplinary issue with either Williams or the officer that will replace him at Miller South.\n\nMike Williams did not attend the protest or the meeting.\n\nTreasurer Ryan Pendleton, whose office implements the public comment policy, said he did not receive a request in advance for anyone to speak on the transfer.\n\nCortney Williams said she tried to get on the agenda and sent an email to the district, but she wasn’t sure she followed the right procedure.\n\nShe said the transfer was the result of a personality issue with the interim principal, who is also his cousin.\n\n\""He didn’t do anything wrong,\"" she said.\n\nInterim principal Carolyn Herstich did not immediately respond to a request for comment Monday night. However, district spokesman Mark Williamson said that Superintendent David James and the Akron Police Department agreed that Williams should be transferred.\n\nWilliams has been at the school for five years.\n\nThat time has meant a lot to Carolyn Stevens and her daughter, who is in the eighth grade and has special needs.\n\n\""Mike is the reason my special-needs child goes to school,\"" Stevens said.\n\nHer daughter, McKenna Stevens, said Williams is \""like my father at school.\""\n\nStudents told stories of Williams sitting with them if they were alone at lunch, calling them by nicknames he created for them and playing games with them at recess. They knew his favorite color is blue, and clung to his wife’s side during the protest.\n\nSchool resource officers are tasked with straddling the line between law enforcement officer and educator, a role that can be adversarial. The kind of relationship the students and parents describe having with Williams is what school leaders aim for.\n\nAlthough they weren’t able to speak at the meeting and left before its completion, several protesters said board president Patrick Bravo approached them outside to talk about their concern.\n\nThe district created an email option for online submissions to speak during meetings following a Beacon Journal story illustrating the district’s policies and practices around public comment. The district requires advanced notice, which is not common across the county. Most districts allow the public to sign up to speak at the meeting, although some have additional requirements if the topic someone wants to speak about is not on the agenda.\n\nThe board discussed the policy in a committee meeting at the end of the year, pledging to review the practice.\n\nPrior to the Beacon Journal’s story, the public was required to send a letter by mail to the district at least two business days ahead of the meeting.\n\nContact education reporter Jennifer Pignolet at [EMAIL], at 330-996-3216 or on Twitter @JenPignolet.""",PROTEST
"FLUSHING, MI – Around 300 people marched through Flushing on a steamy Tuesday evening as part of a Black Lives Matter protest in Flushing.\n\nThe event, organized by Malia Marve, a 2017 Flushing High School graduate, and Eeshyia Smith, included speakers DeWaun Robinson, president of Black Lives Matter Flint, Johnie Franklin III, vice president of Black Lives Matter Flint, and U.S. Rep. Dan Kildee, D-Flint Township.\n\nWhile he grew up in the 1960s at the time of the passage of the Civil Rights Act and Voting Rights Act, Kildee said the work was not over and generations afterward fell short in their obligations.\n\n“There are days when it feels like we make progress and there are days that we’re reminded that we have so much more progress to make,” he said. One of the “sad days” was when a 17-year-old girl recorded video of George Floyd dying at the knee of a police officer, he said.\n\n“The thing that’s exceptional about what happened to George Floyd is that we got to see all the facts that surrounded that moment, unlike the so many other George Floyds that died mysterious deaths that we never really understood because the facts were never shared,” said Kildee.\n\nHe added for every George Floyd “there are a million young black men and women that are suspected rather than accepted, that are watched other than welcomed, that are treated as the other or the intruder rather than a part of the fabric of our society.”\n\nKildee argued the shame of what happened to Floyd is that it’s not limited to a single moment, but it is “a part of a culture in this country that we had better wake up to, a culture that continues to celebrate dominance and privilege.”\n\nWhile he agreed moments of silence are needed in Floyd’s honor “or anyone else who is a victim of this horrific, violent society that wreaks disproportionate violence on people of color,” he has grown sick of those moments followed by weeks, months, or years of silence and no change.\n\n“We can’t let that be,” said Kildee, persuading the crowd not quit or give up and seek avenues of change.\n\n“That means changing the minds of the people who are in power or something that’s far more efficient change the people who are in power with people who have better minds and better hearts,” he said. “That’s up to you.”\n\nRobinson said he can’t live comfortably while there are groups of people being discriminated against and do nothing about it.\n\n“Them days are over. If you want to be on the right side of history today, then you’ll go ahead and get active in this moment,” he added, stopping at one point to look at a group in front of Flushing City Hall wearing Back the Badge hats. “We need you. Don’t sit on the sidelines and say all these things like that’s a terrible thing. Why’s it like that? We need more than that.”\n\nFranklin asked the assembled crowd that made their way from Riverside Park, down Main Street to Flushing City Hall and back to the park to see three words: accountability, responsibility, and unity.\n\n“Holding your fellow brothers and sisters accountable for their actions, words, and opinions,” he said. “This means also in this community and the entire county to point out the racism that you see left and right.”\n\nHe asked people to be responsible in educating themselves about the group’s message, teaching each other, and making sure black and brown are “treated like humans first.”\n\n“The unifying effort to stop racism, to stop racial profiling, also to hold police officers accountable for their actions, politicians,” said Franklin. “Encourage each other in all things to understand this is a human right thing, not a political thing. United together is what makes the voice louder.”\n\nFranklin was part of the first protest in the area that took place May 30 in Flint Township when Genesee County Sheriff Chris Swanson walked with protesters.\n\nSome threats had been made on social media prior to Tuesday’s protest, so additional were police on hand and a Genesee County Sheriff’s Office drone was in the air throughout the event.\n\nThreats made ahead of Flushing Black Lives Matter protest not credible, police say\n\n“We’re not here to riot. We’re not here to tear up the city,” said Franklin. “Did I tear up Miller Road? Was Target vandalized? Was the police station messed up? What did Chris do? He walked with us, right? It’s the same situation (here.)”\n\nHanding out mugs and gifts to speakers after the march, Marve felt overwhelmed at the turnout and that everything was peaceful.\n\n“I think that we spoke to some people that didn’t really agree and we had those interactions,” said Marve. “I hope that they listened to the message and maybe they’re going to go home and understand it a little better, too.”\n\nIn terms of the effort moving forward, Marve said they have spoken with the city’s mayor, police chief, and Genesee County Sheriff Chris Swanson about what things could be changed on a local level and hopes others are moved by the protest to do the same.\n\n“I hope they feel very inspired to go do something,” she said. “This is just one small march, but there’s a lot that has to be changed. It’s a systematic change, but it has to start somewhere and firing people up is where it starts. People have to feel something.”\n\nMore on MLive:\n\nFlint-area police join protesters marching to seek justice for George Floyd\n\nOrganizers call for seat at the table with police after second night of protests in Flint\n\nYouth-led protest against racial injustice in Grand Blanc draws hundreds\n\nLapeer community holds peaceful assembly against police brutality",PROTEST
"Prior to marching down Route 38, the protestors brought their message to the intersection of Third and State streets. Jessica Grant, of Oswego, said she was appreciative of the efforts of Singer and other members of the white community in showing their solidarity.\n\n\I've seen so much racism in the world and I can no longer just sit by and watch it,\"" Grant said. \""And I brought my young nieces because I want them to know what it takes to get things done. And one of the ways that you can get things done and get justice is to protest.\""\n\nGrant said she wasn't surprised that such a protest would take place in Geneva.\n\n\""I'm not surprised because there's good people in every race,\"" she said. \""Geneva, yeah, it might be a largely white town, but there's good people here.\""\n\nGrant said she hopes Floyd's death does not fade from people's memories quickly.\n\n\""I'm hoping this is not just a one-time thing,\"" she said. \""I'm hoping that this continues into the days and years to come and for people to fight for justice for all people.\""""",PROTEST
"Close to 500 people gathered in downtown Ypsilanti for a Black Lives Matter protest on Saturday, June 20. Held from 2 p.m. to 5 p.m., protestors met outside of the Ypsilanti District Library (229 W. Michigan Ave) before marching through the city.\n\nThe protest was held as part of a wider movement of protests nationwide to address police brutality and systemic racism following the death of George Floyd during his arrest by four former Minneapolis police officers on May 25.\n\nBefore marching, speakers addressed protestors from the steps of the Ypsilanti District Library. Speakers included Ayanna Bennett, the event organizer, Rep. Debbie Dingell, and two members of the Ypsilanti City Council, Nicole Brown and Annie Sommerville. Both Sommerville and Brown addressed recent racist remarks given by Ypsilanti mayor Beth Bashert during a meeting on Tuesday, June 16, of the Ypsilanti City Council.\n\nProtestors gather in downtown Ypsilanti for a Black Lives Matter Protest on Saturday June 20, 2020. Protestors listened to speakers outside of the Ypsilanti District Library on W. Michigan Ave. prior to marching. Photo courtesy of Casey Field/Casey Field Photography.\n\nSome community members and leaders have called for Bashert to resign as they feel her statement was racist, and that her reaction to backlash as well as her apology have been inadequate. Both Sommerville and Brown called on her to resign during the June 20 protest.\n\nAt 3:30 p.m. protestors began to march, following a route beginning on N. Washington St., to Cross St., and then Hamilton St. Protestors then turned on to W. Michigan Ave. before ending the march in front of the City of Ypsilanti police station. While protestors gathered on W. Michigan Ave., Ypsilanti Chief of Police Tony DeGiusti met and spoke with protestors outside of the station. Both police and protestors remained peaceful throughout the protest.\n\nProtestors speak Ypsilanti Police Chief Tony DeGiusti at the intersection of W. Michigan Ave. and Congress St. on Saturday, June 20 during a Black Lives Matter protest in downtown Ypsilanti. Photo courtesy of Casey Field/Casey Field Photography.\n\nBlack Lives Matter protestors march on Hamilton St. in Ypsilanti, Saturday, June 20, 2020. Photo courtesy of Casey Field/Casey Field Photography.\n\nA GoFundMe fundraiser was posted by Bennet more than two weeks prior to the protest. The initial fundraising goal of $1,000 was surpassed with funds reaching $3,575 by the day of the protest. Funds were used to purchase sunscreen, water, and medical supplies for the protest. Remaining donations were given to the Black Lives Matter organization. Multiple Ypsilanti and Ann Arbor area businesses donated to the GoFundMe.\n\nIn an initial post to Facebook on June 2, Bennet explained her reason for wanting to organize a Black Lives Matter protest.\n\n\I’m 21 and the amount of racism I have seen in my life has been [traumatizing!]️ I’m tired of not having a voice. I’m tired of not doing anything,\"" the post stated. A Facebook event published by Bennet gathered over 5,400 responses, with 1,200 individual responding that they planned to attend the protest. Within three days from being published on June 3, the event had gathered 3,000 responses.\n\nShare""",PROTEST
